"translation","V1","V2","TimeSec","TimeAbsolute"
"0","0",0,0,0
"0","141223",6,0.006,0
"0","102301",6,0.006,0
"0","593",6,0.006,0
"0","500",1,0.001,0
"0","202",2,0.002,0
"0","10000",3,0.003,0
"0","16000",4,0.004,0
"LH Block Start","10",33.2,0.0332,0
"Hidden Block Start","13",34.2,0.0342,0
"0","94",34.2,0.0342,0
"0","9101",308726.1,308.7261,0
"0","20",308727.1,308.7271,0
"0","40",312844.7,312.8447,0
"ERROR: lifted during loading/checking","30",336072,336.072,0
"0","94",34.2,0.0342,0
"0","9101",338021.2,338.0212,0
"0","20",338022.2,338.0222,0
"0","40",343154.4,343.1544,0
"move epoch: 3cm cube","63",348519.8,348.5198,0
"0","8001",348519.8,348.5198,0
"0","7",348475,348.475,0
"trial finished okay","80",348476,348.476,0
"experimenter confirmed","90",3.63258074173788e-283,3.63258074173788e-286,0
"0","9102",353534.3,353.5343,0
"0","20",353535.3,353.5353,0
"ERROR: lifted during loading/checking","30",355018,355.018,0
"0","94",34.2,0.0342,0
"0","9102",355683.8,355.6838,0
"0","20",355684.8,355.6848,0
"0","40",376080.1,376.0801,0
"move epoch: 3cm cube","63",376580,376.58,0
"0","8002",376580,376.58,0
"0","7",376569,376.569,0
"trial finished okay","80",376570,376.57,0
"experimenter confirmed","90",3.63258074173788e-283,3.63258074173788e-286,0
"0","9103",379795,379.795,0
"0","20",379796,379.796,0
"0","40",384261.6,384.2616,0
"move epoch: 2cm cube","62",384861.5,384.8615,0
"0","8003",384861.5,384.8615,0
"0","7",384836,384.836,0
"trial finished okay","80",384837,384.837,0
"experimenter confirmed","90",3.63258074173788e-283,3.63258074173788e-286,0
"0","9104",388190.5,388.1905,0
"0","20",388191.5,388.1915,0
"0","40",398508.3,398.5083,0
"move epoch: 1cm cube","61",399124.8,399.1248,0
"0","8004",399124.8,399.1248,0
"0","7",399111,399.111,0
"trial finished okay","80",399112,399.112,0
"experimenter confirmed","90",3.63258074173788e-283,3.63258074173788e-286,0
"0","9105",402071.3,402.0713,0
"0","20",402072.3,402.0723,0
"0","40",407056.3,407.0563,0
"move epoch: 2cm cube","62",407672.9,407.6729,0
"0","8005",407672.9,407.6729,0
"0","7",407658,407.658,0
"trial finished okay","80",407659,407.659,0
"experimenter confirmed","90",3.63258074173788e-283,3.63258074173788e-286,0
"0","9106",410587.9,410.5879,0
"0","20",410588.9,410.5889,0
"0","40",415021.2,415.0212,0
"move epoch: 3cm cube","63",415569.2,415.5692,0
"0","8006",415569.2,415.5692,0
"0","7",415561,415.561,0
"trial finished okay","80",415562,415.562,0
"experimenter confirmed","90",3.63258074173788e-283,3.63258074173788e-286,0
"0","9107",418663,418.663,0
"0","20",418664,418.664,0
"0","40",424485.7,424.4857,0
"move epoch: 1cm cube","61",425168.8,425.1688,0
"0","8007",425168.8,425.1688,0
"0","7",425156,425.156,0
"trial finished okay","80",425157,425.157,0
"experimenter confirmed","90",3.63258074173788e-283,3.63258074173788e-286,0
"0","9108",428017.2,428.0172,0
"0","20",428018.2,428.0182,0
"0","40",443131.4,443.1314,0
"move epoch: 1cm cube","61",443747.9,443.7479,0
"0","8008",443747.9,443.7479,0
"0","7",443726,443.726,0
"trial finished okay","80",443727,443.727,0
"experimenter confirmed","90",3.63258074173788e-283,3.63258074173788e-286,0
"0","9109",446596.2,446.5962,0
"0","20",446597.2,446.5972,0
"0","40",451679.4,451.6794,0
"move epoch: 2cm cube","62",452162.6,452.1626,0
"0","8009",452162.6,452.1626,0
"0","7",452150,452.15,0
"trial finished okay","80",452151,452.151,0
"experimenter confirmed","90",3.63258074173788e-283,3.63258074173788e-286,0
"0","9110",454643.3,454.6433,0
"0","20",454644.3,454.6443,0
"0","40",458927.7,458.9277,0
"move epoch: 3cm cube","63",459760.9,459.7609,0
"0","8010",459760.9,459.7609,0
"0","7",459743,459.743,0
"trial finished okay","80",459744,459.744,0
"experimenter confirmed","90",3.63258074173788e-283,3.63258074173788e-286,0
"0","9111",463325.7,463.3257,0
"0","20",463326.7,463.3267,0
"0","40",467692.4,467.6924,0
"move epoch: 3cm cube","63",468458.9,468.4589,0
"0","8011",468458.9,468.4589,0
"0","7",468441,468.441,0
"trial finished okay","80",468442,468.442,0
"experimenter confirmed","90",3.63258074173788e-283,3.63258074173788e-286,0
"0","9112",471818.9,471.8189,0
"0","20",471819.9,471.8199,0
"0","40",476757,476.757,0
"move epoch: 2cm cube","62",477373.5,477.3735,0
"0","8012",477373.5,477.3735,0
"0","7",477351,477.351,0
"trial finished okay","80",477352,477.352,0
"experimenter confirmed","90",3.63258074173788e-283,3.63258074173788e-286,0
"0","9113",480449,480.449,0
"0","20",480450,480.45,0
"0","40",484488.5,484.4885,0
"move epoch: 2cm cube","62",485070.4,485.0704,0
"0","8013",485070.4,485.0704,0
"0","7",485063,485.063,0
"trial finished okay","80",485064,485.064,0
"experimenter confirmed","90",3.63258074173788e-283,3.63258074173788e-286,0
"0","9114",488036.7,488.0367,0
"0","20",488037.7,488.0377,0
"0","40",492820,492.82,0
"move epoch: 3cm cube","63",493453.1,493.4531,0
"0","8014",493453.1,493.4531,0
"0","7",493431,493.431,0
"trial finished okay","80",493432,493.432,0
"experimenter confirmed","90",3.63258074173788e-283,3.63258074173788e-286,0
"0","9115",496329.9,496.3299,0
"0","20",496330.9,496.3309,0
"0","40",500818.1,500.8181,0
"move epoch: 1cm cube","61",501468,501.468,0
"0","8015",501468,501.468,0
"0","7",501456,501.456,0
"trial finished okay","80",501457,501.457,0
"experimenter confirmed","90",3.63258074173788e-283,3.63258074173788e-286,0
"0","9116",504599.6,504.5996,0
"0","20",504600.6,504.6006,0
"0","40",508982.9,508.9829,0
"move epoch: 1cm cube","61",509599.4,509.5994,0
"0","8016",509599.4,509.5994,0
"0","7",509581,509.581,0
"trial finished okay","80",509582,509.582,0
"experimenter confirmed","90",3.63258074173788e-283,3.63258074173788e-286,0
"0","9117",512564.4,512.5644,0
"0","20",512565.4,512.5654,0
"0","40",518197.4,518.1974,0
"move epoch: 1cm cube","61",518664,518.664,0
"0","8017",518664,518.664,0
"0","7",518651,518.651,0
"trial finished okay","80",518652,518.652,0
"experimenter confirmed","90",3.63258074173788e-283,3.63258074173788e-286,0
"0","9118",522078.9,522.0789,0
"0","20",522079.9,522.0799,0
"0","40",526062.3,526.0623,0
"move epoch: 2cm cube","62",526645.5,526.6455,0
"0","8018",526645.5,526.6455,0
"0","7",526622,526.622,0
"trial finished okay","80",526623,526.623,0
"experimenter confirmed","90",3.63258074173788e-283,3.63258074173788e-286,0
"0","9119",529677.1,529.6771,0
"0","20",529678.1,529.6781,0
"0","40",534210.4,534.2104,0
"move epoch: 3cm cube","63",534843.6,534.8436,0
"0","8019",534843.6,534.8436,0
"0","7",534831,534.831,0
"trial finished okay","80",534832,534.832,0
"experimenter confirmed","90",3.63258074173788e-283,3.63258074173788e-286,0
"0","9120",537703.1,537.7031,0
"0","20",537704.1,537.7041,0
"0","40",543191.7,543.1917,0
"move epoch: 1cm cube","61",543558.3,543.5583,0
"0","8020",543558.3,543.5583,0
"0","7",543543,543.543,0
"trial finished okay","80",543544,543.544,0
"experimenter confirmed","90",3.63258074173788e-283,3.63258074173788e-286,0
"0","9121",546539.9,546.5399,0
"0","20",546540.9,546.5409,0
"0","40",550906.6,550.9066,0
"move epoch: 3cm cube","63",551473.1,551.4731,0
"0","8021",551473.1,551.4731,0
"0","7",551449,551.449,0
"trial finished okay","80",551450,551.45,0
"experimenter confirmed","90",3.63258074173788e-283,3.63258074173788e-286,0
"0","9122",554721.4,554.7214,0
"0","20",554722.4,554.7224,0
"0","40",559438,559.438,0
"move epoch: 2cm cube","62",559954.5,559.9545,0
"0","8022",559954.5,559.9545,0
"0","7",559939,559.939,0
"trial finished okay","80",559940,559.94,0
"experimenter confirmed","90",3.63258074173788e-283,3.63258074173788e-286,0
"0","9123",562952.8,562.9528,0
"0","20",562953.8,562.9538,0
"0","40",566869.6,566.8696,0
"move epoch: 1cm cube","61",567452.8,567.4528,0
"0","8023",567452.8,567.4528,0
"0","7",567429,567.429,0
"trial finished okay","80",567430,567.43,0
"0","190",567452.8,567.4528,0
"0","94",34.2,0.0342,0
"0","9124",570617.7,570.6177,0
"0","20",570618.7,570.6187,0
"0","40",574567.8,574.5678,0
"move epoch: 2cm cube","62",575265.5,575.2655,0
"0","8024",575265.5,575.2655,0
"0","7",575256,575.256,0
"trial finished okay","80",575257,575.257,0
"0","400",578565.9,578.5659,0
"end of block","100",578566.9,578.5669,0
"LH Block Start","10",581582.9,581.5829,0
"Visible Block Start","12",581583.9,581.5839,0
"0","94",581583.9,581.5839,0
"0","9201",627271.4,627.2714,0
"0","20",627272.4,627.2724,0
"0","40",632421.2,632.4212,0
"move epoch: 2cm cube","62",632987.7,632.9877,0
"0","8025",632987.7,632.9877,0
"0","7",632963,632.963,0
"trial finished okay","80",632964,632.964,0
"experimenter confirmed","90",3.63258074173788e-283,3.63258074173788e-286,0
"0","9202",637319,637.319,0
"0","20",637320,637.32,0
"0","40",644735,644.735,0
"move epoch: 3cm cube","63",645401.5,645.4015,0
"0","8026",645401.5,645.4015,0
"0","7",645380,645.38,0
"trial finished okay","80",645381,645.381,0
"experimenter confirmed","90",648800.6,648.8006,0
