"translation","V1","V2","TimeSec","TimeAbsolute"
"0","0",0,0,0
"0","140729",13.4,0.0134,0
"0","130826",13.4,0.0134,0
"0","99",13.4,0.0134,0
"0","501",1,0.001,0
"0","205",2,0.002,0
"0","10000",3,0.003,0
"0","18000",4,0.004,0
"RH Block Start","11",33.2,0.0332,0
"Visible Block Start","12",34.2,0.0342,0
"0","94",34.2,0.0342,0
"0","9201",136934.3,136.9343,0
"0","20",136935.3,136.9353,0
"0","40",142800.6,142.8006,0
"ERROR: lifted during loading/checking","30",143283,143.283,0
"0","94",34.2,0.0342,0
"0","9201",147415.2,147.4152,0
"0","20",147416.2,147.4162,0
"0","40",164329,164.329,0
"ERROR: lifted during loading/checking","30",164878,164.878,0
"0","94",34.2,0.0342,0
"0","9201",169176.9,169.1769,0
"0","20",169177.9,169.1779,0
"ERROR: lifted during loading/checking","30",169294,169.294,0
"0","94",34.2,0.0342,0
"0","9201",181257.4,181.2574,0
"0","20",181258.4,181.2584,0
"0","40",188140.2,188.1402,0
"move epoch: 3cm cube","63",188656.7,188.6567,0
"0","8001",188656.7,188.6567,0
"0","8",188634,188.634,0
"trial finished okay","80",188635,188.635,0
"experimenter confirmed","90",193205.7,193.2057,0
"0","9202",193671.3,193.6713,0
"0","20",193672.3,193.6723,0
"0","40",198771.1,198.7711,0
"move epoch: 1cm cube","61",199637.6,199.6376,0
"0","8002",199637.6,199.6376,0
"0","8",199624,199.624,0
"trial finished okay","80",199625,199.625,0
"experimenter denied","91",203586.7,203.5867,0
"0","9203",207601.4,207.6014,0
"0","20",207602.4,207.6024,0
"0","40",217783.4,217.7834,0
"move epoch: 3cm cube","63",218366.6,218.3666,0
"0","8003",218366.6,218.3666,0
"0","8",218353,218.353,0
"trial finished okay","80",218354,218.354,0
"experimenter confirmed","90",221965.8,221.9658,0
"0","9204",222114.8,222.1148,0
"0","20",222115.8,222.1158,0
"0","40",244127.4,244.1274,0
"move epoch: 3cm cube","63",244560.5,244.5605,0
"0","8004",244560.5,244.5605,0
"0","8",244539,244.539,0
"trial finished okay","80",244540,244.54,0
"experimenter confirmed","90",248409.7,248.4097,0
"0","9205",249075.3,249.0753,0
"0","20",249076.3,249.0763,0
"0","40",253958.5,253.9585,0
"move epoch: 3cm cube","63",254408.3,254.4083,0
"0","8005",254408.3,254.4083,0
"0","8",254391,254.391,0
"trial finished okay","80",254392,254.392,0
"experimenter confirmed","90",248409.7,248.4097,0
"0","9206",258123.2,258.1232,0
"0","20",258124.2,258.1242,0
"0","40",263989.5,263.9895,0
"move epoch: 1cm cube","61",264356.1,264.3561,0
"0","8006",264356.1,264.3561,0
"0","8",264338,264.338,0
"trial finished okay","80",264339,264.339,0
"experimenter confirmed","90",268338.5,268.3385,0
"0","9207",270903.6,270.9036,0
"0","20",270904.6,270.9046,0
"0","40",274587.1,274.5871,0
"move epoch: 2cm cube","62",275120.3,275.1203,0
"0","8007",275120.3,275.1203,0
"0","8",275099,275.099,0
"trial finished okay","80",275100,275.1,0
"experimenter confirmed","90",278802.7,278.8027,0
