"translation","V1","V2","TimeSec","TimeAbsolute"
"0",8028,819845.7,819.8457,0
"0",8029,831678.5,831.6785,0
"0",8030,842392.8,842.3928,0
"0",8031,852923.7,852.9237,0
"0",8032,863104.8,863.1048,0
"0",8033,873719,873.719,0
"0",8034,885832.9,885.8329,0
"0",8035,896380.6,896.3806,0
"0",8036,905978.4,905.9784,0
"0",8037,916575.9,916.5759,0
"0",8038,925923.9,925.9239,0
"0",8039,936121.5,936.1215,0
"0",8040,946202.6,946.2026,0
"0",8041,954931.8,954.9318,0
"0",8042,964898.4,964.8984,0
"0",8043,974912.8,974.9128,0
"0",8044,985593.7,985.5937,0
"0",8045,995008.2,995.0082,0
"0",8046,1004622.7,1004.6227,0
"0",8047,1015535.8,1015.5358,0
"0",8048,1025718,1025.718,0
"0",8049,1036965.4,1036.9654,0
"0",8050,1047813,1047.813,0
"0",8051,1057260.8,1057.2608,0
