"translation","V1","V2","TimeSec","TimeAbsolute"
"2cm",62,22278.1,22.2781,0
"1cm",61,37258.1,37.2581,0
"1cm",61,46805.9,46.8059,0
"4cm",63,57103.6,57.1036,0
"2cm",62,65718.3,65.7183,0
"4cm",63,74283,74.283,0
"1cm",61,82581.1,82.5811,0
"2cm",62,91862.4,91.8624,0
"2cm",62,99210.7,99.2107,0
"2cm",62,106475.8,106.4758,0
"4cm",63,114340.6,114.3406,0
"4cm",63,122338.8,122.3388,0
"2cm",62,130335.8,130.3358,0
"4cm",63,138768.5,138.7685,0
"1cm",61,146533.4,146.5334,0
"1cm",61,155531.3,155.5313,0
"1cm",61,164662.6,164.6626,0
"2cm",62,175610.1,175.6101,0
"4cm",63,183741.6,183.7416,0
"1cm",61,191373.2,191.3732,0
"1cm",61,199538,199.538,0
"2cm",62,207636.2,207.6362,0
"4cm",63,215717.7,215.7177,0
"4cm",63,223266,223.266,0
"2cm",62,314112.1,314.1121,0
"4cm",63,330108.5,330.1085,0
"2cm",62,349585.1,349.5851,0
"2cm",62,361218.2,361.2182,0
"2cm",62,372982.2,372.9822,0
"2cm",62,384312.9,384.3129,0
"4cm",63,396543.5,396.5435,0
"4cm",63,407605.4,407.6054,0
"2cm",62,421421.2,421.4212,0
"4cm",63,434385,434.385,0
"4cm",63,446215.6,446.2156,0
"1cm",61,470941.9,470.9419,0
"1cm",61,482724,482.724,0
"1cm",61,495771.1,495.7711,0
"2cm",62,508734.8,508.7348,0
"2cm",62,521032,521.032,0
"4cm",63,533545.9,533.5459,0
"1cm",61,545993,545.993,0
"1cm",61,583482.9,583.4829,0
"4cm",63,609511.9,609.5119,0
"1cm",61,622392.4,622.3924,0
"1cm",61,634756.3,634.7563,0
"4cm",63,647486.8,647.4868,0
"1cm",61,660150.6,660.1506,0
"1cm",61,672447.8,672.4478,0
"2cm",62,1300355.9,1300.3559,0
"1cm",61,1351843.2,1351.8432,0
"4cm",63,1382504,1382.504,0
"4cm",63,1394834.5,1394.8345,0
"4cm",63,1404649,1404.649,0
"4cm",63,1429393.4,1429.3934,0
"1cm",61,1468267.9,1468.2679,0
"1cm",61,1481131.7,1481.1317,0
"4cm",63,1491812.6,1491.8126,0
"4cm",63,1501493.8,1501.4938,0
"2cm",62,1510891.6,1510.8916,0
"2cm",62,1520389.5,1520.3895,0
"2cm",62,1530320.6,1530.3206,0
"2cm",62,1541368.1,1541.3681,0
"1cm",61,1551565.8,1551.5658,0
"4cm",63,1562796.6,1562.7966,0
"4cm",63,1571811.2,1571.8112,0
"2cm",62,1581758.9,1581.7589,0
"2cm",62,1591440.1,1591.4401,0
"1cm",61,1600854.6,1600.8546,0
"1cm",61,1610402.5,1610.4025,0
"1cm",61,1619967,1619.967,0
"1cm",61,1630531.2,1630.5312,0
"1cm",61,1641328.8,1641.3288,0
"2cm",62,1650626.7,1650.6267,0
"1cm",61,1694316.8,1694.3168,0
"2cm",62,1700848.7,1700.8487,0
"1cm",61,1708980.2,1708.9802,0
"1cm",61,1717245,1717.245,0
"4cm",63,1726542.9,1726.5429,0
"1cm",61,1761801.5,1761.8015,0
"4cm",63,1768600,1768.6,0
"2cm",62,1774532,1774.532,0
"4cm",63,1780464,1780.464,0
"4cm",63,1786879.2,1786.8792,0
"2cm",62,1794177.6,1794.1776,0
"2cm",62,1800326.2,1800.3262,0
"4cm",63,1806040.4,1806.0404,0
"1cm",61,1812823.4,1812.8234,0
"2cm",62,1819421.9,1819.4219,0
"2cm",62,1825387.2,1825.3872,0
"2cm",62,1832285.6,1832.2856,0
"4cm",63,1838334.3,1838.3343,0
"4cm",63,1844449.5,1844.4495,0
"1cm",61,1850431.5,1850.4315,0
"4cm",63,1856763.4,1856.7634,0
"2cm",62,1867461,1867.461,0
"1cm",61,1873791,1873.791,0
"1cm",61,1880091.5,1880.0915,0
