"Hz","optotrak.pulse.number","x1","y1","z1","x2","y2","z2","x3","y3","z3","x4","y4","z4","x5","y5","z5","x6","y6","z6","x7","y7","z7","x8","y8","z8","x9","y9","z9","x10","y10","z10","x11","y11","z11","x12","y12","z12"
1,"50",774.4,762,28.9,777.6,768.4,23.8,758.6,750.2,17.5,754.5,742.8,20,803.6,759.2,70.4,805.1,754.7,73.8,481.3,548.4,-2.3,489.4,554.2,-2,554.7,773.8,43.3,545,766.8,40.8,768.7,748,46.2,761.4,742.5,42.4
2,"50",774.4,762,29.5,777.7,768.6,24.5,758.5,750.1,17.7,754.4,742.6,20.1,803.2,758.2,70.6,804.7,753.7,73.9,481.3,548.4,-2.3,489.4,554.2,-2,554.7,773.8,43.3,545,766.8,40.8,768.4,747.5,46.3,761.2,742,42.5
3,"50",774.5,762.1,30.1,777.9,768.8,25.2,758.4,749.9,18,754.2,742.4,20.2,802.7,757.2,70.7,804.1,752.6,74,481.3,548.3,-2.3,489.4,554.2,-2,554.7,773.8,43.3,545,766.8,40.8,768.1,746.8,46.5,760.8,741.4,42.7
4,"50",774.5,762.1,30.8,778,768.9,26.1,758.3,749.7,18.3,754,742.1,20.3,802.1,756,71,803.5,751.4,74.1,481.3,548.3,-2.3,489.4,554.2,-2,554.7,773.8,43.3,545,766.7,40.8,767.7,746.1,46.6,760.5,740.7,42.8
5,"50",774.5,762,31.8,778.1,768.9,27.2,758.2,749.4,18.6,753.8,741.8,20.4,801.5,754.6,71.2,802.9,750,74.4,481.3,548.3,-2.3,489.4,554.2,-2,554.7,773.8,43.3,545,766.7,40.9,767.3,745.2,46.9,760,739.9,43
6,"50",774.5,761.8,32.9,778.2,768.9,28.5,758,749.1,19,753.6,741.5,20.6,800.9,753.1,71.5,802.2,748.4,74.5,481.3,548.3,-2.3,489.4,554.2,-2,554.7,773.8,43.3,545,766.7,40.9,766.8,744.3,47.1,759.6,739.1,43.2
7,"50",774.4,761.6,34,778.2,768.8,29.8,757.9,748.8,19.4,753.4,741.2,20.8,800.1,751.5,71.7,801.4,746.8,74.6,481.2,548.3,-2.3,489.4,554.2,-1.9,554.7,773.8,43.3,545,766.7,40.9,766.3,743.4,47.3,759.1,738.1,43.4
8,"50",774.3,761.3,35.3,778.2,768.7,31.4,757.8,748.5,19.8,753.2,740.9,21.1,799.4,749.9,72,800.6,745.1,74.8,481.2,548.3,-2.3,489.4,554.2,-2,554.7,773.8,43.3,545,766.7,40.9,765.8,742.4,47.6,758.5,737.2,43.6
9,"50",774.2,760.9,36.7,778.1,768.4,33,757.7,748.2,20.5,752.9,740.5,21.6,798.6,748.3,72.4,799.8,743.3,75,481.2,548.3,-2.3,489.4,554.2,-2,554.7,773.8,43.3,545,766.7,40.9,765.3,741.3,48.1,758,736.1,44.1
10,"50",774,760.4,38.2,778,768,34.7,757.3,747.6,22,752.4,739.9,22.8,798,746.7,73,799.2,741.7,75.3,481.2,548.3,-2.3,489.4,554.2,-2,554.7,773.8,43.3,545,766.8,40.9,764.6,740.1,49.1,757.3,734.9,45.2
11,"50",773.7,759.7,39.8,777.7,767.4,36.4,756.2,746.4,23.9,751.3,738.6,24.6,797.5,745.2,73.8,798.7,740.1,76,481.2,548.3,-2.3,489.4,554.2,-1.9,554.7,773.8,43.3,545,766.8,40.9,763.7,738.5,50.6,756.4,733.4,46.8
12,"50",773.2,758.7,41.5,777.3,766.5,38.3,755,744.7,26,750.1,737,26.7,797,743.6,74.8,798.2,738.5,76.8,481.2,548.3,-2.3,489.4,554.2,-1.9,554.7,773.8,43.3,545,766.8,40.9,762.7,736.7,52.4,755.3,731.6,48.6
13,"50",772.5,757.5,43.3,776.6,765.4,40.4,753.9,743.1,28.2,748.8,735.3,28.7,796.4,742,75.9,797.6,736.8,77.7,481.2,548.3,-2.3,489.4,554.2,-1.9,554.7,773.8,43.3,545,766.7,40.9,761.7,735,54.1,754.3,729.8,50.5
14,"50",771.8,756.1,45.5,775.8,764.1,42.6,752.7,741.5,30.3,747.7,733.7,30.8,795.7,740.2,77,796.9,735.1,78.8,481.2,548.3,-2.3,489.4,554.2,-1.9,554.7,773.7,43.3,545,766.7,40.9,760.8,733.2,56,753.3,728,52.4
15,"50",770.9,754.7,47.6,775,762.6,44.9,751.6,739.9,32.5,746.5,732.2,32.9,795,738.4,78.2,796.2,733.3,79.8,481.2,548.3,-2.3,489.4,554.2,-1.9,554.7,773.7,43.3,545,766.7,40.9,759.8,731.4,57.8,752.2,726.2,54.3
16,"50",769.9,753,49.6,773.9,761,47,750.3,738.1,34.7,745.2,730.4,35.1,794.1,736.5,79.5,795.4,731.4,81,481.2,548.3,-2.3,489.3,554.2,-1.9,554.7,773.7,43.3,544.9,766.7,40.9,758.7,729.6,59.7,751.1,724.3,56.3
17,"50",768.7,751.1,51.7,772.7,759.3,49.3,748.8,736.2,37.2,743.8,728.4,37.4,793.2,734.6,81,794.5,729.4,82.3,481.2,548.3,-2.3,489.3,554.2,-1.9,554.7,773.7,43.3,544.9,766.7,40.9,757.5,727.6,61.7,749.9,722.3,58.4
18,"50",767.4,749.3,53.9,771.4,757.5,51.6,747.2,734.1,39.7,742.2,726.4,39.9,792.2,732.8,82.7,793.6,727.5,83.7,481.2,548.3,-2.3,489.3,554.2,-1.9,554.7,773.7,43.3,544.9,766.7,40.9,756.2,725.6,63.9,748.5,720.2,60.7
19,"50",766,747.5,56.3,770,755.7,54,745.5,732.1,42.4,740.5,724.3,42.5,791.1,731,84.6,792.6,725.8,85.5,481.2,548.3,-2.3,489.3,554.2,-1.9,554.7,773.7,43.3,545,766.7,40.9,754.9,723.6,66.3,747.1,718.2,63.2
20,"50",764.5,745.7,58.5,768.4,753.9,56.3,743.7,730,45.1,738.7,722.3,45.3,789.9,729.4,86.6,791.4,724.2,87.5,481.2,548.3,-2.3,489.3,554.2,-1.9,554.7,773.7,43.3,545,766.7,40.9,753.4,721.8,68.8,745.6,716.3,65.8
21,"50",762.9,743.9,60.8,766.8,752.2,58.7,741.6,727.8,47.8,736.6,720.1,47.9,788.5,727.7,88.8,790,722.7,89.8,481.2,548.3,-2.3,489.4,554.2,-1.9,554.7,773.7,43.3,545,766.7,40.9,751.7,719.9,71.3,743.9,714.3,68.3
22,"50",761.1,742.4,63.3,765,750.4,60.9,739.4,725.7,50.4,734.5,718,50.6,787,726.1,91,788.5,721,91.9,481.2,548.3,-2.3,489.4,554.2,-1.9,554.7,773.7,43.3,545,766.7,40.9,749.9,718,73.8,742.1,712.4,70.9
23,"50",759.2,740.7,65.4,763.1,748.8,63.1,737,723.6,53.1,732.1,715.8,53.3,785.2,724.4,93.3,786.8,719.3,94,481.2,548.3,-2.3,489.4,554.2,-1.9,554.7,773.7,43.3,545,766.7,40.9,747.9,716.2,76.3,740.1,710.6,73.5
24,"50",757.2,739,67.4,761.1,747.2,65.1,734.4,721.5,55.7,729.6,713.7,56,783.2,722.8,95.6,784.8,717.7,96.4,481.2,548.3,-2.3,489.3,554.2,-1.9,554.7,773.7,43.3,545,766.7,40.9,745.8,714.5,78.8,737.9,708.7,76.1
25,"50",755.1,737.6,69.6,759,745.7,67.2,731.6,719.3,58.3,726.8,711.5,58.6,781,721.2,98,782.5,716.2,99,481.2,548.3,-2.3,489.3,554.2,-1.9,554.7,773.7,43.3,545,766.7,40.9,743.4,712.6,81.2,735.5,706.8,78.6
26,"50",752.7,736,71.6,756.7,744.1,69.2,728.6,717,60.8,723.9,709.3,61.2,778.6,719.4,100.3,780.1,714.4,101.2,481.2,548.3,-2.2,489.3,554.2,-1.9,554.7,773.7,43.3,545,766.7,40.9,740.8,710.8,83.6,732.9,704.9,81
27,"50",750.2,734.4,73.6,754.2,742.5,71.2,725.4,714.6,63.2,720.7,706.9,63.6,775.9,717.6,102.6,777.4,712.5,103.6,481.2,548.3,-2.2,489.3,554.2,-1.9,554.7,773.7,43.3,545,766.7,40.9,738,708.8,85.9,730.1,702.9,83.4
28,"50",747.6,732.6,75.5,751.6,740.8,73.1,721.9,712.2,65.5,717.4,704.4,65.9,773,715.7,104.9,774.5,710.6,106,481.2,548.3,-2.2,489.3,554.2,-1.9,554.7,773.7,43.3,545,766.7,40.9,735,706.8,88.1,727,700.7,85.7
29,"50",744.7,730.9,77.5,748.8,739,74.9,718.2,709.5,67.7,713.8,701.9,68.1,769.9,713.7,107.2,771.3,708.8,108.4,481.2,548.3,-2.2,489.3,554.2,-1.9,554.7,773.7,43.3,545,766.7,40.9,731.8,704.6,90.3,723.8,698.5,87.9
30,"50",741.7,729.2,79.3,745.9,737.3,76.7,714.3,706.7,69.8,709.9,699,70.3,766.5,711.6,109.3,768,706.6,110.5,481.2,548.3,-2.2,489.3,554.2,-1.9,554.7,773.7,43.3,545,766.7,40.9,728.3,702.3,92.3,720.3,696.1,90
31,"50",738.6,727.3,80.9,742.9,735.4,78.3,710.2,703.8,71.8,705.9,696.1,72.4,763,709.5,111.5,764.6,704.5,112.7,481.2,548.3,-2.2,489.3,554.2,-1.9,554.7,773.7,43.3,545,766.7,40.9,724.7,700,94.3,716.7,693.7,92.1
32,"50",735.4,725.3,82.5,739.7,733.5,79.9,705.8,700.8,73.8,701.6,693.2,74.5,759.4,707.2,113.5,760.9,702.2,114.8,481.2,548.3,-2.2,489.3,554.2,-1.9,554.7,773.7,43.3,545,766.7,40.9,721,697.5,96.1,712.9,691.2,94
33,"50",731.9,723.1,84.1,736.4,731.3,81.4,701.3,697.6,75.7,697.3,690,76.4,755.6,704.8,115.5,757.1,699.8,116.9,481.2,548.3,-2.2,489.3,554.2,-1.9,554.7,773.7,43.3,545,766.7,40.9,717.1,695,98,709,688.6,95.9
34,"50",728.3,720.7,85.6,732.7,728.9,82.9,696.8,694.4,77.7,692.9,686.7,78.4,751.7,702.3,117.5,753.2,697.3,118.8,481.2,548.3,-2.2,489.3,554.2,-1.9,554.7,773.7,43.3,545,766.7,40.9,713.1,692.4,99.8,705,685.9,97.8
35,"50",724.4,718.2,87,728.9,726.3,84.2,692.1,691.1,79.5,688.4,683.4,80.3,747.6,699.8,119.4,749.1,694.8,120.9,481.2,548.3,-2.2,489.3,554.2,-1.9,554.7,773.7,43.3,545,766.7,40.9,709,689.7,101.5,700.9,683.1,99.6
36,"50",720.3,715.5,88.3,724.9,723.6,85.4,687.4,687.8,81.2,683.7,680.2,82.2,743.4,697.1,121.2,744.9,692.1,122.8,481.2,548.3,-2.2,489.3,554.2,-1.9,554.7,773.7,43.3,545,766.7,40.9,704.8,686.9,103.2,696.7,680.3,101.3
37,"50",716.1,712.6,89.2,720.7,720.7,86.3,682.6,684.3,82.8,679,676.8,83.8,739.1,694.4,122.9,740.6,689.4,124.5,481.2,548.3,-2.2,489.3,554.2,-1.9,554.7,773.7,43.3,545,766.7,40.9,700.4,684,104.7,692.3,677.4,102.9
38,"50",711.7,709.7,89.8,716.4,717.8,86.8,677.6,680.8,84.1,674.1,673.4,85.2,734.6,691.6,124.4,736,686.7,126.2,481.2,548.3,-2.2,489.3,554.2,-1.9,554.7,773.7,43.3,545,766.7,40.9,695.8,681.1,105.9,687.7,674.4,104.3
39,"50",707.3,706.8,90.2,712,714.9,87.1,672.5,677.2,85.1,669.1,669.8,86.4,730,688.8,125.7,731.4,683.9,127.7,481.2,548.3,-2.2,489.4,554.2,-1.9,554.7,773.7,43.3,545,766.7,40.9,691.2,678.2,107,683.1,671.4,105.4
40,"50",702.8,703.9,90.3,707.6,711.9,87.2,667.3,673.6,85.8,664.1,666.1,87.1,725.2,685.9,126.8,726.6,681,128.9,481.2,548.3,-2.2,489.3,554.2,-1.9,554.7,773.7,43.3,545,766.7,40.9,686.4,675.1,107.7,678.3,668.3,106.2
41,"50",698.3,701,90.3,703.1,709,87.1,662.1,670.1,86.2,659,662.6,87.6,720.2,683,127.7,721.6,678.1,129.9,481.2,548.3,-2.2,489.3,554.2,-1.9,554.7,773.7,43.3,545,766.7,40.9,681.5,672.1,108.2,673.4,665.2,106.7
42,"50",693.6,698,90,698.6,706,86.8,656.9,666.4,86.3,653.7,659.1,87.9,715.2,679.9,128.4,716.5,675,130.7,481.2,548.3,-2.2,489.3,554.2,-1.9,554.7,773.7,43.3,545,766.7,40.9,676.5,668.9,108.4,668.4,662,107
43,"50",689,695,89.8,694,703,86.5,651.5,662.7,86.2,648.4,655.5,87.9,710,676.8,128.8,711.3,672,131.3,481.2,548.3,-2.2,489.3,554.2,-1.9,554.7,773.7,43.3,545,766.7,40.9,671.4,665.8,108.4,663.4,658.8,107
44,"50",684.4,692.1,89.4,689.5,700.1,86.1,646.1,659,86,643.3,651.7,87.6,704.8,673.7,129.1,706.1,668.9,131.7,481.2,548.3,-2.2,489.3,554.2,-1.9,554.7,773.7,43.3,545,766.7,40.9,666.4,662.6,108.1,658.4,655.6,106.8
45,"50",679.8,689.2,88.8,685,697.1,85.5,640.9,655.4,85.5,638.1,648.1,87.3,699.7,670.7,129.3,701,665.8,131.9,481.2,548.3,-2.2,489.3,554.2,-1.9,554.7,773.7,43.3,545,766.7,40.9,661.4,659.5,107.8,653.4,652.5,106.5
46,"50",675.2,686.2,88.1,680.4,694.1,84.6,635.7,651.9,85,633,644.7,87,694.6,667.7,129.3,695.8,662.9,132.2,481.2,548.3,-2.2,489.3,554.2,-1.9,554.7,773.7,43.3,545,766.7,40.9,656.5,656.5,107.3,648.5,649.4,106.1
47,"50",670.6,683.1,87,675.9,691,83.6,630.6,648.5,84.4,628,641.4,86.5,689.6,664.8,129.3,690.8,659.9,132.2,481.2,548.3,-2.3,489.3,554.2,-1.9,554.7,773.7,43.3,545,766.7,40.9,651.6,653.5,106.8,643.6,646.4,105.6
48,"50",666,680.1,85.8,671.4,687.9,82.3,625.7,645.2,83.6,623.2,638.1,85.6,684.7,662,129.1,685.8,657.2,132.2,481.2,548.3,-2.3,489.3,554.2,-1.9,554.7,773.7,43.3,545,766.7,40.9,646.8,650.6,106.1,638.9,643.6,105
49,"50",661.5,677,84.3,666.9,684.8,80.7,620.9,642.1,82.6,618.3,635,84.8,679.7,659.3,128.8,680.8,654.5,132.1,481.2,548.3,-2.3,489.3,554.2,-1.9,554.7,773.7,43.3,545,766.7,40.9,642.1,647.9,105.2,634.1,640.8,104.2
50,"50",657,674,82.6,662.4,681.8,79,616.2,639,81.3,613.7,632,83.7,674.9,656.6,128.3,676,651.9,131.7,481.2,548.3,-2.3,489.3,554.2,-1.9,554.7,773.7,43.3,545,766.7,40.9,637.5,645.2,104.2,629.5,638.1,103.1
51,"50",652.6,671.2,80.9,658.2,678.9,77.2,611.6,636.1,79.8,609.1,629.3,82.4,670.1,654.1,127.6,671.1,649.3,131.2,481.2,548.3,-2.3,489.3,554.2,-1.9,554.7,773.7,43.3,545,766.7,40.9,632.9,642.6,102.9,624.9,635.5,101.9
52,"50",648.4,668.5,79.1,654,676.1,75.4,607,633.3,78.2,604.6,626.4,80.9,665.3,651.5,126.7,666.3,646.8,130.5,481.2,548.3,-2.2,489.3,554.2,-1.9,554.7,773.7,43.3,545,766.7,40.9,628.4,640.1,101.4,620.4,633,100.5
53,"50",644.3,665.9,77.2,650,673.5,73.5,602.5,630.6,76.5,600.1,623.7,79.2,660.6,649.1,125.8,661.5,644.4,129.6,481.2,548.3,-2.3,489.3,554.2,-1.9,554.7,773.7,43.3,544.9,766.7,40.9,624,637.7,99.9,616,630.6,99
54,"50",640.4,663.4,75.3,646,670.9,71.4,598.1,627.9,74.8,595.7,621.1,77.7,656,646.7,124.6,656.9,642,128.6,481.2,548.3,-2.2,489.3,554.2,-1.9,554.7,773.7,43.3,544.9,766.7,40.9,619.7,635.4,98.3,611.7,628.2,97.4
55,"50",636.6,661,73.2,642.3,668.5,69.4,593.8,625.4,73,591.5,618.6,76,651.6,644.5,123.4,652.3,639.7,127.5,481.2,548.3,-2.2,489.3,554.2,-1.9,554.7,773.7,43.3,544.9,766.7,40.9,615.5,633.3,96.5,607.5,626.1,95.7
56,"50",632.9,658.8,71.1,638.7,666.3,67.2,589.7,623.2,71.1,587.4,616.5,74.2,647.2,642.4,122.1,648,637.6,126.2,481.2,548.3,-2.2,489.3,554.2,-1.9,554.7,773.7,43.3,544.9,766.7,40.9,611.5,631.3,94.7,603.5,624.1,93.9
57,"50",629.4,656.7,68.9,635.3,664.2,65,585.8,621.1,69.1,583.5,614.5,72.4,643,640.4,120.6,643.7,635.6,124.9,481.2,548.3,-2.2,489.3,554.2,-1.9,554.7,773.7,43.3,544.9,766.7,40.9,607.7,629.4,92.8,599.7,622.2,92
