"Hz","optotrak.pulse.number","x1","y1","z1","x2","y2","z2","x3","y3","z3","x4","y4","z4","x5","y5","z5","x6","y6","z6","x7","y7","z7","x8","y8","z8","x9","y9","z9","x10","y10","z10","x11","y11","z11","x12","y12","z12"
1,"48",773.8,760.3,29.6,776.6,766.9,25,759.6,750.5,17.1,755.2,743.1,19.8,802.4,757.8,70.1,803.8,753.3,73.5,481.2,548.3,-2.3,489.4,554.2,-2,554.7,773.8,43.3,545,766.8,40.8,768.3,747.9,46.5,761.1,742.6,42.6
2,"48",773.5,760.1,30.4,776.5,766.8,26,759.4,750.2,17.4,754.9,742.7,19.9,801.6,756.3,70.5,802.9,751.8,73.8,481.2,548.3,-2.3,489.4,554.2,-2,554.7,773.8,43.3,545,766.8,40.8,767.6,746.8,46.8,760.4,741.5,42.8
3,"48",773.3,759.7,31.4,776.3,766.5,27.1,759.2,749.8,17.8,754.5,742.2,20,800.7,754.8,70.9,802,750.2,74.1,481.2,548.3,-2.3,489.4,554.2,-2,554.7,773.8,43.3,545,766.8,40.8,766.9,745.6,47,759.7,740.4,43.1
4,"48",772.9,759.3,32.4,776,766.2,28.2,758.9,749.5,18.2,754.2,741.8,20.1,799.8,753.2,71.4,801.1,748.6,74.5,481.2,548.3,-2.3,489.4,554.2,-2,554.7,773.8,43.3,545,766.8,40.8,766.1,744.5,47.3,758.9,739.3,43.3
5,"48",772.6,758.9,33.5,775.8,765.9,29.5,758.7,749.1,18.5,753.8,741.4,20.2,798.8,751.7,71.9,800.1,747,74.9,481.2,548.3,-2.3,489.4,554.2,-2,554.7,773.8,43.3,545,766.8,40.8,765.3,743.4,47.6,758.2,738.2,43.5
6,"48",772.2,758.4,34.6,775.5,765.6,30.7,758.4,748.7,18.9,753.4,741,20.4,797.9,750.3,72.5,799.1,745.5,75.4,481.2,548.3,-2.3,489.4,554.2,-1.9,554.7,773.8,43.3,545,766.8,40.8,764.5,742.3,47.9,757.4,737.1,43.8
7,"48",771.7,758,35.7,775.2,765.2,32,758.1,748.3,19.3,753,740.6,20.5,796.8,748.8,73.1,798,743.9,75.9,481.2,548.3,-2.3,489.4,554.2,-1.9,554.7,773.8,43.3,545,766.8,40.8,763.7,741.2,48.2,756.6,736.1,44
8,"48",771.2,757.5,36.9,774.7,764.8,33.3,757.8,747.9,19.6,752.6,740.1,20.7,795.6,747.1,73.7,796.8,742.3,76.4,481.2,548.3,-2.3,489.3,554.2,-1.9,554.7,773.8,43.3,544.9,766.8,40.9,762.7,740.1,48.5,755.6,735,44.3
9,"48",770.5,756.8,38.1,774.2,764.3,34.7,757.5,747.5,20.2,752.2,739.6,21,794.3,745.4,74.4,795.4,740.5,77,481.2,548.3,-2.3,489.3,554.2,-1.9,554.7,773.8,43.3,544.9,766.8,40.9,761.7,738.8,48.9,754.6,733.8,44.6
10,"48",769.7,756,39.4,773.4,763.6,36.3,756.8,747,21.3,751.4,739.1,21.9,792.9,743.6,75.2,794.1,738.6,77.7,481.2,548.3,-2.3,489.3,554.2,-1.9,554.7,773.8,43.3,544.9,766.7,40.9,760.6,737.5,49.7,753.5,732.5,45.5
