"Hz","optotrak.pulse.number","x1","y1","z1","x2","y2","z2","x3","y3","z3","x4","y4","z4","x5","y5","z5","x6","y6","z6","x7","y7","z7","x8","y8","z8","x9","y9","z9","x10","y10","z10","x11","y11","z11","x12","y12","z12"
1,"49",772,760.6,33.2,775,767.5,29.1,758.9,751.5,19.1,754.5,743.8,20.4,801.1,755.7,72,803,751.4,74.8,481.2,548.3,-2.3,489.4,554.2,-2,554.7,773.8,43.3,545,766.8,40.9,766.4,745.3,47.4,759.4,740,43.2
2,"49",772,760.5,34,775.2,767.5,29.9,758.8,751.3,19.4,754.4,743.5,20.6,800.7,754.7,72.2,802.6,750.4,75,481.2,548.3,-2.3,489.4,554.2,-2,554.7,773.8,43.3,545,766.8,40.9,766.1,744.6,47.6,759,739.4,43.4
3,"49",772.1,760.3,34.8,775.2,767.5,30.9,758.7,751.1,19.8,754.3,743.3,20.7,800.3,753.6,72.5,802.1,749.3,75.2,481.2,548.3,-2.3,489.4,554.2,-2,554.7,773.8,43.3,545,766.8,40.9,765.8,743.9,47.7,758.7,738.7,43.6
4,"49",772.1,760.1,35.6,775.3,767.4,31.9,758.7,750.9,20.2,754.1,743.1,20.9,799.9,752.6,72.7,801.6,748.1,75.3,481.2,548.3,-2.3,489.4,554.2,-2,554.7,773.8,43.3,545,766.8,40.9,765.5,743.3,48,758.4,738.1,43.8
5,"49",772.1,759.9,36.5,775.4,767.2,32.9,758.6,750.6,20.7,753.9,742.8,21.3,799.4,751.5,73,801.2,747,75.4,481.2,548.3,-2.3,489.4,554.2,-2,554.7,773.8,43.3,545,766.8,40.9,765.2,742.6,48.3,758,737.4,44
6,"49",772.1,759.7,37.3,775.4,767.1,34,758.3,750.4,21.7,753.5,742.5,22.1,799,750.4,73.4,800.7,745.9,75.8,481.2,548.3,-2.3,489.4,554.2,-2,554.7,773.8,43.3,545,766.8,40.9,764.8,741.8,48.9,757.6,736.6,44.7
7,"49",772.1,759.3,38.3,775.4,766.8,35.1,757.6,749.7,23.1,752.9,741.8,23.3,798.7,749.4,74,800.3,744.8,76.2,481.2,548.3,-2.3,489.4,554.2,-2,554.7,773.8,43.3,545,766.8,40.9,764.2,740.9,49.9,757,735.7,45.7
8,"49",771.9,758.9,39.4,775.3,766.4,36.3,756.8,748.7,24.4,752.1,740.9,24.6,798.2,748.3,74.7,799.9,743.6,76.7,481.2,548.3,-2.3,489.4,554.2,-2,554.7,773.8,43.3,545,766.8,40.9,763.6,739.8,50.9,756.3,734.6,46.8
9,"49",771.7,758.4,40.7,775.2,766,37.7,756,747.7,25.7,751.2,739.8,25.9,797.7,747.1,75.4,799.5,742.3,77.2,481.2,548.3,-2.3,489.4,554.2,-1.9,554.7,773.8,43.3,545,766.8,40.9,762.9,738.6,51.9,755.6,733.4,47.9
10,"49",771.5,757.9,41.9,775.1,765.6,39.1,755.2,746.6,27.1,750.4,738.8,27.1,797.1,745.8,76.1,798.9,740.9,77.7,481.2,548.3,-2.3,489.4,554.2,-2,554.7,773.8,43.3,545,766.8,40.9,762.2,737.4,53,754.9,732.2,49.1
11,"49",771.3,757.4,43.1,774.9,765.1,40.4,754.2,745.5,28.5,749.4,737.8,28.4,796.5,744.4,76.8,798.2,739.6,78.3,481.2,548.3,-2.3,489.3,554.2,-2,554.7,773.8,43.3,545,766.8,40.9,761.4,736.2,54.1,754.1,731,50.2
12,"49",771,756.8,44.4,774.6,764.6,41.9,753.2,744.3,29.9,748.4,736.5,29.8,795.8,743,77.6,797.5,738.1,79,481.2,548.3,-2.3,489.3,554.2,-2,554.7,773.8,43.3,545,766.8,40.9,760.5,734.9,55.2,753.2,729.6,51.3
13,"49",770.6,756.2,45.8,774.3,764,43.5,752,742.9,31.5,747.2,735.1,31.2,795,741.5,78.4,796.7,736.6,79.7,481.2,548.3,-2.3,489.3,554.2,-1.9,554.7,773.8,43.3,545,766.8,40.9,759.6,733.5,56.4,752.2,728.2,52.6
14,"49",770.2,755.5,47.5,774,763.4,45.3,750.7,741.3,33.2,745.9,733.6,32.9,794.2,739.9,79.3,795.9,735.1,80.4,481.2,548.3,-2.3,489.3,554.2,-1.9,554.7,773.8,43.3,545,766.7,40.9,758.6,732,57.7,751.2,726.6,54
15,"49",769.7,754.8,49.3,773.6,762.8,47.3,749.2,739.7,35,744.5,732,34.5,793.4,738.5,80.3,795.2,733.7,81.3,481.2,548.3,-2.3,489.3,554.2,-1.9,554.7,773.8,43.3,545,766.7,40.9,757.6,730.4,59.1,750.1,725.1,55.4
16,"49",769.2,754,51.2,773.1,762.1,49.3,747.8,738,36.7,743.1,730.3,36.2,792.6,737.1,81.4,794.4,732.3,82.3,481.2,548.3,-2.3,489.3,554.2,-1.9,554.7,773.8,43.3,545,766.7,40.9,756.6,729,60.6,749.1,723.5,57
17,"49",768.6,753.2,52.8,772.5,761.3,51.1,746.3,736.4,38.5,741.6,728.7,38.1,791.9,736,82.7,793.6,731,83.3,481.2,548.3,-2.2,489.3,554.2,-1.9,554.7,773.8,43.3,545,766.7,40.9,755.5,727.6,62.1,748,722.1,58.6
18,"49",768,752.4,54.3,771.9,760.7,52.6,744.8,734.7,40.2,740.2,727,39.8,791.1,735,84,792.9,730,84.5,481.2,548.3,-2.2,489.3,554.2,-1.9,554.7,773.8,43.3,545,766.7,40.9,754.5,726.3,63.7,746.9,720.7,60.2
19,"49",767.3,751.8,55.5,771.2,760.1,53.8,743.2,733.1,41.9,738.7,725.4,41.5,790.3,734.1,85.4,792.1,729.1,85.9,481.2,548.3,-2.2,489.3,554.2,-1.9,554.7,773.8,43.3,545,766.7,40.9,753.4,725.2,65.3,745.8,719.5,61.9
20,"49",766.5,751.2,56.7,770.5,759.5,55,741.7,731.6,43.7,737.2,723.9,43.4,789.5,733.3,86.9,791.3,728.4,87.6,481.2,548.3,-2.2,489.3,554.2,-1.9,554.7,773.8,43.3,545,766.7,40.9,752.4,724.1,67,744.7,718.3,63.7
21,"49",765.6,750.5,58,769.7,758.8,56.3,740.2,730.2,45.6,735.7,722.5,45.3,788.6,732.5,88.6,790.3,727.6,89.4,481.2,548.3,-2.2,489.3,554.2,-1.9,554.7,773.8,43.4,545,766.7,40.9,751.2,723.1,68.8,743.5,717.2,65.6
22,"49",764.5,749.8,59.5,768.6,758.1,57.7,738.5,728.6,47.6,734,721,47.6,787.5,731.6,90.5,789.2,726.8,91.4,481.2,548.3,-2.2,489.3,554.2,-1.9,554.7,773.8,43.4,545,766.7,40.9,750,721.9,70.8,742.2,716,67.7
23,"49",763.3,748.9,61.2,767.5,757.2,59.3,736.5,726.9,49.9,732.2,719.2,49.7,786.2,730.5,92.5,788,725.8,93.4,481.2,548.3,-2.2,489.3,554.2,-1.9,554.7,773.7,43.4,545,766.7,40.9,748.5,720.6,73,740.7,714.6,70
24,"49",761.9,747.9,63.1,766.2,756.2,61.1,734.3,725,52.4,730,717.3,52.3,784.8,729.3,94.6,786.7,724.4,95.3,481.2,548.3,-2.2,489.3,554.2,-1.9,554.7,773.8,43.4,545,766.7,40.9,746.8,719.2,75.3,739,713.1,72.4
25,"49",760.4,746.9,65.1,764.7,755.2,63.1,731.9,722.9,55.1,727.7,715.2,55,783.2,727.9,96.8,785.1,723,97.5,481.2,548.3,-2.2,489.3,554.2,-1.9,554.7,773.8,43.4,545,766.7,40.9,744.9,717.6,77.8,737.1,711.4,75
26,"49",758.8,745.8,67.3,763.1,754,65.2,729.2,720.6,57.9,725.1,712.8,57.8,781.4,726.5,99.1,783.2,721.7,100,481.2,548.3,-2.2,489.3,554.2,-1.9,554.7,773.7,43.4,545,766.7,40.9,742.9,715.8,80.4,735,709.6,77.7
27,"49",757,744.5,69.6,761.3,752.7,67.5,726.3,718.2,60.9,722.2,710.5,61,779.4,724.9,101.5,781.2,720.1,102.4,481.2,548.3,-2.2,489.3,554.2,-1.9,554.7,773.7,43.4,545,766.7,40.9,740.6,714,83.1,732.7,707.6,80.6
28,"49",755,743,72,759.4,751.3,69.9,723.3,715.7,64,719.4,708.1,64.1,777.3,723.2,103.9,779.2,718.4,104.8,481.2,548.3,-2.2,489.3,554.2,-1.9,554.7,773.7,43.4,545,766.7,40.9,738.3,712.1,85.9,730.3,705.7,83.5
29,"49",752.8,741.5,74.5,757.3,749.8,72.3,720.2,713.3,67.2,716.3,705.6,67.4,775.1,721.4,106.5,776.9,716.6,107.4,481.2,548.3,-2.3,489.3,554.2,-1.9,554.7,773.7,43.4,544.9,766.7,40.9,735.8,710.2,88.8,727.9,703.7,86.5
30,"49",750.6,740,76.9,755.1,748.3,74.7,717,710.8,70.4,713.3,703.1,70.5,772.7,719.7,109.1,774.5,714.8,110,481.2,548.3,-2.2,489.3,554.2,-1.9,554.7,773.7,43.4,544.9,766.7,40.9,733.2,708.2,91.7,725.2,701.6,89.6
31,"49",748.2,738.3,79,752.7,746.7,76.7,713.7,708.1,73.4,710.1,700.4,73.6,770.2,717.9,111.7,771.9,713.1,112.8,481.2,548.3,-2.3,489.3,554.2,-1.9,554.7,773.7,43.4,544.9,766.7,40.9,730.4,706.2,94.7,722.4,699.5,92.6
32,"49",745.6,736.7,81.2,750.2,745,78.8,710.2,705.5,76.4,706.6,697.9,76.7,767.5,716.2,114.3,769.2,711.3,115.4,481.2,548.3,-2.3,489.3,554.2,-1.9,554.7,773.7,43.4,544.9,766.7,40.9,727.5,704.1,97.4,719.4,697.4,95.5
33,"49",742.9,735,83.2,747.6,743.3,80.7,706.7,703,79.3,703.3,695.2,79.6,764.6,714.4,116.9,766.4,709.6,118,481.2,548.3,-2.3,489.3,554.2,-1.9,554.7,773.7,43.4,544.9,766.7,40.9,724.4,702.2,100.1,716.4,695.4,98.4
34,"49",740.1,733.3,85.1,744.8,741.5,82.5,703,700.5,82,699.6,693,82.6,761.6,712.6,119.4,763.3,707.7,120.5,481.2,548.3,-2.3,489.3,554.2,-1.9,554.7,773.7,43.4,544.9,766.7,40.9,721.3,700.2,102.8,713.2,693.4,101.1
35,"49",737.1,731.7,87,742,739.8,84.3,699.2,697.9,84.7,695.9,690.4,85.3,758.4,710.9,122,760.1,706,123.2,481.2,548.3,-2.2,489.3,554.2,-1.9,554.7,773.7,43.4,544.9,766.7,40.9,717.9,698.2,105.3,709.9,691.4,103.8
36,"49",734.1,730,88.6,739,738.1,85.8,695.2,695.3,87.3,691.9,687.8,88.1,755,709,124.3,756.7,704.1,125.7,481.2,548.3,-2.3,489.3,554.2,-1.9,554.7,773.7,43.4,544.9,766.7,40.9,714.4,696.2,107.8,706.4,689.3,106.3
37,"49",730.9,728.2,90.2,735.9,736.3,87.3,691,692.5,89.7,687.8,685.1,90.8,751.4,707,126.6,753.1,702.1,128,481.2,548.3,-2.3,489.3,554.2,-1.9,554.7,773.7,43.4,544.9,766.7,40.9,710.7,694,110.1,702.6,687.1,108.8
38,"49",727.6,726.4,91.8,732.7,734.5,88.8,686.6,689.7,92.1,683.5,682.3,93.1,747.7,704.9,128.8,749.3,700,130.3,481.2,548.3,-2.2,489.3,554.1,-1.9,554.7,773.7,43.4,544.9,766.7,40.9,706.8,691.8,112.3,698.7,684.7,111.1
39,"49",724.2,724.7,93.3,729.4,732.7,90.2,682.1,686.8,94.4,679.1,679.4,95.5,743.7,702.8,130.9,745.3,697.8,132.5,481.2,548.3,-2.3,489.3,554.1,-1.9,554.7,773.7,43.4,544.9,766.7,40.9,702.8,689.5,114.5,694.7,682.4,113.3
40,"49",720.8,722.7,94.6,726,730.7,91.4,677.5,683.9,96.5,674.6,676.6,97.7,739.7,700.5,132.9,741.2,695.5,134.6,481.2,548.3,-2.3,489.3,554.1,-1.9,554.7,773.7,43.4,544.9,766.7,40.9,698.6,687.1,116.4,690.5,680,115.4
41,"49",717.1,720.6,95.7,722.5,728.7,92.5,672.9,680.9,98.5,670.1,673.6,99.8,735.4,698.1,134.8,736.9,693.2,136.6,481.2,548.3,-2.3,489.3,554.1,-1.9,554.7,773.7,43.4,544.9,766.7,40.9,694.3,684.6,118.3,686.3,677.4,117.4
42,"49",713.4,718.4,96.7,718.8,726.4,93.5,668.1,677.9,100.4,665.4,670.6,101.8,731.1,695.6,136.5,732.5,690.7,138.4,481.2,548.3,-2.2,489.3,554.1,-1.9,554.7,773.7,43.4,544.9,766.7,40.9,689.9,682,120.1,681.8,674.8,119.2
43,"49",709.4,716.1,97.5,715,724.1,94.2,663.3,674.8,102,660.6,667.5,103.5,726.6,693.1,138.1,728,688.1,140.2,481.2,548.3,-2.3,489.3,554.1,-1.9,554.7,773.7,43.4,544.9,766.7,40.9,685.3,679.3,121.7,677.3,672.1,120.8
44,"49",705.5,713.7,98.1,711.1,721.6,94.8,658.4,671.7,103.5,655.8,664.5,105,722.1,690.5,139.6,723.4,685.5,141.7,481.2,548.3,-2.3,489.3,554.1,-1.9,554.7,773.7,43.4,544.9,766.7,40.9,680.7,676.6,123.1,672.7,669.4,122.3
45,"49",701.4,711.2,98.6,707.2,719.2,95.2,653.4,668.6,104.7,651,661.3,106.2,717.4,687.9,140.9,718.7,682.9,143.1,481.2,548.3,-2.3,489.3,554.1,-1.9,554.7,773.7,43.4,544.9,766.7,40.9,676.1,674,124.3,668,666.7,123.6
46,"49",697.4,708.8,98.9,703.2,716.7,95.4,648.5,665.5,105.8,646,658.3,107.5,712.7,685.2,142.1,713.9,680.2,144.4,481.2,548.3,-2.2,489.3,554.1,-1.9,554.7,773.7,43.4,544.9,766.7,40.9,671.4,671.2,125.3,663.3,664,124.6
47,"49",693.2,706.2,99,699.1,714.1,95.5,643.5,662.3,106.7,641.1,655.2,108.5,708,682.5,143,709.1,677.5,145.5,481.2,548.3,-2.3,489.3,554.1,-1.9,554.7,773.7,43.4,544.9,766.7,40.9,666.6,668.5,126.1,658.6,661.2,125.6
48,"49",689,703.5,99,695,711.3,95.6,638.5,659.3,107.5,636.2,652.1,109.3,703.2,679.8,143.9,704.3,674.8,146.4,481.2,548.3,-2.3,489.3,554.1,-2,554.7,773.7,43.4,544.9,766.7,40.9,661.9,665.8,126.8,653.9,658.5,126.3
49,"49",684.6,700.7,99,690.6,708.5,95.5,633.5,656.2,108.1,631.3,649.1,110,698.4,677,144.6,699.4,672,147.3,481.2,548.3,-2.3,489.3,554.1,-2,554.7,773.7,43.4,545,766.7,40.9,657.1,663,127.3,649.1,655.7,127
