"Hz","optotrak.pulse.number","x1","y1","z1","x2","y2","z2","x3","y3","z3","x4","y4","z4","x5","y5","z5","x6","y6","z6","x7","y7","z7","x8","y8","z8","x9","y9","z9","x10","y10","z10","x11","y11","z11","x12","y12","z12"
1,"8",777.9,764.3,28.9,780.5,770.2,23.3,757.8,749.2,18.1,753.6,742,19.7,805.8,763.5,71.3,806.7,758.9,75.4,480.9,547.6,-2.2,489,553.5,-1.9,555.7,774.4,42.7,546,767.4,40.4,770.5,752.3,44.3,762.8,745.1,43.3
2,"8",778.2,764.9,29.8,780.9,770.8,24.2,758,749.6,18.5,753.6,742.4,20.1,805.6,763.2,71.9,806.4,758.5,76.1,480.9,547.6,-2.2,489,553.5,-1.9,555.7,774.4,42.7,546,767.4,40.4,770.4,752.3,44.9,762.7,745.1,43.9
3,"8",778.4,765.3,30.7,781.2,771.3,25.3,758.4,750.5,19.6,753.7,743.2,21,805.4,762.7,72.7,806.2,758,76.8,480.9,547.6,-2.2,489,553.5,-1.9,555.7,774.4,42.7,546,767.4,40.4,770.4,752.3,45.9,762.6,745.2,44.9
4,"8",778.5,765.5,31.9,781.4,771.6,26.5,758.4,751.2,21.6,753.6,743.9,22.7,805.3,762.2,73.8,806,757.4,77.8,480.9,547.6,-2.2,489,553.5,-1.9,555.7,774.4,42.7,545.9,767.4,40.4,770.3,752.2,47.5,762.4,745.1,46.5
5,"8",778.6,765.5,33.5,781.5,771.7,28.2,758.2,751.2,23.5,753.3,743.9,24.5,805.1,761.5,75.1,805.8,756.6,79,480.9,547.6,-2.2,489,553.5,-1.9,555.7,774.4,42.7,545.9,767.4,40.4,770,751.8,49.1,762.1,744.7,48.2
6,"8",778.5,765.3,35.4,781.5,771.6,30.2,757.8,750.9,25.4,752.9,743.6,26.2,804.8,760.7,76.5,805.4,755.7,80.2,480.9,547.6,-2.2,489,553.5,-1.9,555.7,774.4,42.7,545.9,767.4,40.4,769.6,751.2,50.8,761.7,744.1,49.9
7,"8",778.3,765,37.3,781.3,771.4,32.2,757.3,750.4,27.4,752.4,743,28.2,804.4,759.8,78,805.1,754.8,81.7,480.9,547.6,-2.2,489,553.5,-1.9,555.7,774.4,42.7,545.9,767.4,40.4,769.2,750.4,52.7,761.2,743.4,51.8
8,"8",778,764.4,39.4,781,770.9,34.3,756.7,749.7,29.6,751.8,742.3,30.3,804.1,758.9,79.7,804.8,754,83.3,480.9,547.6,-2.2,489,553.5,-1.9,555.7,774.4,42.7,545.9,767.4,40.4,768.7,749.6,54.7,760.7,742.5,53.8
9,"8",777.6,763.8,41.5,780.5,770.3,36.5,756,748.8,32,751.1,741.5,32.6,803.7,758.1,81.5,804.5,753.1,85.1,480.9,547.6,-2.2,489,553.5,-1.9,555.7,774.4,42.7,545.9,767.4,40.4,768.1,748.7,56.9,760.2,741.6,56
10,"8",777.1,763.1,43.7,780.1,769.6,38.8,755.2,747.9,34.5,750.3,740.6,35.2,803.4,757.3,83.4,804.1,752.3,87,480.9,547.6,-2.2,489,553.5,-1.9,555.7,774.4,42.7,545.9,767.4,40.4,767.6,747.8,59.2,759.6,740.7,58.4
11,"8",776.7,762.4,46.1,779.6,769,41.1,754.4,747,37.1,749.5,739.7,37.8,803,756.4,85.5,803.7,751.4,88.9,480.9,547.6,-2.2,489,553.5,-1.9,555.7,774.4,42.7,545.9,767.4,40.4,766.9,746.9,61.7,759,739.7,60.9
12,"8",776.1,761.8,48.5,779.1,768.3,43.6,753.5,746,39.8,748.7,738.7,40.4,802.5,755.5,87.6,803.2,750.5,91,480.9,547.6,-2.2,489,553.5,-1.9,555.7,774.4,42.7,545.9,767.4,40.4,766.2,745.9,64.2,758.2,738.7,63.4
13,"8",775.5,761.1,51,778.5,767.7,46.1,752.5,745,42.5,747.7,737.6,43.1,801.8,754.6,89.7,802.6,749.5,93.1,480.9,547.6,-2.2,489,553.5,-1.9,555.7,774.4,42.7,545.9,767.4,40.4,765.4,744.9,66.7,757.4,737.7,66
14,"8",774.9,760.4,53.5,777.9,767,48.6,751.4,743.9,45.3,746.5,736.6,45.9,801,753.5,92,801.8,748.5,95.2,480.9,547.6,-2.2,489,553.5,-1.9,555.7,774.4,42.7,545.9,767.4,40.4,764.4,743.9,69.3,756.5,736.7,68.6
15,"8",774.1,759.7,56,777.1,766.3,51.2,750.1,742.7,48.1,745.2,735.4,48.6,800.1,752.3,94.2,800.9,747.3,97.4,480.9,547.6,-2.2,489,553.5,-1.9,555.7,774.4,42.7,545.9,767.4,40.4,763.4,742.7,71.9,755.4,735.5,71.3
16,"8",773.2,758.8,58.6,776.3,765.6,53.9,748.7,741.5,50.9,743.9,734.1,51.4,799.1,751.1,96.5,799.9,746,99.7,480.9,547.6,-2.2,489,553.5,-1.9,555.7,774.4,42.7,545.9,767.4,40.4,762.2,741.5,74.5,754.2,734.3,73.9
