"Hz","optotrak.pulse.number","x1","y1","z1","x2","y2","z2","x3","y3","z3","x4","y4","z4","x5","y5","z5","x6","y6","z6","x7","y7","z7","x8","y8","z8","x9","y9","z9","x10","y10","z10","x11","y11","z11","x12","y12","z12"
1,"23",773.9,761.9,30.7,776.6,768.2,25.8,756.9,748.8,18.9,753.4,741.2,19.9,800.9,755.7,73.8,802.3,751.1,76.8,481.4,548.3,-2.3,489.5,554.2,-2,555.1,774.1,43,545.4,767.1,40.7,768,746.7,45.5,760.8,740.8,41.6
2,"23",773.5,761.4,32.1,776.3,767.9,27.4,756.6,748.4,19.4,753.1,740.8,20,799.9,753.9,74.3,801.3,749.2,77.2,481.4,548.3,-2.3,489.5,554.2,-2,555.1,774.1,43,545.4,767.1,40.7,767.3,745.6,45.9,760.1,739.8,42
3,"23",773.1,760.8,33.6,776,767.4,29,756.5,748,20,752.9,740.3,20.3,798.8,752.1,74.9,800.2,747.2,77.7,481.4,548.3,-2.3,489.5,554.2,-2,555.1,774.1,43,545.4,767.1,40.7,766.6,744.4,46.4,759.4,738.7,42.5
4,"23",772.6,760.2,35.2,775.6,767,30.8,756.3,747.7,20.6,752.6,739.9,20.7,797.7,750.3,75.7,799.1,745.4,78.2,481.4,548.3,-2.3,489.5,554.2,-2,555.1,774.1,43.1,545.4,767.1,40.7,765.9,743.4,47.1,758.7,737.7,43.1
5,"23",772,759.7,37,775.2,766.6,32.8,755.9,747.3,22,752,739.5,21.9,796.7,748.6,76.6,798,743.7,79,481.4,548.3,-2.3,489.5,554.2,-2,555.1,774.1,43.1,545.4,767.1,40.7,765,742.2,48.3,757.9,736.6,44.2
6,"23",771.6,759.3,39,774.8,766.3,34.9,754.7,746.4,23.9,750.9,738.6,23.8,795.9,747.3,77.7,797.2,742.3,80,481.4,548.3,-2.3,489.5,554.2,-2,555.1,774.1,43,545.3,767.1,40.7,764,741,49.9,756.8,735.4,45.8
7,"23",771.1,758.8,41,774.3,765.9,37,753.5,745.3,25.8,749.6,737.6,25.7,795.2,746.2,79,796.5,741.2,81.1,481.4,548.3,-2.3,489.5,554.2,-2,555.1,774.1,43,545.3,767.1,40.7,762.9,739.9,51.6,755.8,734.2,47.5
8,"23",770.5,758.4,42.8,773.7,765.5,38.9,752.5,744.4,27.6,748.5,736.6,27.3,794.5,745.3,80.4,795.8,740.3,82.4,481.3,548.3,-2.3,489.5,554.2,-2,555.1,774.1,43.1,545.3,767.1,40.7,762,738.8,53.2,754.7,733.2,49.3
9,"23",769.9,757.9,44.5,773.2,765,40.7,751.4,743.6,29.5,747.5,735.7,29,793.8,744.6,81.8,795.1,739.5,83.8,481.3,548.3,-2.3,489.5,554.2,-2,555.1,774.1,43.1,545.3,767.1,40.7,761,738,55,753.7,732.3,51.1
10,"23",769.2,757.4,46.2,772.5,764.6,42.4,750.1,742.6,31.4,746,735,31.2,793.1,743.8,83.2,794.4,738.6,85,481.3,548.3,-2.3,489.5,554.2,-2,555.1,774.1,43.1,545.3,767.1,40.7,759.9,737,56.7,752.6,731.2,52.9
11,"23",768.5,756.9,47.8,771.8,764.1,44.1,748.7,741.5,33.2,744.7,733.7,32.9,792.2,742.9,84.5,793.5,737.8,86.3,481.3,548.3,-2.3,489.5,554.2,-2,555.1,774.1,43.1,545.3,767.1,40.7,758.7,736,58.4,751.4,730.1,54.6
12,"23",767.7,756.2,49.3,771,763.5,45.8,747.2,740.3,35,743.2,732.5,34.5,791.2,741.9,85.8,792.5,736.9,87.7,481.3,548.3,-2.3,489.5,554.2,-2,555.1,774.1,43.1,545.3,767.1,40.7,757.5,734.8,60,750,728.9,56.2
