"Hz","optotrak.pulse.number","x1","y1","z1","x2","y2","z2","x3","y3","z3","x4","y4","z4","x5","y5","z5","x6","y6","z6","x7","y7","z7","x8","y8","z8","x9","y9","z9","x10","y10","z10","x11","y11","z11","x12","y12","z12"
1,"22",778.6,763.1,28.9,781.6,769.5,24,760.7,750.4,18.1,756.6,742.9,20.1,807.2,761,71.4,808.6,756.5,75,481.4,548.4,-2.3,489.5,554.3,-2,555.3,774.1,43.2,545.6,767.1,40.8,772.6,750.4,45.6,765,744.2,42.5
2,"22",778.3,762.9,30.1,781.4,769.5,25.3,760.5,750.1,18.5,756.3,742.5,20.3,806.3,759.6,72.3,807.6,755.1,75.8,481.4,548.4,-2.3,489.5,554.3,-2,555.3,774.1,43.2,545.6,767.1,40.8,771.9,749.5,46,764.4,743.3,42.9
3,"22",778,762.7,31.4,781.2,769.4,26.8,760.2,749.8,18.9,756,742.1,20.4,805.2,758.1,73.2,806.5,753.5,76.6,481.4,548.4,-2.3,489.5,554.3,-2,555.3,774.1,43.2,545.5,767.1,40.8,771.2,748.6,46.6,763.7,742.4,43.4
4,"22",777.6,762.3,32.9,780.9,769.2,28.4,759.9,749.4,19.4,755.6,741.7,20.8,804.1,756.6,74.2,805.3,751.8,77.5,481.4,548.4,-2.3,489.5,554.3,-2,555.3,774.1,43.2,545.5,767,40.8,770.4,747.6,47.2,762.9,741.4,43.9
5,"22",777.1,761.9,34.5,780.5,768.9,30.2,759.6,749,20.2,755.2,741.3,21.3,802.9,754.9,75.3,804,750.1,78.5,481.4,548.4,-2.3,489.5,554.3,-2,555.3,774.1,43.2,545.5,767,40.8,769.6,746.5,48,762.1,740.4,44.6
6,"22",776.4,761.3,36.3,779.9,768.4,32.1,759,749,22.3,754.5,741.2,23.2,801.8,753.2,76.5,802.9,748.4,79.6,481.4,548.3,-2.3,489.5,554.2,-2,555.3,774,43.2,545.5,767,40.8,768.7,745.4,49.6,761.3,739.4,46.1
7,"22",775.7,760.5,38.2,779.2,767.6,34.1,757.9,748.1,24.7,753.4,740.3,25.4,800.9,751.7,78.1,801.9,746.8,81,481.4,548.3,-2.3,489.5,554.2,-2,555.3,774,43.2,545.5,767,40.8,767.7,744.1,51.6,760.2,738.1,48.2
8,"22",774.8,759.4,40.2,778.3,766.6,36.2,756.4,746.4,26.8,751.8,738.7,27.5,799.8,749.9,79.6,800.9,745,82.4,481.4,548.3,-2.3,489.5,554.2,-2,555.3,774,43.2,545.5,767,40.8,766.2,742.3,53.5,758.7,736.3,50.1
9,"22",773.8,758.2,42.1,777.3,765.4,38.3,754.7,744.6,28.8,750.2,736.8,29.3,798.5,748.2,81,799.7,743.3,83.7,481.4,548.3,-2.3,489.5,554.2,-2,555.3,774,43.2,545.5,767,40.8,764.7,740.4,55.3,757.2,734.3,51.9
10,"22",772.7,757,44,776.3,764.3,40.3,753.2,742.9,30.6,748.7,735.1,31.1,797.3,746.6,82.6,798.5,741.6,85.1,481.4,548.3,-2.3,489.5,554.2,-2,555.2,774,43.2,545.5,767,40.8,763.2,738.6,57,755.7,732.5,53.6
11,"22",771.6,755.8,45.8,775.3,763.2,42.1,751.7,741.2,32.4,747.3,733.4,32.7,796.1,745.1,84,797.3,740.2,86.5,481.4,548.3,-2.3,489.5,554.2,-2,555.2,774,43.2,545.5,767,40.8,761.8,736.9,58.6,754.3,730.8,55.3
