"Hz","optotrak.pulse.number","x1","y1","z1","x2","y2","z2","x3","y3","z3","x4","y4","z4","x5","y5","z5","x6","y6","z6","x7","y7","z7","x8","y8","z8","x9","y9","z9","x10","y10","z10","x11","y11","z11","x12","y12","z12"
1,"1",764.1,749.4,27.1,766.4,755.1,21.4,754.4,743.2,21.6,748.4,736.8,17.7,780.6,731.4,67.6,780.5,725.3,69.4,480.8,547.6,-2.3,488.9,553.5,-1.9,529.8,753.3,41.9,520.9,744.5,39,749.8,728.6,43.4,742.2,722.6,40.3
2,"1",764,749.2,27.1,766.3,754.9,21.4,754.4,742.9,21.6,748.3,736.6,17.7,780.4,731,67.6,780.3,724.9,69.4,480.7,547.6,-2.2,488.9,553.5,-1.9,529.8,753.3,42,520.9,744.5,39.1,749.6,728.3,43.4,742.1,722.3,40.3
3,"1",764,749.1,27.1,766.3,754.8,21.4,754.3,742.8,21.6,748.3,736.5,17.6,780.2,730.7,67.5,780.1,724.5,69.3,480.7,547.6,-2.2,488.9,553.5,-1.8,529.8,753.3,42,520.9,744.4,39.1,749.5,728.1,43.3,742,722.1,40.2
4,"1",764,749.1,27,766.3,754.8,21.4,754.3,742.7,21.5,748.3,736.5,17.5,780.1,730.5,67.5,780,724.3,69.3,480.7,547.5,-2.2,488.9,553.5,-1.8,529.8,753.3,42,520.9,744.4,39.1,749.4,727.9,43.2,741.9,722,40.1
5,"1",764,749.1,27,766.3,754.8,21.3,754.3,742.8,21.4,748.3,736.5,17.4,780,730.5,67.5,779.9,724.3,69.2,480.7,547.5,-2.2,488.9,553.5,-1.8,529.8,753.3,42,520.9,744.4,39.1,749.4,727.9,43.1,741.9,722,39.9
6,"1",764,749.1,26.9,766.3,754.8,21.2,754.3,742.8,21.3,748.3,736.5,17.3,779.9,730.5,67.4,779.8,724.3,69.2,480.7,547.5,-2.2,488.9,553.5,-1.8,529.8,753.3,42,520.9,744.4,39.1,749.4,727.9,43,741.8,722,39.8
7,"1",764,749.2,26.7,766.3,754.9,21.1,754.3,742.8,21.2,748.3,736.6,17.1,779.9,730.5,67.3,779.7,724.3,69.1,480.7,547.5,-2.2,488.9,553.5,-1.8,529.8,753.3,42,520.9,744.4,39.1,749.3,728,42.8,741.8,722,39.6
8,"1",764,749.2,26.6,766.3,754.9,21,754.3,742.9,21,748.3,736.6,16.9,779.8,730.5,67.2,779.6,724.3,69.1,480.7,547.5,-2.2,488.9,553.5,-1.8,529.8,753.3,42,520.9,744.4,39.1,749.3,728,42.7,741.8,722.1,39.5
9,"1",763.9,749.3,26.4,766.3,755,20.8,754.3,742.9,20.8,748.4,736.6,16.8,779.7,730.5,67.1,779.5,724.3,69,480.7,547.5,-2.2,488.9,553.5,-1.8,529.8,753.3,42,520.9,744.5,39.1,749.2,728,42.5,741.7,722.1,39.3
10,"1",763.9,749.3,26.2,766.3,755,20.6,754.3,742.9,20.6,748.4,736.6,16.6,779.7,730.5,67,779.5,724.3,68.9,480.7,547.5,-2.2,488.9,553.5,-1.8,529.8,753.3,42,520.9,744.5,39.1,749.2,728,42.3,741.7,722.1,39.1
