"Hz","optotrak.pulse.number","x1","y1","z1","x2","y2","z2","x3","y3","z3","x4","y4","z4","x5","y5","z5","x6","y6","z6","x7","y7","z7","x8","y8","z8","x9","y9","z9","x10","y10","z10","x11","y11","z11","x12","y12","z12"
1,"68",122,331.8,16.9,120.1,327.4,23.7,148.4,345.4,14.6,140.6,341.6,17,79.8,286.4,66.3,82.6,285.1,71,404.8,521.3,-1.4,412.8,527.4,-1.4,344.6,647.4,42.9,334.8,641.2,40.8,136.1,335.9,39.6,130,332.4,34.5
2,"68",122,331.8,16.9,120.1,327.4,23.7,148.4,345.4,14.6,140.6,341.6,17,79.8,286.3,66.3,82.7,285.1,71,404.8,521.3,-1.4,412.8,527.4,-1.4,344.6,647.4,42.9,334.8,641.2,40.8,136.1,335.9,39.6,130,332.4,34.5
3,"68",122,331.8,16.9,120.1,327.4,23.7,148.4,345.4,14.6,140.6,341.6,17,79.8,286.3,66.3,82.7,285,71,404.8,521.3,-1.4,412.8,527.4,-1.4,344.6,647.4,42.9,334.8,641.2,40.8,136.1,335.9,39.6,130,332.4,34.5
4,"68",122,331.7,16.9,120.1,327.4,23.7,148.4,345.4,14.6,140.6,341.6,17,79.8,286.3,66.3,82.7,285,71,404.8,521.3,-1.4,412.8,527.4,-1.4,344.6,647.4,42.9,334.8,641.2,40.8,136.1,335.9,39.6,130,332.4,34.5
5,"68",122,331.7,16.9,120.1,327.4,23.7,148.4,345.4,14.6,140.6,341.6,17,79.8,286.3,66.3,82.7,285,71,404.8,521.3,-1.4,412.8,527.4,-1.4,344.6,647.4,42.9,334.8,641.2,40.8,136.1,335.9,39.6,130,332.4,34.5
6,"68",122,331.7,16.9,120.1,327.4,23.7,148.4,345.4,14.6,140.6,341.6,17,79.8,286.3,66.3,82.7,285,71,404.8,521.3,-1.4,412.8,527.4,-1.4,344.6,647.4,42.9,334.8,641.2,40.8,136.1,335.9,39.6,130,332.4,34.5
7,"68",122,331.7,16.9,120.1,327.4,23.7,148.4,345.4,14.6,140.6,341.6,17,79.8,286.3,66.3,82.7,285,71,404.8,521.3,-1.4,412.8,527.4,-1.4,344.6,647.4,42.9,334.8,641.2,40.8,136.1,335.9,39.6,130,332.4,34.5
8,"68",122,331.7,16.9,120.1,327.4,23.7,148.4,345.4,14.6,140.6,341.6,17,79.8,286.3,66.3,82.7,285.1,71,404.8,521.3,-1.5,412.8,527.4,-1.4,344.6,647.4,42.9,334.8,641.2,40.8,136.1,335.9,39.6,130,332.4,34.5
9,"68",122,331.7,16.9,120.1,327.4,23.7,148.4,345.4,14.6,140.6,341.6,17,79.8,286.3,66.3,82.7,285.1,71,404.8,521.3,-1.4,412.8,527.4,-1.4,344.6,647.4,42.9,334.8,641.2,40.8,136.2,335.9,39.6,130.1,332.4,34.5
10,"68",122,331.7,16.9,120.1,327.4,23.7,148.4,345.5,14.6,140.6,341.6,17,79.9,286.4,66.2,82.7,285.1,71,404.8,521.3,-1.5,412.8,527.4,-1.4,344.6,647.4,42.9,334.8,641.2,40.8,136.2,336,39.6,130.1,332.4,34.5
11,"68",122,331.8,16.9,120.1,327.4,23.8,148.4,345.5,14.6,140.6,341.6,17,79.9,286.4,66.2,82.7,285.1,71,404.8,521.3,-1.4,412.8,527.4,-1.4,344.6,647.4,42.9,334.8,641.2,40.8,136.2,336,39.6,130.1,332.4,34.5
12,"68",122,331.8,16.9,120.1,327.4,23.8,148.4,345.5,14.5,140.6,341.7,17,79.9,286.4,66.2,82.8,285.1,71,404.8,521.3,-1.5,412.8,527.4,-1.4,344.6,647.4,42.9,334.8,641.2,40.8,136.2,336,39.6,130.1,332.5,34.5
13,"68",122,331.8,16.9,120.1,327.4,23.8,148.4,345.5,14.5,140.6,341.7,17,80,286.4,66.2,82.8,285.1,71,404.8,521.3,-1.5,412.8,527.4,-1.4,344.6,647.4,42.9,334.8,641.2,40.8,136.3,336.1,39.6,130.2,332.5,34.5
14,"68",122.1,331.8,16.9,120.1,327.4,23.8,148.5,345.5,14.5,140.7,341.7,17,80,286.5,66.2,82.8,285.2,70.9,404.8,521.3,-1.5,412.8,527.4,-1.4,344.6,647.4,42.9,334.8,641.2,40.8,136.3,336.1,39.6,130.2,332.5,34.5
15,"68",122.1,331.8,16.9,120.2,327.4,23.8,148.5,345.5,14.5,140.7,341.7,17,80,286.5,66.2,82.9,285.2,70.9,404.8,521.3,-1.5,412.8,527.4,-1.4,344.6,647.4,42.9,334.8,641.2,40.8,136.3,336.1,39.6,130.2,332.5,34.5
16,"68",122.1,331.8,16.9,120.2,327.4,23.8,148.5,345.5,14.5,140.7,341.7,17,80,286.5,66.2,82.9,285.2,70.9,404.8,521.3,-1.5,412.8,527.4,-1.4,344.6,647.4,42.9,334.8,641.2,40.8,136.4,336.1,39.6,130.2,332.5,34.5
17,"68",122.1,331.8,17,120.2,327.4,23.8,148.5,345.5,14.5,140.7,341.7,17,80,286.5,66.2,82.9,285.2,70.9,404.8,521.3,-1.5,412.8,527.4,-1.4,344.6,647.4,42.9,334.8,641.2,40.8,136.4,336.1,39.6,130.3,332.5,34.5
18,"68",122.1,331.8,17,120.2,327.4,23.8,148.5,345.5,14.5,140.7,341.7,17,80,286.5,66.2,82.9,285.2,70.9,404.8,521.3,-1.5,412.8,527.4,-1.4,344.6,647.4,42.9,334.8,641.2,40.8,136.4,336.1,39.6,130.3,332.6,34.5
19,"68",122.1,331.8,17,120.2,327.4,23.8,148.5,345.5,14.5,140.7,341.7,17.1,80,286.5,66.2,82.9,285.2,70.9,404.8,521.3,-1.5,412.8,527.4,-1.4,344.6,647.4,42.9,334.8,641.2,40.8,136.4,336.1,39.6,130.3,332.6,34.5
20,"68",122.1,331.8,17,120.1,327.4,23.8,148.5,345.5,14.5,140.7,341.7,17,80,286.5,66.2,82.9,285.2,70.9,404.8,521.3,-1.4,412.8,527.4,-1.4,344.6,647.4,42.9,334.8,641.2,40.8,136.4,336.1,39.6,130.3,332.6,34.5
21,"68",122.1,331.8,17,120.1,327.4,23.8,148.5,345.6,14.5,140.7,341.7,17,80,286.5,66.2,82.9,285.2,70.9,404.8,521.3,-1.5,412.8,527.4,-1.4,344.6,647.4,42.9,334.8,641.2,40.8,136.4,336.2,39.6,130.3,332.6,34.5
22,"68",122.1,331.8,17,120.1,327.4,23.8,148.5,345.6,14.5,140.7,341.8,17,80,286.5,66.2,82.9,285.2,70.9,404.8,521.3,-1.4,412.8,527.4,-1.4,344.6,647.4,42.9,334.8,641.2,40.8,136.4,336.2,39.6,130.3,332.6,34.5
23,"68",122.1,331.8,17,120.1,327.4,23.8,148.5,345.6,14.5,140.7,341.8,17.1,80,286.5,66.2,82.9,285.2,70.9,404.8,521.3,-1.4,412.8,527.4,-1.4,344.6,647.4,42.9,334.8,641.2,40.8,136.4,336.2,39.6,130.3,332.6,34.6
24,"68",122.1,331.8,17,120.1,327.4,23.8,148.5,345.6,14.5,140.7,341.8,17.1,80,286.5,66.2,82.9,285.2,70.9,404.8,521.3,-1.4,412.8,527.4,-1.4,344.6,647.4,42.9,334.8,641.2,40.8,136.4,336.2,39.7,130.3,332.6,34.6
25,"68",122.1,331.8,17,120.1,327.4,23.8,148.5,345.6,14.5,140.7,341.8,17.1,80,286.5,66.2,82.9,285.2,70.9,404.8,521.4,-1.4,412.8,527.4,-1.4,344.6,647.4,42.9,334.8,641.2,40.8,136.4,336.2,39.7,130.3,332.6,34.6
26,"68",122.1,331.8,17,120.1,327.4,23.8,148.5,345.6,14.6,140.7,341.8,17.1,80.1,286.5,66.1,82.9,285.2,70.9,404.8,521.4,-1.4,412.8,527.4,-1.4,344.6,647.4,42.9,334.8,641.2,40.8,136.4,336.2,39.7,130.3,332.7,34.6
27,"68",122.1,331.8,17,120.1,327.4,23.8,148.5,345.6,14.6,140.7,341.8,17.1,80.1,286.5,66.1,82.9,285.2,70.8,404.8,521.4,-1.4,412.8,527.4,-1.4,344.6,647.4,42.9,334.8,641.2,40.8,136.4,336.2,39.7,130.3,332.7,34.6
28,"68",122.1,331.8,17,120.1,327.4,23.8,148.5,345.6,14.6,140.7,341.8,17.1,80.1,286.5,66.1,82.9,285.2,70.8,404.8,521.4,-1.4,412.8,527.5,-1.5,344.6,647.4,42.9,334.8,641.2,40.8,136.5,336.2,39.7,130.3,332.7,34.6
29,"68",122.1,331.8,17,120.1,327.4,23.8,148.5,345.6,14.5,140.7,341.8,17.1,80.1,286.5,66.1,82.9,285.2,70.8,404.8,521.5,-1.7,NA,NA,NA,344.6,647.4,42.9,334.8,641.2,40.8,136.5,336.2,39.7,130.3,332.7,34.6
30,"68",122,331.8,17,120.1,327.4,23.8,148.5,345.6,14.5,140.7,341.8,17.1,80,286.5,66.1,82.9,285.2,70.8,404.8,521.498550724638,-1.69710144927536,NA,NA,NA,344.6,647.4,42.9,334.8,641.2,40.8,136.4,336.2,39.7,130.3,332.7,34.6
31,"68",122,331.8,17,120.1,327.4,23.8,148.5,345.6,14.5,140.7,341.8,17.1,80,286.5,66.1,82.9,285.2,70.8,404.8,521.497101449275,-1.69420289855072,NA,NA,NA,344.6,647.4,42.9,334.8,641.2,40.8,136.4,336.2,39.7,130.3,332.7,34.6
32,"68",122,331.8,17,120.1,327.4,23.8,148.5,345.6,14.5,140.7,341.8,17.1,80,286.5,66.1,82.9,285.2,70.8,404.8,521.495652173913,-1.69130434782609,NA,NA,NA,344.6,647.4,42.9,334.8,641.2,40.8,136.4,336.3,39.7,130.3,332.7,34.6
33,"68",122,331.8,17,120.1,327.4,23.8,148.5,345.6,14.5,140.7,341.8,17.1,80,286.5,66.1,82.8,285.2,70.8,404.8,521.494202898551,-1.68840579710145,NA,NA,NA,344.6,647.4,42.9,334.8,641.2,40.8,136.4,336.3,39.7,130.3,332.7,34.6
34,"68",122,331.8,17,120.1,327.4,23.8,148.5,345.6,14.5,140.7,341.8,17.1,80,286.5,66.1,82.9,285.2,70.8,404.8,521.492753623188,-1.68550724637681,NA,NA,NA,344.6,647.4,42.9,334.8,641.2,40.8,136.5,336.3,39.7,130.3,332.7,34.6
35,"68",122,331.8,17,120.1,327.4,23.8,148.5,345.7,14.5,140.7,341.8,17.1,80,286.5,66.1,82.9,285.2,70.8,404.8,521.491304347826,-1.68260869565217,NA,NA,NA,344.6,647.4,42.9,334.8,641.2,40.8,136.5,336.3,39.7,130.4,332.7,34.6
36,"68",122,331.8,17,120.1,327.4,23.8,148.5,345.7,14.5,140.8,341.8,17.1,80.1,286.5,66.1,82.9,285.2,70.8,404.8,521.489855072464,-1.67971014492754,NA,NA,NA,344.6,647.4,42.9,334.8,641.2,40.8,136.5,336.3,39.7,130.4,332.7,34.6
37,"68",122,331.8,17,120.1,327.4,23.8,148.6,345.7,14.5,140.8,341.9,17.1,80.1,286.6,66.1,82.9,285.2,70.8,404.8,521.488405797101,-1.6768115942029,NA,NA,NA,344.6,647.4,42.9,334.8,641.2,40.8,136.5,336.3,39.7,130.4,332.7,34.6
38,"68",122,331.8,17,120.1,327.4,23.8,148.6,345.7,14.5,140.8,341.9,17.1,80.1,286.6,66,82.9,285.2,70.7,404.8,521.486956521739,-1.67391304347826,NA,NA,NA,344.6,647.5,42.9,334.8,641.3,40.8,136.6,336.3,39.7,130.4,332.7,34.6
39,"68",122.1,331.8,17,120.1,327.4,23.8,148.6,345.7,14.5,140.8,341.9,17.1,80.1,286.6,66,83,285.3,70.7,404.8,521.485507246377,-1.67101449275362,NA,NA,NA,344.6,647.5,42.9,334.8,641.3,40.8,136.6,336.3,39.7,130.4,332.8,34.6
40,"68",122.1,331.8,17,120.1,327.4,23.8,148.6,345.7,14.5,140.8,341.9,17.1,80.1,286.6,66,83,285.3,70.7,404.8,521.484057971015,-1.66811594202899,NA,NA,NA,344.6,647.5,42.9,334.8,641.3,40.8,136.6,336.4,39.7,130.5,332.8,34.6
41,"68",122.1,331.8,17,120.1,327.4,23.8,148.6,345.7,14.5,140.8,341.9,17.1,80.1,286.6,66,83,285.2,70.7,404.8,521.482608695652,-1.66521739130435,NA,NA,NA,344.6,647.5,42.9,334.8,641.3,40.8,136.6,336.4,39.7,130.5,332.8,34.6
42,"68",122.1,331.8,17,120.1,327.4,23.8,148.6,345.7,14.5,140.8,341.9,17.1,80.1,286.6,66,83,285.2,70.7,404.8,521.48115942029,-1.66231884057971,NA,NA,NA,344.6,647.5,42.9,334.8,641.3,40.8,136.6,336.4,39.7,130.4,332.8,34.6
43,"68",122.1,331.8,17,120.1,327.4,23.8,148.6,345.7,14.5,140.8,341.9,17.1,80.1,286.6,66,82.9,285.2,70.7,404.8,521.479710144927,-1.65942028985507,NA,NA,NA,344.6,647.5,42.9,334.8,641.3,40.8,136.6,336.4,39.7,130.4,332.8,34.6
44,"68",122.1,331.8,17,120.1,327.4,23.8,148.6,345.7,14.5,140.8,341.9,17.1,80.1,286.5,66,82.9,285.2,70.7,404.8,521.478260869565,-1.65652173913043,NA,NA,NA,344.6,647.5,42.9,334.8,641.3,40.8,136.6,336.4,39.7,130.4,332.8,34.6
