"Hz","optotrak.pulse.number","x1","y1","z1","x2","y2","z2","x3","y3","z3","x4","y4","z4","x5","y5","z5","x6","y6","z6","x7","y7","z7","x8","y8","z8","x9","y9","z9","x10","y10","z10","x11","y11","z11","x12","y12","z12"
1,"24",773.1,762.8,27.7,776.2,768.8,22.1,758.8,751.9,17.9,754.8,744.3,19.7,802.9,760,71.2,804.3,755.5,74.8,481.4,548.4,-2.3,489.6,554.3,-2,555,774.1,43,545.3,767.1,40.6,769.8,750.5,44.9,762.4,744.7,41.2
2,"24",773.1,762.6,27.8,776.2,768.7,22.2,758.7,751.8,18.1,754.7,744.2,19.8,802.6,759.4,71.3,803.9,754.8,74.8,481.4,548.4,-2.3,489.6,554.3,-2,555,774.1,43.1,545.3,767.1,40.6,769.5,750.1,45,762.2,744.3,41.3
3,"24",773,762.4,27.9,776.2,768.6,22.4,758.7,751.6,18.3,754.5,744,19.9,802.2,758.6,71.4,803.5,754,74.9,481.4,548.4,-2.3,489.5,554.3,-2,555,774.1,43.1,545.3,767.1,40.6,769.3,749.6,45.1,761.9,743.9,41.4
4,"24",772.9,762.2,28.1,776.1,768.4,22.7,758.6,751.4,18.5,754.4,743.8,20,801.8,757.8,71.5,803.1,753.1,75,481.4,548.4,-2.3,489.5,554.3,-2,555,774.1,43.1,545.3,767,40.7,769,749.1,45.3,761.7,743.4,41.5
5,"24",772.9,762,28.3,776.1,768.3,23,758.5,751.2,18.7,754.3,743.6,20.1,801.4,756.8,71.7,802.6,752.1,75.1,481.4,548.4,-2.3,489.5,554.3,-2,555,774.1,43.1,545.3,767,40.7,768.7,748.5,45.5,761.4,742.8,41.7
6,"24",772.8,761.8,28.8,776.1,768.2,23.6,758.3,751,19,754.1,743.3,20.3,800.9,755.8,71.9,802.1,751,75.2,481.4,548.4,-2.3,489.5,554.3,-2,555,774.1,43.1,545.3,767,40.7,768.4,747.9,45.7,761,742.3,41.9
7,"24",772.6,761.5,29.4,776,768.1,24.3,758.2,750.8,19.3,753.9,743,20.4,800.4,754.7,72.2,801.5,749.9,75.4,481.4,548.4,-2.3,489.5,554.3,-2,555,774,43.1,545.3,767,40.7,768,747.2,45.9,760.7,741.6,42.1
8,"24",772.5,761.2,30,776,767.9,25,758.1,750.5,19.6,753.7,742.8,20.6,799.8,753.6,72.4,801,748.8,75.5,481.4,548.4,-2.3,489.5,554.3,-2,555,774,43.1,545.3,767,40.7,767.7,746.6,46.1,760.3,741,42.3
9,"24",772.4,760.9,30.6,775.9,767.6,25.7,757.9,750.3,19.9,753.5,742.5,20.8,799.3,752.6,72.6,800.4,747.7,75.7,481.4,548.4,-2.3,489.5,554.3,-2,555,774,43.1,545.3,767,40.7,767.3,745.9,46.4,760,740.4,42.5
10,"24",772.2,760.7,31.2,775.8,767.5,26.4,757.8,750.1,20.2,753.3,742.3,20.9,798.8,751.6,72.9,799.9,746.7,75.9,481.4,548.4,-2.3,489.5,554.3,-2,555,774,43.1,545.3,767,40.7,766.9,745.3,46.6,759.6,739.8,42.8
