"Hz","optotrak.pulse.number","x1","y1","z1","x2","y2","z2","x3","y3","z3","x4","y4","z4","x5","y5","z5","x6","y6","z6","x7","y7","z7","x8","y8","z8","x9","y9","z9","x10","y10","z10","x11","y11","z11","x12","y12","z12"
1,"73",129,335.7,14,128.7,333.6,21.9,148.9,347.5,13.3,141.4,343.5,17.1,96.2,297.9,78.1,99.5,297,82.5,404.8,521.4,-1.6,412.8,527.4,-1.5,344.5,647.1,43.5,334.6,640.9,41.5,141.6,341.3,40.1,134.5,336.3,36.3
2,"73",129,335.7,14,128.7,333.6,21.9,148.9,347.5,13.4,141.4,343.5,17.1,96.2,297.9,78.1,99.5,297,82.5,404.8,521.4,-1.6,412.8,527.4,-1.5,344.5,647.1,43.5,334.6,640.9,41.5,141.6,341.3,40.1,134.5,336.4,36.3
3,"73",129,335.6,14,128.7,333.6,21.9,148.9,347.5,13.4,141.4,343.5,17.1,96.2,297.9,78.1,99.5,297,82.5,404.8,521.4,-1.5,412.8,527.4,-1.5,344.5,647.1,43.5,334.6,640.9,41.5,141.7,341.3,40.1,134.5,336.4,36.3
4,"73",129,335.7,14,128.7,333.6,21.9,148.9,347.5,13.4,141.4,343.5,17.1,96.2,297.9,78.1,99.6,297,82.5,404.8,521.4,-1.5,412.8,527.4,-1.5,344.5,647.1,43.5,334.6,640.9,41.5,141.7,341.3,40.1,134.5,336.4,36.3
5,"73",129,335.7,14,128.7,333.6,21.9,148.9,347.5,13.4,141.4,343.5,17.1,96.2,297.9,78.1,99.6,297,82.5,404.8,521.4,-1.5,412.8,527.4,-1.5,344.5,647.1,43.5,334.6,640.9,41.5,141.7,341.3,40.1,134.5,336.4,36.3
6,"73",128.9,335.6,14,128.7,333.6,21.9,148.9,347.5,13.4,141.4,343.5,17.1,96.2,297.9,78.1,99.6,297,82.5,404.8,521.4,-1.5,412.8,527.4,-1.5,344.5,647.1,43.5,334.6,640.9,41.5,141.7,341.3,40.1,134.5,336.4,36.3
7,"73",128.9,335.7,14,128.7,333.6,21.9,148.9,347.5,13.4,141.4,343.5,17.1,96.2,297.9,78.1,99.5,297,82.5,404.8,521.4,-1.5,412.8,527.4,-1.5,344.5,647.1,43.5,334.6,640.9,41.5,141.7,341.3,40.1,134.5,336.4,36.3
8,"73",128.9,335.6,14,128.7,333.6,21.9,148.9,347.5,13.4,141.4,343.5,17.1,96.2,298,78.1,99.5,297.1,82.5,404.8,521.4,-1.5,412.8,527.4,-1.5,344.5,647.1,43.5,334.6,640.9,41.5,141.6,341.3,40.1,134.5,336.4,36.3
9,"73",128.9,335.6,14,128.7,333.6,21.9,148.9,347.5,13.4,141.4,343.5,17.1,96.2,298,78.1,99.5,297.1,82.5,404.8,521.4,-1.6,412.8,527.4,-1.5,344.5,647.1,43.5,334.6,640.9,41.5,141.6,341.3,40.1,134.5,336.4,36.3
10,"73",128.9,335.7,14,128.7,333.6,21.9,148.9,347.5,13.4,141.4,343.5,17.1,96.2,298,78.1,99.5,297.1,82.5,404.8,521.4,-1.6,412.8,527.4,-1.5,344.5,647.1,43.5,334.6,640.9,41.5,141.7,341.3,40.1,134.5,336.4,36.3
