Number of frames: 500
Frequency: 100
Units: mm

Frame,Marker_1 x,Marker_1 y,Marker_1 z,Marker_2 x,Marker_2 y,Marker_2 z,Marker_3 x,Marker_3 y,Marker_3 z,Marker_4 x,Marker_4 y,Marker_4 z,Marker_5 x,Marker_5 y,Marker_5 z,Marker_6 x,Marker_6 y,Marker_6 z,Marker_7 x,Marker_7 y,Marker_7 z,Marker_8 x,Marker_8 y,Marker_8 z,Marker_9 x,Marker_9 y,Marker_9 z,Marker_10 x,Marker_10 y,Marker_10 z,Marker_11 x,Marker_11 y,Marker_11 z,Marker_12 x,Marker_12 y,Marker_12 z
1,-318.511871338,-116.108924866,-2161.664062500,-315.884674072,-110.563858032,-2157.614746094,-313.915710449,-101.990119934,-2174.922119141,-317.088897705,-93.576576233,-2176.876708984,-240.611129761,-114.801040649,-2146.338378906,,,,-332.993652344,148.858306885,-2152.651367188,-332.890258789,157.415069580,-2152.194335938,-417.574829102,105.059684753,-1893.917724609,-416.999145508,95.032867432,-1895.234619141,-302.328338623,-94.085937500,-2165.344482422,-291.490142822,-90.851287842,-2163.632080078,
2,-317.562225342,-115.805374146,-2161.745117188,-315.139282227,-110.284606934,-2157.707031250,-312.984436035,-101.133773804,-2174.414550781,-317.111511230,-92.628303528,-2174.552734375,-239.447998047,-113.876045227,-2146.301513672,,,,-332.999969482,148.866958618,-2152.661376953,-332.897674561,157.420166016,-2152.201660156,-417.579162598,105.068168640,-1893.925903320,-416.999267578,95.041435242,-1895.241943359,-301.222656250,-93.389190674,-2164.765136719,-290.364929199,-90.173271179,-2163.115478516,
3,-316.041412354,-115.289627075,-2159.858398438,-313.907745361,-109.498107910,-2157.533935547,-311.624725342,-100.003105164,-2173.816406250,,,,-237.927963257,-112.846794128,-2146.104003906,,,,-333.004577637,148.870391846,-2152.663818359,-332.900726318,157.423522949,-2152.205566406,-417.581298828,105.071533203,-1893.924072266,-416.995635986,95.045989990,-1895.244384766,-299.716125488,-92.411529541,-2164.185302734,-288.833190918,-89.219459534,-2162.561523438,
4,,,,-312.199035645,-108.275291443,-2157.073730469,-309.859222412,-98.549942017,-2173.113281250,,,,-236.074920654,-111.728393555,-2145.865722656,,,,-333.006530762,148.871398926,-2152.659179688,-332.900970459,157.423614502,-2152.201416016,-417.579925537,105.071548462,-1893.921264648,-416.990386963,95.045570374,-1895.236450195,-297.786926270,-91.159606934,-2163.517333984,-286.877288818,-88.012695313,-2161.947509766,
5,,,,-310.126800537,-106.780433655,-2156.457031250,-307.736511230,-96.885520935,-2172.293212891,,,,-233.897155762,-110.563270569,-2145.487548828,,,,-333.009246826,148.868194580,-2152.647705078,-332.904724121,157.421020508,-2152.193359375,-417.579650879,105.067756653,-1893.919189453,-416.987945557,95.045616150,-1895.235351563,-295.493377686,-89.685844421,-2162.700439453,-284.570739746,-86.625213623,-2161.279296875,
6,,,,-307.786499023,-105.080848694,-2155.619140625,-305.354888916,-95.065574646,-2171.266357422,,,,-231.441711426,-109.349136353,-2145.097900391,,,,-333.013641357,148.866287231,-2152.652099609,-332.904418945,157.418334961,-2152.189941406,-417.574645996,105.064445496,-1893.916259766,-416.987640381,95.043724060,-1895.239135742,-292.922149658,-88.073043823,-2161.787109375,-281.959960938,-85.097923279,-2160.428710938,
7,,,,-305.197265625,-103.223686218,-2154.645507813,-302.727233887,-93.135650635,-2170.196777344,,,,-228.805709839,-108.117301941,-2144.592529297,,,,-333.009613037,148.861465454,-2152.653076172,-332.898803711,157.415847778,-2152.180664063,-417.568420410,105.063545227,-1893.923583984,-416.983703613,95.039611816,-1895.238647461,-290.127655029,-86.352409363,-2160.769531250,-279.130401611,-83.478446960,-2159.483642578,
8,,,,-302.479858398,-101.318122864,-2153.507568359,-299.961608887,-91.114547729,-2168.921630859,,,,-226.022888184,-106.878211975,-2143.859130859,,,,-333.001861572,148.860687256,-2152.651611328,-332.889190674,157.413253784,-2152.175292969,-417.563415527,105.061683655,-1893.922363281,-416.982543945,95.036857605,-1895.236816406,-287.174591064,-84.557373047,-2159.583007813,-276.150848389,-81.805686951,-2158.450927734,
9,,,,-299.687957764,-99.444473267,-2152.366699219,-297.120941162,-89.066963196,-2167.585449219,,,,-223.175109863,-105.616027832,-2143.024169922,,,,-332.996826172,148.861816406,-2152.661865234,-332.882781982,157.412429810,-2152.173583984,-417.564422607,105.062355042,-1893.921142578,-416.983459473,95.036163330,-1895.236083984,-284.159301758,-82.752418518,-2158.331787109,-273.104888916,-80.113594055,-2157.277587891,
10,,,,-296.869995117,-97.563064575,-2150.974121094,-294.251770020,-86.978225708,-2166.107421875,,,,-220.287384033,-104.341735840,-2142.199462891,,,,-332.994415283,148.863708496,-2152.658691406,-332.882476807,157.414566040,-2152.171630859,-417.568939209,105.063949585,-1893.920166016,-416.984191895,95.038276672,-1895.236572266,-281.096527100,-80.922737122,-2156.940917969,-270.012542725,-78.403846741,-2155.946533203,
11,,,,-294.060791016,-95.762039185,-2149.497314453,-291.371032715,-84.790145874,-2164.427490234,,,,-217.390060425,-103.048461914,-2141.165771484,,,,-332.995208740,148.867095947,-2152.653076172,-332.884552002,157.418243408,-2152.170654297,-417.569183350,105.067214966,-1893.919189453,-416.984893799,95.041587830,-1895.235107422,-278.003967285,-79.023857117,-2155.367675781,-266.880554199,-76.642883301,-2154.456542969,
12,,,,-291.308685303,-94.005264282,-2147.919189453,-288.482055664,-82.433410645,-2162.582763672,,,,-214.528457642,-101.755104065,-2140.116455078,,,,-332.998535156,148.870666504,-2152.653320313,-332.886932373,157.419845581,-2152.166015625,-417.569152832,105.070869446,-1893.919189453,-416.984100342,95.044723511,-1895.230590820,-274.892974854,-76.999427795,-2153.619873047,-263.730987549,-74.779167175,-2152.780517578,
13,,,,-288.697631836,-92.308906555,-2146.149414063,-285.601074219,-79.878402710,-2160.565917969,,,,-211.734329224,-100.440246582,-2138.763671875,,,,-333.001586914,148.873123169,-2152.660400391,-332.886810303,157.421051025,-2152.161376953,-417.564392090,105.072181702,-1893.907836914,-416.984069824,95.046043396,-1895.228027344,-271.812530518,-74.822853088,-2151.723388672,-260.619934082,-72.802703857,-2151.001708984,
14,,,,-286.195648193,-90.522590637,-2144.494140625,-282.832336426,-77.296257019,-2158.552246094,,,,-209.133758545,-99.109199524,-2137.395019531,,,,-333.000946045,148.871368408,-2152.649658203,-332.888122559,157.420532227,-2152.161132813,-417.562622070,105.072280884,-1893.901977539,-416.984466553,95.046699524,-1895.223754883,-268.870361328,-72.614273071,-2149.815429688,-257.639007568,-70.785140991,-2149.146728516,
15,-291.038665771,-88.456954956,-2178.890380859,-283.869262695,-88.754981995,-2142.788818359,-280.265045166,-74.856788635,-2156.622314453,,,,-206.757659912,-97.716598511,-2135.866210938,,,,-332.999786377,148.868804932,-2152.645019531,-332.887695313,157.418151855,-2152.158447266,-417.559875488,105.072433472,-1893.897460938,-416.983673096,95.045196533,-1895.218994141,-266.161254883,-70.510238647,-2147.905273438,-254.897308350,-68.854064941,-2147.302490234,
16,,,,-281.777526855,-87.063652039,-2141.042968750,-277.925598145,-72.450653076,-2154.733154297,,,,-204.594421387,-96.277038574,-2134.269042969,,,,-332.996246338,148.866134644,-2152.641601563,-332.885925293,157.415649414,-2152.154541016,-417.560668945,105.070808411,-1893.893798828,-416.983062744,95.043037415,-1895.216918945,-263.703826904,-68.452743530,-2146.004638672,-252.424942017,-66.942474365,-2145.424072266,
