Number of frames: 500
Frequency: 100
Units: mm

Frame,Marker_1 x,Marker_1 y,Marker_1 z,Marker_2 x,Marker_2 y,Marker_2 z,Marker_3 x,Marker_3 y,Marker_3 z,Marker_4 x,Marker_4 y,Marker_4 z,Marker_5 x,Marker_5 y,Marker_5 z,Marker_6 x,Marker_6 y,Marker_6 z,Marker_7 x,Marker_7 y,Marker_7 z,Marker_8 x,Marker_8 y,Marker_8 z,Marker_9 x,Marker_9 y,Marker_9 z,Marker_10 x,Marker_10 y,Marker_10 z,Marker_11 x,Marker_11 y,Marker_11 z,Marker_12 x,Marker_12 y,Marker_12 z
1,-325.697387695,255.065338135,-2127.735839844,-334.048400879,255.740325928,-2129.767089844,-325.069488525,240.031387329,-2129.799560547,-334.461212158,243.658309937,-2133.949951172,-249.359832764,255.035964966,-2128.317871094,,,,-332.710021973,-27.796501160,-2144.468994141,-331.699920654,-19.044460297,-2145.012451172,,,,,,,-307.205780029,238.477416992,-2128.227783203,-296.567535400,237.078842163,-2126.163818359,
2,-325.142120361,254.432067871,-2127.363769531,-333.461669922,255.108489990,-2129.264648438,-324.531829834,239.413375854,-2129.320800781,-333.916259766,242.978454590,-2133.555908203,-248.812942505,254.627456665,-2127.751220703,,,,-332.719421387,-27.800096512,-2144.483398438,-331.710235596,-19.048627853,-2145.028320313,,,,,,,-306.631500244,237.937820435,-2127.675781250,-295.994201660,236.634506226,-2125.638671875,
3,-324.147460938,253.703475952,-2126.404541016,-332.489837646,254.395568848,-2128.233398438,-323.611877441,238.723129272,-2128.284912109,-333.010559082,242.208007813,-2132.449951172,-247.905532837,254.173431396,-2127.123291016,,,,-332.729522705,-27.806190491,-2144.502197266,-331.718719482,-19.050954819,-2145.037353516,,,,,,,-305.684936523,237.296752930,-2126.681152344,-295.020782471,236.079742432,-2124.680419922,
4,-322.647491455,252.831710815,-2124.981201172,-331.011627197,253.512924194,-2126.645751953,-322.243804932,237.868316650,-2126.684570313,-331.656311035,241.303039551,-2130.822998047,-246.534133911,253.581298828,-2126.535888672,,,,-332.731933594,-27.813146591,-2144.517089844,-331.715301514,-19.054641724,-2145.033447266,,,,,,,-304.266998291,236.476425171,-2125.279296875,-293.553344727,235.335861206,-2123.349609375,
5,-320.674804688,251.694366455,-2123.268554688,-329.087554932,252.411773682,-2124.906738281,-320.402954102,236.760269165,-2124.808593750,-329.862426758,240.127212524,-2128.764648438,-244.735321045,252.785247803,-2126.000976563,,,,-332.732391357,-27.818723679,-2144.521240234,-331.713867188,-19.059200287,-2145.029785156,,,,,,,-302.362182617,235.406311035,-2123.629394531,-291.608734131,234.344177246,-2121.836669922,
6,-318.293212891,250.272613525,-2121.320556641,-326.748840332,251.001388550,-2122.816406250,-318.178009033,235.406127930,-2122.729736328,-327.687225342,238.749374390,-2126.580322266,-242.574996948,251.740570068,-2125.469726563,,,,-332.733856201,-27.824298859,-2144.522705078,-331.715454102,-19.063510895,-2145.024902344,,,,,,,-300.069488525,234.082046509,-2121.832031250,-289.272247314,233.107162476,-2120.258300781,
7,-315.646026611,248.672592163,-2119.317138672,-324.130035400,249.377929688,-2120.590576172,-315.639892578,233.822174072,-2120.449951172,-325.196319580,237.142791748,-2124.254394531,-240.155059814,250.418197632,-2124.908203125,,,,-332.737304688,-27.828769684,-2144.526367188,-331.719116211,-19.065374374,-2145.028320313,,,,,,,-297.472595215,232.533264160,-2119.934814453,-286.641510010,231.628295898,-2118.595214844,
8,-312.793121338,246.870071411,-2117.250732422,-321.306152344,247.564315796,-2118.349121094,-312.878112793,232.037994385,-2118.199707031,-322.479583740,235.275863647,-2121.847412109,-237.537124634,248.848236084,-2124.332519531,,,,-332.738769531,-27.831783295,-2144.540283203,-331.714202881,-19.064950943,-2145.019531250,,,,,,,-294.679077148,230.760421753,-2118.031738281,-283.815368652,229.926071167,-2116.926757813,
9,-309.861541748,244.790420532,-2115.220703125,-318.369567871,245.460174561,-2116.092285156,-310.006225586,229.961029053,-2116.033203125,-319.657989502,233.138473511,-2119.515136719,-234.855590820,247.067352295,-2123.654541016,,,,-332.736968994,-27.832775116,-2144.543212891,-331.712768555,-19.063575745,-2145.011718750,,,,,,,-291.785034180,228.754974365,-2116.219482422,-280.892486572,228.002487183,-2115.325439453,
10,-306.963562012,242.431915283,-2113.403808594,-315.502716064,243.079666138,-2114.173583984,-307.091674805,227.576080322,-2114.030273438,-316.806976318,230.667968750,-2117.415039063,-232.180938721,245.086791992,-2122.981933594,,,,-332.740905762,-27.833749771,-2144.552490234,-331.713500977,-19.060237885,-2145.001953125,,,,,,,-288.858551025,226.483444214,-2114.490478516,-277.948822021,225.815628052,-2113.750488281,
11,-304.134155273,239.731658936,-2111.595458984,-312.695251465,240.342407227,-2112.278808594,-304.191894531,224.847335815,-2112.163330078,-313.979400635,227.821990967,-2115.483154297,-229.531219482,242.916397095,-2122.140869141,,,,-332.744720459,-27.831041336,-2144.563476563,-331.717041016,-19.057569504,-2145.004638672,,,,,,,-285.966766357,223.917022705,-2112.854736328,-275.041381836,223.358520508,-2112.248535156,
12,-301.457794189,236.697677612,-2109.981933594,-309.985076904,237.239746094,-2110.485107422,-301.384094238,221.777145386,-2110.417968750,-311.186431885,224.568542480,-2113.616943359,-226.980911255,240.542907715,-2121.125976563,,,,-332.745788574,-27.826173782,-2144.552490234,-331.716949463,-19.055608749,-2145.006591797,,,,,,,-283.140350342,221.039581299,-2111.265625000,-272.198394775,220.615509033,-2110.743408203,
13,-298.867065430,233.347473145,-2108.357177734,-307.413635254,233.847976685,-2108.854980469,-298.627166748,218.289581299,-2108.679687500,-308.486450195,220.890762329,-2111.891357422,-224.538848877,237.978408813,-2120.003173828,,,,-332.739929199,-27.821044922,-2144.530273438,-331.713256836,-19.054265976,-2144.995361328,,,,,,,-280.368835449,217.805618286,-2109.599365234,-269.421722412,217.572128296,-2109.186767578,
14,-296.435760498,229.627182007,-2106.925292969,-304.994567871,230.070953369,-2107.365478516,-295.852203369,214.110748291,-2106.746093750,-305.796569824,216.464447021,-2109.841308594,-222.236953735,235.173645020,-2118.771240234,,,,-332.738220215,-27.816955566,-2144.510009766,-331.713226318,-19.053096771,-2144.989746094,,,,,,,-277.594757080,214.074447632,-2107.805664063,-266.636322021,214.101852417,-2107.499023438,
15,-294.216613770,225.646316528,-2105.479248047,-302.776672363,226.022460938,-2105.873779297,-292.991363525,209.283981323,-2104.485351563,-303.009368896,211.255661011,-2107.415039063,-220.029586792,232.145629883,-2117.458251953,,,,-332.737945557,-27.814466476,-2144.484863281,-331.714904785,-19.051601410,-2144.987304688,,,,,,,-274.768280029,209.832122803,-2105.840820313,-263.812225342,210.187179565,-2105.613769531,
16,-292.278045654,221.541610718,-2104.017089844,-300.842041016,221.824722290,-2104.342285156,-290.147064209,203.900360107,-2102.228759766,-300.245208740,205.462753296,-2105.036621094,-217.995407104,228.880187988,-2116.014160156,,,,-332.736602783,-27.810974121,-2144.450927734,-331.716766357,-19.051307678,-2144.994628906,,,,,,,-271.984527588,205.125305176,-2103.802490234,-261.041107178,205.884201050,-2103.684082031,
17,-290.645416260,217.234573364,-2102.588378906,-299.202575684,217.446594238,-2102.921142578,-287.501739502,198.148864746,-2100.192382813,-297.670379639,199.306030273,-2102.949462891,-216.223388672,225.346862793,-2114.494384766,,,,-332.731719971,-27.807302475,-2144.434082031,-331.715118408,-19.052139282,-2145.005371094,,,,,,,-269.419006348,200.057785034,-2101.885498047,-258.512237549,201.241561890,-2101.838378906,
18,-289.378021240,212.758605957,-2101.283203125,-297.936553955,212.913070679,-2101.680175781,-285.229064941,192.178344727,-2098.518310547,-295.428009033,192.944061279,-2101.279785156,-214.792663574,221.518539429,-2112.918212891,,,,-332.736755371,-27.809665680,-2144.455566406,-331.713989258,-19.052255630,-2145.001464844,,,,,,,-267.239532471,194.761718750,-2100.238769531,-256.378601074,196.348205566,-2100.181396484,
19,-288.553771973,208.181579590,-2100.205322266,-297.117065430,208.292541504,-2100.648193359,-283.420928955,186.054183960,-2097.344238281,-293.615905762,186.432052612,-2100.123046875,-213.726409912,217.410232544,-2111.310546875,,,,-332.741790771,-27.813035965,-2144.480712891,-331.716888428,-19.051181793,-2144.994140625,,,,,,,-265.516357422,189.257858276,-2098.930419922,-254.721191406,191.224822998,-2098.855957031,
20,-288.201324463,203.607711792,-2099.302490234,-296.763702393,203.701614380,-2099.824462891,-282.019287109,179.744094849,-2096.588867188,-292.203796387,179.770263672,-2099.472656250,-213.016983032,213.025039673,-2109.702880859,,,,-332.744628906,-27.813884735,-2144.490234375,-331.717987061,-19.047950745,-2144.993652344,,,,,,,-264.221313477,183.544113159,-2097.957031250,-253.501617432,185.864837646,-2097.796630859,
21,-288.308593750,199.156951904,-2098.559082031,-296.859008789,199.275360107,-2099.168701172,-280.954925537,173.260604858,-2096.138427734,-291.092620850,172.953659058,-2099.066650391,-212.636917114,208.416625977,-2108.188964844,,,,-332.742004395,-27.810750961,-2144.494140625,-331.712310791,-19.044433594,-2144.992919922,,,,,,,-263.278167725,177.652694702,-2097.279296875,-252.634582520,180.300903320,-2096.939941406,
22,-288.769378662,194.890670776,-2097.743408203,-297.308990479,195.083740234,-2098.484863281,-280.103393555,166.636947632,-2095.821044922,-290.195495605,166.017166138,-2098.916992188,-212.466506958,203.574249268,-2106.687744141,,,,-332.736755371,-27.807163239,-2144.487060547,-331.707855225,-19.040338516,-2144.985351563,,,,,,,-262.562683105,171.577392578,-2096.726562500,-252.001831055,174.544586182,-2096.227539063,
23,-289.477905273,190.788391113,-2096.922363281,-298.013946533,191.074340820,-2097.786376953,-279.340942383,159.887741089,-2095.597167969,-289.368469238,158.977691650,-2098.774658203,-212.445266724,198.536636353,-2105.315185547,,,,-332.738800049,-27.804813385,-2144.488037109,-331.708312988,-19.036773682,-2144.975341797,,,,,,,-261.943206787,165.322647095,-2096.223632813,-251.472244263,168.592849731,-2095.569335938,
24,-290.323974609,186.696899414,-2096.189453125,-298.848083496,187.095794678,-2097.209960938,-278.544097900,152.984985352,-2095.333740234,-288.535095215,151.813430786,-2098.656494141,-212.504928589,193.342758179,-2104.000976563,,,,-332.737335205,-27.799306870,-2144.475341797,-331.706604004,-19.034082413,-2144.964843750,,,,,,,-261.313385010,158.919692993,-2095.742187500,-250.946441650,162.473541260,-2094.931884766,
25,-291.166290283,182.492782593,-2095.630615234,-299.685729980,182.987884521,-2096.755126953,-277.709197998,145.994827271,-2095.039550781,-287.616821289,144.581039429,-2098.412597656,-212.591873169,188.090072632,-2102.770019531,,,,-332.735321045,-27.796512604,-2144.460937500,-331.703735352,-19.032119751,-2144.964599609,,,,,,,-260.641754150,152.427368164,-2095.254638672,-250.378494263,156.239151001,-2094.301757813,
26,-292.046417236,178.156219482,-2095.209716797,-300.534637451,178.745819092,-2096.479003906,-276.833160400,139.010513306,-2094.680908203,-286.669769287,137.358184814,-2098.172851563,-212.703460693,182.784957886,-2101.591552734,,,,-332.733306885,-27.790569305,-2144.446044922,-331.701965332,-19.031293869,-2144.961914063,,,,,,,-259.931701660,145.883468628,-2094.725830078,-249.781021118,149.956436157,-2093.701416016,
27,-292.923583984,173.724090576,-2094.891601563,-301.398315430,174.401184082,-2096.305908203,-275.957733154,132.092941284,-2094.320312500,-285.736724854,130.216964722,-2097.882812500,-212.860794067,177.451599121,-2100.578369141,,,,-332.737121582,-27.792037964,-2144.447753906,-331.704742432,-19.031404495,-2144.962158203,,,,,,,-259.231903076,139.372451782,-2094.194580078,-249.197708130,143.700454712,-2093.060791016,
28,-293.824249268,169.194915771,-2094.698730469,-302.269531250,169.945098877,-2096.211181641,-275.223663330,125.335960388,-2094.031005859,-284.922058105,123.272789001,-2097.667480469,-213.099105835,172.120849609,-2099.659179688,,,,-332.743072510,-27.795221329,-2144.451416016,-331.703094482,-19.031103134,-2144.957763672,,,,,,,-258.644439697,132.970199585,-2093.715332031,-248.722839355,137.525695801,-2092.472412109,
29,-294.777069092,164.579437256,-2094.810302734,-303.192810059,165.397583008,-2096.434326172,-274.717651367,118.782989502,-2093.875732422,-284.330413818,116.534309387,-2097.599853516,-213.458740234,166.800415039,-2098.847412109,,,,-332.739929199,-27.795564651,-2144.455566406,-331.695434570,-19.031034470,-2144.956542969,,,,,,,-258.271240234,126.723175049,-2093.333496094,-248.458389282,131.476318359,-2092.007568359,
30,-295.796142578,159.898468018,-2095.224121094,-304.169097900,160.777267456,-2096.964599609,-274.486694336,112.438987732,-2093.884277344,-284.009185791,110.028083801,-2097.754394531,-213.986511230,161.495727539,-2098.140625000,,,,-332.732025146,-27.794948578,-2144.450195313,-331.688751221,-19.032569885,-2144.963623047,,,,,,,-258.173004150,120.630081177,-2093.169189453,-248.458328247,125.558967590,-2091.695800781,
31,-296.884674072,155.228485107,-2095.926513672,-305.244384766,156.185424805,-2097.801025391,-274.509460449,106.220947266,-2094.145751953,-283.939208984,103.677024841,-2098.196533203,-214.720886230,156.220947266,-2097.513916016,,,,-332.724182129,-27.791715622,-2144.440429688,-331.688140869,-19.033210754,-2144.970214844,,,,,,,-258.330444336,114.661140442,-2093.178222656,-248.715377808,119.734542847,-2091.547363281,
32,-298.122528076,150.752105713,-2096.873779297,-306.441711426,151.804275513,-2098.894775391,-274.715728760,100.086967468,-2094.650878906,-284.036590576,97.392951965,-2098.820556641,-215.635269165,151.001434326,-2096.917968750,,,,-332.712127686,-27.788740158,-2144.427246094,-331.693511963,-19.033725739,-2144.979980469,,,,,,,-258.673858643,108.770729065,-2093.327392578,-249.174224854,113.979866028,-2091.569824219,
33,-299.468048096,146.526000977,-2097.988525391,-307.702026367,147.689788818,-2100.135253906,-275.030914307,94.039138794,-2095.340820313,-284.243041992,91.248138428,-2099.740478516,-216.645462036,145.828582764,-2096.373046875,,,,-332.696746826,-27.786382675,-2144.422607422,-331.695312500,-19.031360626,-2144.979736328,,,,,,,-259.131896973,102.961242676,-2093.675048828,-249.742034912,108.305641174,-2091.746337891,
34,-300.779235840,142.550857544,-2099.089355469,-308.960571289,143.835464478,-2101.399902344,-275.370727539,88.107910156,-2096.193847656,-284.458648682,85.204505920,-2100.660644531,-217.702331543,140.736480713,-2095.919433594,,,,-332.692138672,-27.784679413,-2144.426025391,-331.700286865,-19.029706955,-2144.973876953,,,,,,,-259.611572266,97.225646973,-2094.123535156,-250.336166382,102.714477539,-2092.044189453,
35,-302.046295166,138.836227417,-2100.068603516,-310.202728271,140.284927368,-2102.550537109,-275.589996338,82.232452393,-2096.851806641,-284.583862305,79.207527161,-2101.565429688,-218.739562988,135.740905762,-2095.563232422,,,,-332.697692871,-27.782806396,-2144.437988281,-331.709045410,-19.026315689,-2144.959472656,,,,,,,-259.995422363,91.556190491,-2094.579345703,-250.841217041,97.176498413,-2092.330322266,
36,-303.273773193,135.419494629,-2100.963867188,-311.352264404,136.995330811,-2103.499511719,-275.605651855,76.350914001,-2097.424072266,-284.505584717,73.188301086,-2102.291503906,-219.682144165,130.827835083,-2095.341064453,,,,-332.703796387,-27.781311035,-2144.435058594,-331.714385986,-19.023717880,-2144.950683594,,,,,,,-260.191925049,85.917518616,-2094.990478516,-251.162597656,91.677406311,-2092.593261719,
37,-304.405792236,132.169738770,-2101.679931641,-312.415496826,133.911453247,-2104.333251953,-275.400543213,70.402534485,-2097.989501953,-284.196350098,67.120521545,-2102.832275391,-220.531433105,126.000648499,-2095.173339844,,,,-332.709564209,-27.781246185,-2144.432861328,-331.719360352,-19.023275375,-2144.953369141,,,,,,,-260.154022217,80.257347107,-2095.250244141,-251.269561768,86.181190491,-2092.872802734,
38,-305.431365967,129.025146484,-2102.241210938,-313.371032715,130.912124634,-2104.923828125,-274.960449219,64.487808228,-2098.394775391,-283.661865234,61.093917847,-2103.170654297,-221.284973145,121.255531311,-2095.057128906,,,,-332.712982178,-27.778232574,-2144.431152344,-331.725646973,-19.022895813,-2144.949951172,,,,,,,-259.915954590,74.617256165,-2095.464111328,-251.170257568,80.695899963,-2093.097167969,
39,-306.409729004,125.960914612,-2102.762207031,-314.305877686,128.013641357,-2105.542480469,-274.393035889,58.687305450,-2098.797119141,-283.018218994,55.165225983,-2103.671630859,-221.962951660,116.579002380,-2095.014648438,,,,-332.715789795,-27.776929855,-2144.423828125,-331.734893799,-19.022504807,-2144.952636719,,,,,,,-259.549468994,69.074729919,-2095.756835938,-250.922180176,75.306114197,-2093.287109375,
40,-307.319702148,122.967185974,-2103.286132813,-315.134002686,125.164360046,-2106.029541016,-273.824645996,53.112606049,-2099.297363281,-282.380584717,49.504505157,-2104.215332031,-222.567581177,112.031806946,-2095.031005859,,,,-332.719146729,-27.775657654,-2144.436767578,-331.742462158,-19.021165848,-2144.961425781,,,,,,,-259.179260254,63.715515137,-2096.244140625,-250.653137207,70.087081909,-2093.579833984,
41,-308.142852783,120.009590149,-2103.720458984,-315.904296875,122.328796387,-2106.584472656,-273.395141602,47.886486053,-2099.781494141,-281.904541016,44.183967590,-2104.818603516,-223.169998169,107.634757996,-2095.141113281,,,,-332.719818115,-27.778162003,-2144.451416016,-331.743103027,-19.020143509,-2144.961914063,,,,,,,-258.931121826,58.660839081,-2096.706298828,-250.515319824,65.143165588,-2093.979492188,
42,-308.937896729,117.160621643,-2104.260253906,-316.636169434,119.607818604,-2107.121826172,-273.334136963,43.094642639,-2100.292724609,-281.779113770,39.343799591,-2105.307861328,-223.832702637,103.427841187,-2095.298828125,,,,-332.720306396,-27.782562256,-2144.470703125,-331.742858887,-19.020309448,-2144.962402344,,,,,,,-258.998504639,54.034900665,-2097.056640625,-250.672210693,60.573020935,-2094.383300781,
43,-309.717437744,114.444480896,-2104.788330078,-317.363464355,117.024925232,-2107.707519531,-273.781616211,38.890407562,-2100.648925781,-282.177917480,35.099441528,-2105.727539063,-224.590377808,99.433250427,-2095.467285156,,,,-332.719085693,-27.784755707,-2144.474121094,-331.740386963,-19.020092010,-2144.958496094,,,,,,,-259.509948730,49.884796143,-2097.402099609,-251.221588135,56.451019287,-2094.690917969,
44,-310.502288818,111.886413574,-2105.390625000,-318.078979492,114.592651367,-2108.375732422,-274.695709229,35.209636688,-2101.025390625,-283.070678711,31.403150558,-2106.158935547,-225.455764771,95.641723633,-2095.663574219,,,,-332.721649170,-27.782951355,-2144.479736328,-331.734161377,-19.018501282,-2144.962890625,,,,,,,-260.408477783,46.173480988,-2097.656005859,-252.151519775,52.744312286,-2094.953125000,
45,-311.322662354,109.517333984,-2106.044677734,-318.830963135,112.371177673,-2109.064453125,-275.903900146,31.877544403,-2101.515380859,-284.272186279,28.081153870,-2106.829589844,-226.435775757,92.062309265,-2095.911132813,,,,-332.719573975,-27.780477524,-2144.471923828,-331.726745605,-19.018901825,-2144.972412109,,,,,,,-261.597045898,42.775131226,-2098.101562500,-253.350570679,49.307453156,-2095.375000000,
46,-312.214324951,107.324874878,-2106.785644531,-319.665832520,110.333305359,-2109.843994141,-277.300872803,28.763765335,-2102.319091797,-285.623687744,25.014621735,-2107.675048828,-227.552474976,88.653640747,-2096.133300781,,,,-332.719787598,-27.776830673,-2144.463623047,-331.718017578,-19.018451691,-2144.975830078,,,,,,,-262.955810547,39.592399597,-2098.706542969,-254.702941895,46.086582184,-2095.877685547,
47,-313.166534424,105.294441223,-2107.695800781,-320.542572021,108.397354126,-2110.740722656,-278.802825928,25.875705719,-2103.289794922,-287.107421875,22.173692703,-2108.717529297,-228.706924438,85.402931213,-2096.380371094,,,,-332.723937988,-27.773807526,-2144.456787109,-331.712402344,-19.018850327,-2144.973144531,,,,,,,-264.451446533,36.627067566,-2099.432617188,-256.185974121,43.072826385,-2096.524414063,
48,-314.089233398,103.300415039,-2108.575927734,-321.378631592,106.505027771,-2111.556640625,-280.434631348,23.240596771,-2104.277099609,-288.711700439,19.611816406,-2109.759765625,-229.914001465,82.327407837,-2096.565429688,,,,-332.729705811,-27.772411346,-2144.451660156,-331.707763672,-19.019191742,-2144.967773438,,,,,,,-266.033508301,33.889053345,-2100.169189453,-257.751831055,40.261398315,-2097.183105469,
49,-314.967681885,101.355003357,-2109.280517578,-322.212585449,104.667510986,-2112.388671875,-282.077880859,20.786453247,-2105.173583984,-290.326232910,17.219526291,-2110.714843750,-231.106338501,79.428718567,-2096.763671875,,,,-332.733673096,-27.772891998,-2144.443359375,-331.706207275,-19.020101547,-2144.966064453,,,,,,,-267.627960205,31.336811066,-2100.844726563,-259.349517822,37.640197754,-2097.800781250,
50,-315.807556152,99.509834290,-2109.801025391,-322.997375488,102.941200256,-2112.801513672,-283.631317139,18.399646759,-2105.903564453,-291.848510742,14.854936600,-2111.517333984,-232.276809692,76.681640625,-2096.886718750,,,,-332.736022949,-27.772483826,-2144.435302734,-331.708770752,-19.021547318,-2144.974853516,,,,,,,-269.176391602,28.906591415,-2101.495849609,-260.889801025,35.176837921,-2098.368896484,
51,-316.629974365,97.804283142,-2110.177734375,-323.786987305,101.279190063,-2113.251464844,-285.068511963,16.090858459,-2106.581298828,-293.269592285,12.561741829,-2112.243408203,-233.428070068,74.063003540,-2097.052978516,,,,-332.740142822,-27.772378922,-2144.426025391,-331.715301514,-19.024028778,-2144.983154297,,,,,,,-270.630645752,26.556259155,-2102.110595703,-262.323516846,32.812019348,-2098.812744141,
52,-317.405578613,96.121612549,-2110.402343750,-324.491027832,99.685668945,-2113.460449219,-286.403625488,13.880236626,-2107.229003906,-294.567657471,10.380638123,-2112.856689453,-234.518234253,71.571151733,-2097.231933594,,,,-332.738647461,-27.771379471,-2144.421630859,-331.725677490,-19.025028229,-2144.995849609,,,,,,,-271.971282959,24.296327591,-2102.639648438,-263.667083740,30.528354645,-2099.241699219,
53,-318.084594727,94.392501831,-2110.586181641,,,,-287.663726807,11.796637535,-2107.929199219,-295.810272217, 8.358351707,-2113.539062500,-235.519622803,69.175437927,-2097.330078125,,,,-332.735412598,-27.771924973,-2144.423583984,-331.729187012,-19.025131226,-2145.003417969,,,,,,,-273.224243164,22.134027481,-2103.227050781,-264.922943115,28.333366394,-2099.751220703,
54,-318.698028564,92.622512817,-2110.965087891,,,,-288.906280518, 9.903929710,-2108.645263672,-297.055206299, 6.543757439,-2114.404052734,-236.445571899,66.859992981,-2097.447753906,,,,-332.733734131,-27.772436142,-2144.433349609,-331.731933594,-19.024641037,-2145.006103516,,,,,,,-274.448760986,20.110074997,-2103.919433594,-266.128234863,26.246810913,-2100.357421875,
55,-319.231628418,90.730438232,-2111.437500000,,,,-290.211059570, 8.272487640,-2109.533691406,-298.352630615, 5.021712303,-2115.464599609,-237.324249268,64.646469116,-2097.632324219,,,,-332.734283447,-27.773376465,-2144.446289063,-331.736267090,-19.022968292,-2145.000488281,,,,,,,-275.704559326,18.299442291,-2104.644287109,-267.347747803,24.325576782,-2100.968994141,
56,-319.699798584,88.852363586,-2111.955566406,,,,-291.678131104, 7.008694172,-2110.590820313,-299.824310303, 3.921703815,-2116.685546875,-238.172622681,62.561676025,-2097.754882813,,,,-332.732574463,-27.773090363,-2144.456542969,-331.738983154,-19.021776199,-2144.999755859,,,,,,,-277.082427979,16.776386261,-2105.450683594,-268.679443359,22.651845932,-2101.679931641,
57,-320.125427246,87.095985413,-2112.526855469,,,,-293.322692871, 6.129005432,-2111.765625000,-301.467987061, 3.249050617,-2117.924072266,-238.987930298,60.618309021,-2097.743164063,,,,-332.727050781,-27.771678925,-2144.466552734,-331.739898682,-19.019773483,-2145.004150391,,,,,,,-278.594055176,15.581414223,-2106.330810547,-270.137329102,21.269243240,-2102.434814453,
58,-320.548248291,85.567085266,-2113.012207031,,,,-295.036102295, 5.539881706,-2112.815917969,-303.162017822, 2.870913982,-2119.053710938,-239.789581299,58.864070892,-2097.712646484,,,,-332.728576660,-27.771261215,-2144.480957031,-331.743347168,-19.017847061,-2145.012939453,,,,,,,-280.189544678,14.650424957,-2107.163574219,-271.653930664,20.139307022,-2103.111328125,
59,-320.974182129,84.258666992,-2113.425781250,,,,-296.710449219, 5.072595596,-2113.676513672,-304.816864014, 2.588348389,-2119.969970703,-240.574203491,57.216754913,-2097.659179688,,,,-332.730407715,-27.771280289,-2144.486083984,-331.744995117,-19.016422272,-2145.008544922,,,,,,,-281.725585938,13.858242035,-2107.794921875,-273.123474121,19.156587601,-2103.643066406,
60,-321.377380371,83.117134094,-2113.629882813,,,,-298.181091309, 4.555954456,-2114.216064453,-306.312591553, 2.239282846,-2120.581298828,-241.314056396,55.693992615,-2097.582763672,,,,-332.732482910,-27.771972656,-2144.490722656,-331.744506836,-19.015842438,-2145.002197266,,,,,,,-283.108917236,13.081506729,-2108.207031250,-274.457275391,18.215642929,-2103.999755859,
