Number of frames: 500
Frequency: 100
Units: mm

Frame,Marker_1 x,Marker_1 y,Marker_1 z,Marker_2 x,Marker_2 y,Marker_2 z,Marker_3 x,Marker_3 y,Marker_3 z,Marker_4 x,Marker_4 y,Marker_4 z,Marker_5 x,Marker_5 y,Marker_5 z,Marker_6 x,Marker_6 y,Marker_6 z,Marker_7 x,Marker_7 y,Marker_7 z,Marker_8 x,Marker_8 y,Marker_8 z,Marker_9 x,Marker_9 y,Marker_9 z,Marker_10 x,Marker_10 y,Marker_10 z,Marker_11 x,Marker_11 y,Marker_11 z,Marker_12 x,Marker_12 y,Marker_12 z
1,-314.376007080,-195.797836304,-2137.401611328,-308.384704590,-191.338088989,-2139.744873047,-317.240478516,-174.832397461,-2142.231689453,-316.621978760,-182.461593628,-2141.894042969,-241.094238281,-203.669830322,-2164.903076172,-247.765380859,-207.398284912,-2159.616943359,-338.125793457,73.593429565,-2142.970214844,-338.823852539,81.744537354,-2142.683349609,-408.231475830,13.631440163,-1911.180541992,-409.603515625, 3.615090609,-1910.717895508,-287.116210938,-172.233551025,-2150.106201172,-289.502685547,-179.496353149,-2148.188232422,
2,-313.856597900,-195.006759644,-2137.587890625,-307.970672607,-190.410751343,-2139.966308594,-317.133605957,-174.115325928,-2142.646240234,-316.356811523,-181.727096558,-2142.345947266,-240.183746338,-201.773468018,-2164.497070313,-246.824844360,-205.606491089,-2159.306640625,-338.131439209,73.594596863,-2142.978515625,-338.824279785,81.746299744,-2142.682373047,-408.233184814,13.632604599,-1911.183837891,-409.602844238, 3.616968155,-1910.720336914,-286.854400635,-171.000091553,-2150.087402344,-289.220642090,-178.319091797,-2148.377929688,
3,-313.259094238,-194.127899170,-2137.618896484,-307.464172363,-189.404968262,-2139.992675781,-316.772949219,-173.265106201,-2143.279541016,-315.810791016,-180.848022461,-2142.968505859,-239.176467896,-199.814239502,-2164.154052734,-245.792587280,-203.694168091,-2159.014404297,-338.126495361,73.596298218,-2142.982666016,-338.820343018,81.746360779,-2142.684570313,-408.230651855,13.632486343,-1911.185546875,-409.599243164, 3.617409229,-1910.723388672,-286.356964111,-169.496871948,-2150.185302734,-288.685913086,-176.833450317,-2148.424804688,
4,-312.378540039,-193.060592651,-2137.436279297,-306.656036377,-188.223007202,-2139.763183594,-316.071655273,-172.123596191,-2143.591796875,-314.929595947,-179.677261353,-2143.315917969,-238.055999756,-197.668228149,-2163.712646484,-244.689010620,-201.655807495,-2158.728027344,-338.121582031,73.597396851,-2142.981689453,-338.817291260,81.747344971,-2142.687011719,-408.228851318,13.632859230,-1911.185424805,-409.599853516, 3.616668224,-1910.726318359,-285.596038818,-167.733306885,-2150.135986328,-287.884826660,-175.063293457,-2148.262939453,
5,-311.146820068,-191.786041260,-2137.032958984,-305.539489746,-186.884094238,-2139.399169922,-315.037963867,-170.693008423,-2143.403808594,-313.774902344,-178.228622437,-2143.297851563,-236.851608276,-195.495193481,-2163.463378906,-243.462997437,-199.527145386,-2158.376220703,-338.119873047,73.598289490,-2142.974853516,-338.815551758,81.748092651,-2142.681640625,-408.228179932,13.632181168,-1911.187377930,-409.599334717, 3.616713047,-1910.721801758,-284.582611084,-165.774047852,-2149.871337891,-286.813262939,-173.077804565,-2147.805419922,
6,-309.736663818,-190.345565796,-2136.533935547,-304.166198730,-185.377075195,-2138.825927734,-313.744567871,-168.921966553,-2142.895996094,-312.363281250,-176.436508179,-2142.823730469,-235.566970825,-193.248809814,-2163.069091797,-242.124267578,-197.325332642,-2157.978271484,-338.118560791,73.597999573,-2142.967041016,-338.814636230,81.748901367,-2142.678466797,-408.227844238,13.633405685,-1911.188598633,-409.599090576, 3.617463589,-1910.722656250,-283.307220459,-163.626327515,-2149.378417969,-285.509124756,-170.928375244,-2147.186767578,
7,-308.181915283,-188.747146606,-2135.733886719,-302.702301025,-183.760864258,-2138.158691406,-312.252044678,-166.784332275,-2142.240966797,-310.791137695,-174.276870728,-2142.170166016,-234.106185913,-190.927581787,-2162.641601563,-240.651580811,-195.044006348,-2157.579101563,-338.119049072,73.598304749,-2142.970214844,-338.814300537,81.749229431,-2142.677246094,-408.229339600,13.634350777,-1911.187377930,-409.598846436, 3.619246960,-1910.724975586,-281.829193115,-161.307037354,-2148.771972656,-284.038696289,-168.590148926,-2146.494628906,
8,-306.645355225,-187.066513062,-2135.101562500,-301.202056885,-182.002304077,-2137.395507813,-310.603332520,-164.321578979,-2141.482910156,-309.137176514,-171.822006226,-2141.553222656,-232.595596313,-188.538696289,-2162.143066406,-239.104507446,-192.685821533,-2157.080810547,-338.118041992,73.601150513,-2142.976318359,-338.812530518,81.750732422,-2142.676025391,-408.227783203,13.636657715,-1911.190673828,-409.597961426, 3.620641708,-1910.721557617,-280.192565918,-158.806076050,-2148.086914063,-282.415924072,-166.066162109,-2145.688476563,
9,-305.097076416,-185.099105835,-2134.173095703,-299.635986328,-180.025650024,-2136.677246094,-308.901580811,-161.650360107,-2140.795410156,-307.441650391,-169.139678955,-2140.811767578,-231.041351318,-186.054534912,-2161.574951172,-237.526672363,-190.234512329,-2156.467773438,-338.116149902,73.603111267,-2142.974121094,-338.809509277,81.752555847,-2142.679687500,-408.225799561,13.636944771,-1911.191650391,-409.596466064, 3.620891333,-1910.723510742,-278.479949951,-156.144378662,-2147.352783203,-280.713989258,-163.385772705,-2144.836181641,
10,-303.498718262,-182.930221558,-2133.593017578,-298.072082520,-177.782852173,-2135.820068359,-307.192565918,-158.744659424,-2139.982666016,-305.794586182,-166.242324829,-2140.107910156,-229.489395142,-183.528137207,-2160.946289063,-235.968917847,-187.687255859,-2155.843261719,-338.113372803,73.604072571,-2142.974121094,-338.809448242,81.753112793,-2142.687988281,-408.223571777,13.637619972,-1911.192016602,-409.594360352, 3.622005939,-1910.727050781,-276.753082275,-153.357254028,-2146.605957031,-279.005157471,-160.558197021,-2143.915527344,
