Number of frames: 500
Frequency: 100
Units: mm

Frame,Marker_1 x,Marker_1 y,Marker_1 z,Marker_2 x,Marker_2 y,Marker_2 z,Marker_3 x,Marker_3 y,Marker_3 z,Marker_4 x,Marker_4 y,Marker_4 z,Marker_5 x,Marker_5 y,Marker_5 z,Marker_6 x,Marker_6 y,Marker_6 z,Marker_7 x,Marker_7 y,Marker_7 z,Marker_8 x,Marker_8 y,Marker_8 z,Marker_9 x,Marker_9 y,Marker_9 z,Marker_10 x,Marker_10 y,Marker_10 z,Marker_11 x,Marker_11 y,Marker_11 z,Marker_12 x,Marker_12 y,Marker_12 z
1,-306.568603516,325.105957031,-2146.486816406,-312.445861816,330.039794922,-2144.347412109,-306.932617188,309.968719482,-2150.006591797,-308.456542969,302.327575684,-2153.503417969,-244.984832764,358.571868896,-2169.687988281,-239.299484253,358.993255615,-2174.229736328,-325.637725830,57.952869415,-2170.486083984,-325.881256104,66.023086548,-2169.821777344,-404.657958984,113.340721130,-1922.939331055,-406.364685059,103.407402039,-1923.700683594,-282.329864502,317.613006592,-2157.383789063,-280.267700195,311.000244141,-2161.897949219,
2,-306.289764404,324.766326904,-2145.811035156,-312.068389893,329.802154541,-2143.665771484,-305.553253174,307.987762451,-2150.137451172,-306.935852051,300.356903076,-2153.711669922,-244.037109375,357.839385986,-2169.162353516,-238.338821411,358.299560547,-2173.649414063,-325.637481689,57.948379517,-2170.490478516,-325.880096436,66.017570496,-2169.823974609,-404.656311035,113.334793091,-1922.949707031,-406.364288330,103.404006958,-1923.706054688,-281.045043945,316.074188232,-2157.416015625,-278.865783691,309.563049316,-2162.025146484,
3,-305.345123291,324.214691162,-2144.915283203,-311.081207275,329.306365967,-2142.833740234,-304.149566650,306.017883301,-2150.199462891,-305.503692627,298.427490234,-2153.871337891,-243.007858276,356.999877930,-2168.570068359,-237.273468018,357.475128174,-2172.994873047,-325.637115479,57.945030212,-2170.496093750,-325.879882813,66.012878418,-2169.819091797,-404.655426025,113.332756042,-1922.950927734,-406.365081787,103.400886536,-1923.716552734,-279.742248535,314.507324219,-2157.331787109,-277.435974121,308.089813232,-2161.974853516,
4,-303.865020752,323.489715576,-2143.915283203,-309.589752197,328.559539795,-2141.763183594,-302.714019775,304.118469238,-2150.109375000,-303.989074707,296.586608887,-2153.946777344,-241.822097778,356.044586182,-2167.954101563,-236.097625732,356.526519775,-2172.388427734,-325.636871338,57.942455292,-2170.489746094,-325.879425049,66.009208679,-2169.818603516,-404.654235840,113.328674316,-1922.949951172,-406.364227295,103.396820068,-1923.720336914,-278.395599365,312.917663574,-2157.177734375,-276.003570557,306.606292725,-2161.849121094,
5,-302.106536865,322.620941162,-2142.868652344,-307.850341797,327.647583008,-2140.627197266,-301.237091064,302.342285156,-2149.978027344,-302.497955322,294.834259033,-2153.841552734,-240.447799683,354.961944580,-2167.277099609,-234.752624512,355.441467285,-2171.852539063,-325.636871338,57.938503265,-2170.488769531,-325.881286621,66.006607056,-2169.815429688,-404.652770996,113.324279785,-1922.944335938,-406.365875244,103.394409180,-1923.721435547,-276.955718994,311.342102051,-2156.947021484,-274.484619141,305.090332031,-2161.634277344,
6,-300.190093994,321.558624268,-2141.818847656,-305.912658691,326.580474854,-2139.537597656,-299.654541016,300.601165771,-2149.741210938,-300.913940430,293.089782715,-2153.540771484,-238.956344604,353.744812012,-2166.764404297,-233.283889771,354.200500488,-2171.362304688,-325.641906738,57.936256409,-2170.489990234,-325.884613037,66.005599976,-2169.813232422,-404.655761719,113.320533752,-1922.944335938,-406.366882324,103.393653870,-1923.718872070,-275.399353027,309.704559326,-2156.645751953,-272.867614746,303.521057129,-2161.430908203,
7,-298.139099121,320.307739258,-2140.900390625,-303.856262207,325.303863525,-2138.510742188,-297.943878174,298.775848389,-2149.504394531,-299.240753174,291.285247803,-2153.382324219,-237.355316162,352.386016846,-2166.372802734,-231.690063477,352.818878174,-2170.900390625,-325.643798828,57.934101105,-2170.488525391,-325.885559082,66.005073547,-2169.818115234,-404.656494141,113.317810059,-1922.937011719,-406.368530273,103.390716553,-1923.714599609,-273.720855713,307.944946289,-2156.378417969,-271.156799316,301.831176758,-2161.208007813,
8,-295.964935303,318.814636230,-2139.975097656,-301.674072266,323.788208008,-2137.566406250,-296.108215332,296.755432129,-2149.248046875,-297.427215576,289.294891357,-2153.156738281,-235.669937134,350.847076416,-2165.909179688,-230.037963867,351.281860352,-2170.453613281,-325.641784668,57.933959961,-2170.491455078,-325.885589600,66.001991272,-2169.825439453,-404.653198242,113.314651489,-1922.930053711,-406.367675781,103.387596130,-1923.710937500,-271.933837891,306.021972656,-2156.086669922,-269.325622559,299.959625244,-2160.932373047,
9,-293.790985107,317.098754883,-2139.193359375,-299.532043457,322.074737549,-2136.830322266,-294.187225342,294.515411377,-2148.916992188,-295.485137939,287.031463623,-2152.727539063,-233.959930420,349.132019043,-2165.450195313,-228.368453979,349.561553955,-2170.080322266,-325.641906738,57.932312012,-2170.498535156,-325.885589600,65.999031067,-2169.825927734,-404.649261475,113.309730530,-1922.921630859,-406.364685059,103.382835388,-1923.702880859,-270.087890625,303.919830322,-2155.802246094,-267.430511475,297.908874512,-2160.665771484,
10,-291.746673584,315.212951660,-2138.604980469,-297.509002686,320.150207520,-2136.157226563,-292.251434326,292.102569580,-2148.670410156,-293.571136475,284.661224365,-2152.657958984,-232.283508301,347.225585938,-2164.990722656,-226.688095093,347.649566650,-2169.619384766,-325.644653320,57.931385040,-2170.502929688,-325.884979248,65.997627258,-2169.815917969,-404.650573730,113.306709290,-1922.915893555,-406.363952637,103.379379272,-1923.696899414,-268.200225830,301.631072998,-2155.529296875,-265.502929688,295.691070557,-2160.458007813,
11,-289.931152344,313.110229492,-2138.166015625,-295.700134277,318.029968262,-2135.682373047,-290.308654785,289.482635498,-2148.441894531,-291.614837646,282.028930664,-2152.378662109,-230.656967163,345.165618896,-2164.567871094,-225.077392578,345.622467041,-2169.262451172,-325.646301270,57.928695679,-2170.502685547,-325.887634277,65.994476318,-2169.823486328,-404.650695801,113.305557251,-1922.913208008,-406.362182617,103.377822876,-1923.688842773,-266.332855225,299.166046143,-2155.303466797,-263.584686279,293.264739990,-2160.231933594,
12,-288.306823730,310.805633545,-2137.802490234,-294.108612061,315.720672607,-2135.419921875,-288.407714844,286.654937744,-2148.284423828,-289.672515869,279.246887207,-2152.314453125,-229.110366821,342.912902832,-2164.112548828,-223.515182495,343.368255615,-2168.753173828,-325.640441895,57.929027557,-2170.493896484,-325.884094238,65.995979309,-2169.824707031,-404.646514893,113.306343079,-1922.911987305,-406.358551025,103.377540588,-1923.689575195,-264.493103027,296.517852783,-2155.083251953,-261.665893555,290.662139893,-2160.002929688,
13,-286.833679199,308.322967529,-2137.572998047,-292.661102295,313.224578857,-2135.254638672,-286.563476563,283.604522705,-2148.189941406,-287.729095459,276.158538818,-2152.136718750,-227.646942139,340.473876953,-2163.596923828,-222.047409058,340.956756592,-2168.262695313,-325.639312744,57.929397583,-2170.495361328,-325.880767822,65.997573853,-2169.815917969,-404.644104004,113.309127808,-1922.913818359,-406.357025146,103.379013062,-1923.690551758,-262.716674805,293.673309326,-2154.838134766,-259.796142578,287.908905029,-2159.861328125,
14,-285.450653076,305.631561279,-2137.516357422,-291.294342041,310.519744873,-2135.123779297,-284.780975342,280.361328125,-2148.137939453,-285.940399170,272.956237793,-2152.217041016,-226.236465454,337.907073975,-2163.086425781,-220.623077393,338.419738770,-2167.671875000,-325.640045166,57.929214478,-2170.497070313,-325.881164551,65.997909546,-2169.818115234,-404.643676758,113.311225891,-1922.907348633,-406.356414795,103.382400513,-1923.688964844,-260.993286133,290.681549072,-2154.651855469,-257.989105225,284.982299805,-2159.692871094,
15,-284.120849609,302.775787354,-2137.250000000,-290.013641357,307.642547607,-2135.068359375,-283.078857422,277.024261475,-2148.073486328,-284.115295410,269.612243652,-2152.117675781,-224.902999878,335.168945313,-2162.482177734,-219.288879395,335.716400146,-2167.124267578,-325.641357422,57.929733276,-2170.494384766,-325.886138916,66.000083923,-2169.820312500,-404.645050049,113.312522888,-1922.908813477,-406.357086182,103.382766724,-1923.683471680,-259.336456299,287.575927734,-2154.406982422,-256.249145508,281.917083740,-2159.402832031,
16,-282.941436768,299.769439697,-2137.318115234,-288.860443115,304.619628906,-2135.185791016,-281.443847656,273.598022461,-2147.933349609,-282.437194824,266.218322754,-2152.207275391,-223.653396606,332.313232422,-2161.924560547,-218.018020630,332.880340576,-2166.497314453,-325.638366699,57.927589417,-2170.494628906,-325.881256104,65.997909546,-2169.813720703,-404.643371582,113.313018799,-1922.911499023,-406.354888916,103.383682251,-1923.685546875,-257.762115479,284.381011963,-2154.129394531,-254.576004028,278.777496338,-2159.127197266,
17,-281.895843506,296.637634277,-2137.332275391,-287.821990967,301.471832275,-2135.177734375,-279.928955078,270.124145508,-2147.739257813,-280.849548340,262.766723633,-2152.054443359,-222.504760742,329.320648193,-2161.354248047,-216.816452026,329.906127930,-2165.783935547,-325.635467529,57.925010681,-2170.493164063,-325.876037598,65.995155334,-2169.810058594,-404.641571045,113.310607910,-1922.913940430,-406.353912354,103.386054993,-1923.693359375,-256.302612305,281.092956543,-2153.767578125,-253.024597168,275.528991699,-2158.775634766,
18,-280.922027588,293.370269775,-2137.213378906,-286.898864746,298.227905273,-2135.217529297,-278.546356201,266.573120117,-2147.524902344,-279.365356445,259.171813965,-2151.720214844,-221.451705933,326.201202393,-2160.642333984,-215.727874756,326.829956055,-2165.136962891,-325.635101318,57.921474457,-2170.480712891,-325.875915527,65.993194580,-2169.806884766,-404.643524170,113.308319092,-1922.913208008,-406.356719971,103.385650635,-1923.700439453,-254.961578369,277.732208252,-2153.425537109,-251.611083984,272.196105957,-2158.376464844,
