Number of frames: 500
Frequency: 100
Units: mm

Frame,Marker_1 x,Marker_1 y,Marker_1 z,Marker_2 x,Marker_2 y,Marker_2 z,Marker_3 x,Marker_3 y,Marker_3 z,Marker_4 x,Marker_4 y,Marker_4 z,Marker_5 x,Marker_5 y,Marker_5 z,Marker_6 x,Marker_6 y,Marker_6 z,Marker_7 x,Marker_7 y,Marker_7 z,Marker_8 x,Marker_8 y,Marker_8 z,Marker_9 x,Marker_9 y,Marker_9 z,Marker_10 x,Marker_10 y,Marker_10 z,Marker_11 x,Marker_11 y,Marker_11 z,Marker_12 x,Marker_12 y,Marker_12 z
1,-314.728149414,-194.713562012,-2135.557373047,-308.706909180,-190.570892334,-2138.365478516,-316.746093750,-174.379699707,-2141.502685547,-317.584777832,-182.065826416,-2141.547607422,-244.491607666,-208.641662598,-2168.849853516,-251.059143066,-211.915771484,-2163.148925781,-338.114288330,73.580703735,-2142.994140625,-338.809783936,81.731292725,-2142.694580078,-408.315948486,13.478690147,-1911.201660156,-409.781494141, 3.472188711,-1910.768310547,-287.639068604,-175.928527832,-2150.613281250,-290.312683105,-183.267929077,-2149.304687500,
2,-314.431915283,-194.334594727,-2135.366943359,-308.484375000,-190.113616943,-2138.227294922,-316.798706055,-174.120162964,-2141.433593750,-317.508178711,-181.807968140,-2141.459716797,-243.927398682,-207.439804077,-2168.341796875,-250.494552612,-210.805725098,-2162.753173828,-338.106506348,73.584060669,-2142.990478516,-338.801422119,81.734848022,-2142.692382813,-408.309539795,13.482404709,-1911.205688477,-409.774383545, 3.474057674,-1910.765136719,-287.604278564,-175.185607910,-2150.473876953,-290.201538086,-182.557174683,-2149.176269531,
3,-314.044555664,-193.891128540,-2135.197021484,-308.179351807,-189.589157104,-2138.039306641,-316.846130371,-173.759628296,-2141.424316406,-317.371459961,-181.463409424,-2141.385742188,-243.330490112,-206.181213379,-2167.818847656,-249.875045776,-209.607574463,-2162.202880859,-338.102935791,73.587593079,-2142.986083984,-338.798858643,81.736526489,-2142.688720703,-408.308746338,13.484969139,-1911.203369141,-409.772521973, 3.476621866,-1910.765014648,-287.524444580,-174.311401367,-2150.376220703,-290.061676025,-181.731491089,-2149.172607422,
4,-313.523223877,-193.327865601,-2134.951904297,-307.724670410,-188.940963745,-2137.791015625,-316.865844727,-173.286087036,-2141.456054688,-317.134246826,-180.989440918,-2141.282958984,-242.653106689,-204.827270508,-2167.270507813,-249.168395996,-208.310043335,-2161.585205078,-338.103240967,73.590888977,-2142.982910156,-338.799102783,81.740875244,-2142.683105469,-408.306182861,13.489109039,-1911.196166992,-409.770263672, 3.479928017,-1910.762329102,-287.376068115,-173.264144897,-2150.249023438,-289.883209229,-180.734466553,-2149.287109375,
5,-312.838592529,-192.646026611,-2134.665039063,-307.094451904,-188.188766479,-2137.501953125,-316.823974609,-172.725662231,-2141.485107422,-316.807067871,-180.414566040,-2141.150634766,-241.858718872,-203.392486572,-2166.547363281,-248.404495239,-206.943496704,-2160.987060547,-338.102325439,73.594604492,-2142.979980469,-338.798828125,81.746093750,-2142.681152344,-408.304473877,13.492894173,-1911.194335938,-409.768829346, 3.484360456,-1910.761596680,-287.167358398,-172.103988647,-2150.168457031,-289.661651611,-179.614334106,-2149.498291016,
6,-311.944763184,-191.866271973,-2134.171386719,-306.257141113,-187.349060059,-2137.104492188,-316.752136230,-171.973159790,-2141.686279297,-316.598205566,-179.659774780,-2141.346435547,-240.994750977,-201.897766113,-2165.839111328,-247.538040161,-205.508346558,-2160.325927734,-338.100524902,73.598564148,-2142.977050781,-338.799285889,81.749099731,-2142.679931641,-408.302551270,13.495180130,-1911.194946289,-409.769287109, 3.487109184,-1910.761230469,-286.863342285,-170.931625366,-2150.054443359,-289.416412354,-178.453430176,-2149.540283203,
7,-310.579589844,-190.735961914,-2133.708496094,-304.905731201,-186.239837646,-2136.611816406,-316.540069580,-170.499435425,-2142.907226563,-316.394409180,-178.180770874,-2142.722656250,-239.999343872,-200.461212158,-2165.112304688,-246.568771362,-204.059143066,-2159.646728516,-338.104217529,73.599464417,-2142.967285156,-338.800842285,81.750167847,-2142.676025391,-408.304382324,13.496241570,-1911.191406250,-409.771820068, 3.488156557,-1910.762084961,-286.255432129,-169.350372314,-2150.206787109,-288.927368164,-176.797561646,-2149.404052734,
8,-309.022094727,-189.263961792,-2133.211914063,-303.330200195,-184.805618286,-2136.127929688,-315.673980713,-168.147018433,-2143.926025391,-315.524566650,-175.839401245,-2143.596679688,-238.835525513,-198.783767700,-2164.456298828,-245.452407837,-202.327728271,-2159.088378906,-338.101440430,73.598632813,-2142.969970703,-338.801971436,81.749092102,-2142.680908203,-408.302490234,13.496192932,-1911.192626953,-409.770812988, 3.487439156,-1910.759155273,-285.211822510,-167.186920166,-2150.592773438,-288.018096924,-174.576980591,-2149.810546875,
9,-307.575897217,-187.723052979,-2133.056640625,-301.920227051,-183.263809204,-2135.957519531,-314.330596924,-165.595184326,-2144.186523438,-314.215728760,-173.279449463,-2143.754394531,-237.441604614,-197.007827759,-2163.926269531,-244.127502441,-200.544967651,-2158.579101563,-338.098937988,73.598251343,-2142.973144531,-338.796081543,81.748031616,-2142.677490234,-408.298370361,13.493701935,-1911.192138672,-409.765625000, 3.485402346,-1910.758300781,-283.779693604,-164.906204224,-2150.702392578,-286.696777344,-172.278625488,-2150.061035156,
10,-306.182922363,-186.085418701,-2132.815673828,-300.493835449,-181.610748291,-2135.636718750,-312.681640625,-163.403488159,-2143.828125000,-312.560516357,-171.100250244,-2143.367675781,-235.995635986,-195.275283813,-2163.448486328,-242.655868530,-198.763305664,-2158.018798828,-338.095306396,73.596069336,-2142.973632813,-338.790649414,81.746124268,-2142.675537109,-408.295227051,13.490516663,-1911.188842773,-409.762939453, 3.482038975,-1910.758789063,-282.073638916,-162.745635986,-2150.290039063,-285.072113037,-170.063079834,-2149.582031250,
11,-304.785125732,-184.388275146,-2132.429687500,-299.017974854,-179.913513184,-2135.318603516,-310.854461670,-161.312774658,-2143.115966797,-310.696014404,-168.980514526,-2142.738281250,-234.405029297,-193.462127686,-2162.848876953,-241.111740112,-196.948471069,-2157.475097656,-338.092102051,73.594375610,-2142.973144531,-338.787139893,81.744956970,-2142.677978516,-408.293457031,13.487900734,-1911.191894531,-409.760406494, 3.479181290,-1910.759643555,-280.222747803,-160.568954468,-2149.655761719,-283.270324707,-167.824356079,-2148.765869141,
12,-303.346893311,-182.682357788,-2132.116943359,-297.587982178,-178.155441284,-2134.827148438,-308.996856689,-158.943237305,-2142.444335938,-308.839263916,-166.616867065,-2142.154541016,-232.873672485,-191.530990601,-2162.260498047,-239.580032349,-195.000305176,-2156.937011719,-338.090545654,73.593284607,-2142.962890625,-338.787780762,81.744316101,-2142.681396484,-408.295013428,13.486432076,-1911.190551758,-409.760101318, 3.477332115,-1910.760498047,-278.343994141,-158.214965820,-2149.069824219,-281.424041748,-165.409439087,-2147.873046875,
13,-302.058959961,-180.898361206,-2131.770263672,-296.316650391,-176.355972290,-2134.423339844,-307.176055908,-156.230407715,-2141.963134766,-307.055908203,-163.909072876,-2141.694824219,-231.358779907,-189.489944458,-2161.689208984,-238.103546143,-192.933807373,-2156.326416016,-338.091552734,73.593833923,-2142.967773438,-338.790435791,81.743400574,-2142.682128906,-408.294525146,13.484934807,-1911.190429688,-409.760681152, 3.477291584,-1910.759521484,-276.486816406,-155.660064697,-2148.543457031,-279.646209717,-162.835250854,-2147.285888672,
14,-300.962524414,-179.029968262,-2131.408935547,-295.186737061,-174.426666260,-2134.037597656,-305.492462158,-153.323837280,-2141.753906250,-305.408721924,-160.994857788,-2141.485839844,-229.917434692,-187.377441406,-2161.006103516,-236.691894531,-190.767639160,-2155.680664063,-338.093170166,73.593353271,-2142.971923828,-338.792541504,81.742973328,-2142.680175781,-408.295623779,13.485980034,-1911.192871094,-409.763946533, 3.477701426,-1910.760009766,-274.707092285,-152.975448608,-2148.178222656,-277.962768555,-160.107391357,-2146.794189453,
15,-299.949310303,-176.989761353,-2131.253662109,-294.138580322,-172.361557007,-2133.713134766,-303.852813721,-150.234802246,-2141.528320313,-303.814208984,-157.921951294,-2141.205810547,-228.561767578,-185.133789063,-2160.238281250,-235.404113770,-188.505966187,-2154.983642578,-338.097930908,73.593757629,-2142.972412109,-338.797363281,81.744255066,-2142.682128906,-408.298553467,13.486964226,-1911.191772461,-409.766906738, 3.479437828,-1910.759765625,-273.020874023,-150.195739746,-2147.772705078,-276.395141602,-157.257507324,-2146.311035156,
16,-298.940643311,-174.741058350,-2131.039306641,-293.178497314,-170.117111206,-2133.520996094,-302.340209961,-147.076965332,-2141.327880859,-302.378326416,-154.756530762,-2141.069580078,-227.301452637,-182.859069824,-2159.443115234,-234.192276001,-186.161819458,-2154.190429688,-338.099182129,73.592781067,-2142.966308594,-338.797576904,81.743347168,-2142.676757813,-408.300445557,13.487761497,-1911.193359375,-409.767974854, 3.480712652,-1910.761230469,-271.429016113,-147.361907959,-2147.315673828,-274.936553955,-154.399902344,-2146.006103516,
17,-298.071563721,-172.370864868,-2130.954101563,-292.259918213,-167.724746704,-2133.296630859,-300.911376953,-143.864685059,-2141.245361328,-301.020843506,-151.547821045,-2140.915527344,-226.132949829,-180.530822754,-2158.606689453,-233.063964844,-183.790100098,-2153.423828125,-338.100280762,73.591567993,-2142.979248047,-338.794219971,81.741638184,-2142.676025391,-408.298217773,13.486875534,-1911.192504883,-409.765380859, 3.478416920,-1910.762329102,-269.911682129,-144.495819092,-2146.880859375,-273.571777344,-151.501998901,-2145.714599609,
18,-297.284027100,-169.832962036,-2130.862060547,-291.424621582,-165.169509888,-2133.144042969,-299.530334473,-140.584365845,-2141.091796875,-299.728912354,-148.266189575,-2140.832763672,-225.005310059,-178.125411987,-2157.527099609,-232.030990601,-181.361755371,-2152.537109375,-338.093383789,73.590667725,-2142.977294922,-338.790985107,81.740112305,-2142.681640625,-408.295379639,13.484066010,-1911.194702148,-409.760925293, 3.474761009,-1910.757568359,-268.497894287,-141.576690674,-2146.483886719,-272.314849854,-148.550933838,-2145.404296875,
19,-296.554199219,-167.167358398,-2130.818115234,-290.660064697,-162.533828735,-2133.059326172,-298.256561279,-137.232727051,-2141.028808594,-298.546386719,-144.901351929,-2140.745605469,-223.964279175,-175.682846069,-2156.630859375,-231.075790405,-178.843887329,-2151.596191406,-338.097808838,73.587402344,-2142.976074219,-338.792816162,81.736785889,-2142.677490234,-408.297058105,13.479808807,-1911.195800781,-409.764343262, 3.470936775,-1910.762817383,-267.173034668,-138.604843140,-2146.064941406,-271.144165039,-145.545578003,-2145.149658203,
20,-295.847259521,-164.372055054,-2130.848388672,-289.891632080,-159.750289917,-2132.884033203,-297.029907227,-133.778457642,-2140.952148438,-297.416900635,-141.433410645,-2140.632324219,-222.987747192,-173.191375732,-2155.552734375,-230.179519653,-176.288757324,-2150.638427734,-338.102478027,73.585304260,-2142.974121094,-338.796234131,81.734176636,-2142.677490234,-408.301940918,13.477102280,-1911.193969727,-409.770019531, 3.467808008,-1910.762939453,-265.891998291,-135.578994751,-2145.571289063,-270.006896973,-142.476562500,-2144.843017578,
21,-295.137512207,-161.489547729,-2130.689208984,-289.115997314,-156.874252319,-2132.651367188,-295.842864990,-130.218566895,-2140.888916016,-296.339447021,-137.878051758,-2140.567626953,-222.083099365,-170.638580322,-2154.524658203,-229.350631714,-173.672271729,-2149.677978516,-338.104766846,73.580276489,-2142.972412109,-338.799041748,81.732048035,-2142.681884766,-408.304473877,13.474073410,-1911.188964844,-409.773468018, 3.465296507,-1910.762329102,-264.655395508,-132.501571655,-2145.128417969,-268.928314209,-139.377288818,-2144.527099609,
22,-294.457824707,-158.517059326,-2130.667968750,-288.392120361,-153.952178955,-2132.560546875,-294.675537109,-126.651657104,-2140.745117188,-295.288757324,-134.294555664,-2140.346679688,-221.220214844,-168.041336060,-2153.388916016,-228.573837280,-171.021347046,-2148.636474609,-338.105102539,73.580543518,-2142.972412109,-338.802093506,81.730262756,-2142.683105469,-408.306091309,13.474493980,-1911.190307617,-409.774475098, 3.465029240,-1910.760498047,-263.470642090,-129.401596069,-2144.552001953,-267.929412842,-136.277984619,-2144.302001953,
23,-293.825195313,-155.574234009,-2130.545410156,-287.726440430,-150.973983765,-2132.356933594,-293.564361572,-123.074462891,-2140.499755859,-294.300292969,-130.681427002,-2140.118408203,-220.440368652,-165.396453857,-2152.346679688,-227.860031128,-168.322235107,-2147.690917969,-338.110260010,73.581359863,-2142.975585938,-338.806335449,81.731285095,-2142.681884766,-408.309387207,13.476311684,-1911.190551758,-409.778015137, 3.465976954,-1910.759277344,-262.367584229,-126.287841797,-2143.974609375,-266.982910156,-133.123428345,-2143.879882813,
24,-293.303070068,-152.616973877,-2130.435058594,-287.159759521,-148.037506104,-2132.100341797,-292.524383545,-119.503372192,-2140.141113281,-293.374389648,-127.120437622,-2139.770507813,-219.718444824,-162.663589478,-2151.195068359,-227.204803467,-165.572250366,-2146.667968750,-338.111358643,73.584564209,-2142.975341797,-338.808441162,81.736000061,-2142.679199219,-408.310943604,13.479157448,-1911.188354492,-409.780181885, 3.469211340,-1910.759277344,-261.348937988,-123.159599304,-2143.353271484,-266.069274902,-129.886947632,-2143.053955078,
