"translation","V1","V2","TimeSec","TimeAbsolute"
"0",8003,74082.4,74.0824,0
"0",8004,83331.8,83.3318,0
"0",8005,91913.2,91.9132,0
"0",8006,100593.4,100.5934,0
"0",8007,109242.8,109.2428,0
"0",8008,117974.2,117.9742,0
"0",8009,126820.9,126.8209,0
"0",8010,135487.1,135.4871,0
"0",8011,144168.5,144.1685,0
"0",8012,152800,152.8,0
"0",8013,161331.5,161.3315,0
"0",8014,170046.2,170.0462,0
"0",8015,178594.3,178.5943,0
"0",8016,189825.2,189.8252,0
"0",8017,200506.3,200.5063,0
"0",8018,211203.9,211.2039,0
"0",8019,220218.6,220.2186,0
"0",8020,229283.3,229.2833,0
"0",8021,245579.8,245.5798,0
"0",8022,254177.9,254.1779,0
"0",8023,262726,262.726,0
"0",8024,271290.8,271.2908,0
"0",8025,280388.9,280.3889,0
"0",8001,77399.7,77.3997,0
"0",8002,89530.4,89.5304,0
"0",8003,150850.4,150.8504,0
"0",8004,163980.9,163.9809,0
"0",8005,177861.2,177.8612,0
"0",8006,193805.9,193.8059,0
"0",8007,224898.8,224.8988,0
"0",8008,242430.5,242.4305,0
"0",8009,257227.3,257.2273,0
"0",8010,407409.3,407.4093,0
"0",8011,419841.8,419.8418,0
"0",8012,434422,434.422,0
"0",8013,450285.2,450.2852,0
"0",8014,465715.2,465.7152,0
"0",8015,484377.8,484.3778,0
"0",8016,514785.7,514.7857,0
"0",8017,529598.9,529.5989,0
"0",8018,544331.4,544.3314,0
"0",8019,557811.8,557.8118,0
"0",8020,580756.8,580.7568,0
"0",8021,592737.5,592.7375,0
"0",8022,607034.4,607.0344,0
"0",8023,618148.7,618.1487,0
"0",8024,631245.8,631.2458,0
"0",8025,642410,642.41,0
"0",8026,654140.8,654.1408,0
"0",8027,667138,667.138,0
"0",8028,678968.7,678.9687,0
"0",8029,697314.7,697.3147,0
"0",8030,710295.2,710.2952,0
"0",8031,736089.6,736.0896,0
"0",8032,748853.5,748.8535,0
"0",8033,760217.7,760.2177,0
"0",8034,772348.4,772.3484,0
"0",8035,784512.4,784.5124,0
"0",8036,796759.7,796.7597,0
"0",8037,809623.6,809.6236,0
"0",8038,821254.4,821.2544,0
"0",8039,833201.8,833.2018,0
"0",8040,845282.5,845.2825,0
