"translation","V1","V2","TimeSec","TimeAbsolute"
"0",8041,2165261.7,2165.2617,0
"0",8042,2196652.8,2196.6528,0
"0",8043,2244544.4,2244.5444,0
"0",8044,2270122.2,2270.1222,0
"0",8045,2282486.2,2282.4862,0
"0",8046,2301832,2301.832,0
"0",8047,2339857,2339.857,0
"0",8048,2373266.4,2373.2664,0
"0",8049,2508453.7,2508.4537,0
"0",8050,2521234.2,2521.2342,0
"0",8051,2533331.6,2533.3316,0
"0",8052,2546028.8,2546.0288,0
"0",8053,2565841.2,2565.8412,0
"0",8054,2578505.1,2578.5051,0
"0",8055,2591835.5,2591.8355,0
"0",8056,2602916.4,2602.9164,0
"0",8057,2619812.7,2619.8127,0
"0",8058,2632410,2632.41,0
"0",8059,2651755.8,2651.7558,0
"0",8060,2663369.9,2663.3699,0
"0",8061,2676250.5,2676.2505,0
"0",8062,2700961.7,2700.9617,0
"0",8063,2746632.8,2746.6328,0
"0",8064,2759532.3,2759.5323,0
"0",8065,2777661.7,2777.6617,0
"0",8066,2788026.1,2788.0261,0
"0",8067,2806005.5,2806.0055,0
"0",8068,2847963.1,2847.9631,0
"0",8069,2856777.7,2856.7777,0
"0",8070,2869808.3,2869.8083,0
