
000	0
141009	6.7
093048	6.7
870	6.8
500	1
202	2
10000	3
16000	4
10	33.3
13	34.3
94	34.3
9101	42656.3
20	42657.3
40	57704
63	98661.8
8001	98661.8
7	98621
80	98622

000	0
141009	0.3
100355	0.3
511	0.3
500	1
202	2
10000	3
16000	4
10	33.2
13	34.2
94	34.2
9101	229165.9
20	229166.9
40	276490
61	277423.1
8001	277423.1
7	277398
80	277399
90	280322.4
9102	281021.3
20	281022.3
40	289370.5
62	289670.4
8002	289670.4
7	289654
80	289655
90	291853.2
9103	292497.1
20	292498.1
40	303367.5
63	303767.4
8003	303767.4
7	303746
80	303747
90	306000.2
9104	306249.2
20	306250.2
40	313365.3
62	313815.2
8004	313815.2
7	313799
80	313800
90	306000.2
9105	315963.7
20	315964.7
40	322763.3
63	323179.8
8005	323179.8
7	323159
80	323160
90	325279.4
9106	325744.9
20	325745.9
40	331761.3
62	332127.9
8006	332127.9
7	332112
80	332113
90	334177.4
9107	334959.6
20	334960.6
40	345824.9
62	346191.5
8007	346191.5
7	346167
80	346168
90	348274.4
9108	348506.7
20	348507.7
40	357489.1
63	357855.6
8008	357855.6
7	357844
80	357845
90	359771.9
9109	360154.1
20	360155.1
40	367920.1
63	368320
8009	368320
7	368307
80	368308
90	370352.9
9110	372880.1
20	372881.1
40	379750.9
62	380184.1
8010	380184.1
7	380159
80	380160
90	382183.7
9111	382944
20	382945
40	391531.7
63	391981.6
8011	391981.6
7	391957
80	391958
91	394980.9
9112	396779.5
20	396780.5
40	406178.5
63	406542.8
8012	406542.8
7	406536
80	406537
90	408478
9113	409010.2
20	409011.2
40	430189.9
61	430723.1
8013	430723.1
7	430700
80	430701
90	432839.4
9114	436487.6
20	436488.6
40	443320.4
61	443737
8014	443737
7	443720
80	443721
90	432839.4
9115	445898.7
20	445899.7
40	485094.7
63	485611.2
8015	485611.2
7	485590
80	485591
90	432839.4
9116	488056.3
20	488057.3
40	495625.7
61	496075.6
8016	496075.6
7	496051
80	496052
90	498308.5
9117	498440.8
20	498441.8
40	503724
61	504190.5
8017	504190.5
7	504173
80	504174
90	506373.4
9118	521552.4
20	521553.4
40	525819.2
61	526252.4
8018	526252.4
7	526237
80	526238
90	528651.9
9119	531783.5
20	531784.5
40	541832.4
62	542232.3
8019	542232.3
7	542213
80	542214
90	544181.8
9120	545963.8
20	545964.8
40	554413
62	554761.9
8020	554761.9
7	554755
80	554756
90	556679.1
9121	558761
20	558762
40	561628.1
61	561994.6
8021	561994.6
7	561982
80	561983
90	563974.2
9122	564626.4
20	564627.4
40	570059.6
61	570476.1
8022	570476.1
7	570455
80	570456
90	572525.7
9123	572658
20	572659
40	579624.2
62	580040.7
8023	580040.7
7	580015
80	580016
90	582156.9
9124	582905.8
20	582906.8
40	588705.5
63	589055.4
8024	589055.4
7	589037
80	589038
190	589055.4
94	34.2
9125	591201.1
20	591202.1
40	598820
63	599236.6
8025	599236.6
301	599236.6
7	599218
80	599219
401	601751.7
100	601752.7
10	604768.7
12	604769.7
94	604769.7
9201	763566.5
20	763567.5
40	797176.9
62	799526.4
8026	799526.4
7	799514
80	799515
90	801992.5
9202	802058.2
20	802059.2
40	855714.2
62	856464
8027	856464
7	856450
80	856451
90	859546.7
9203	860262.2
20	860263.2
40	869227.9
61	869611.1
8028	869611.1
7	869598
80	869599
90	859546.7
9204	872859.5
20	872860.5
40	891639.7
61	892156.3
8029	892156.3
7	892136
80	892137
90	859546.7
9205	895604.5
20	895605.5
40	921133.3
62	921633.2
8030	921633.2
7	921609
80	921610
90	859546.7
9206	924964.8
20	924965.8
40	934363.8
62	934880.3
8031	934880.3
7	934868
80	934869
90	859546.7
9207	938195.3
20	938196.3
40	947211
61	950377
8032	950377
7	950360
80	950361
91	859546.7
9208	954641.7
20	954642.7
40	978570.8
62	979070.7
8033	979070.7
7	979045
80	979046
90	859546.7
9209	982502.3
20	982503.3
40	997900
62	998348.5
8034	998348.5
7	998341
80	998342
90	1001715.8
9210	1002997.9
20	1002998.9
40	1013546.6
63	1014029.8
8035	1014029.8
7	1014010
80	1014011
90	1001715.8
9211	1017761.3
20	1017762.3
40	1041138.9
63	1041723.8
8036	1041723.8
7	1041708
80	1041709
90	1001715.8
9212	1044855.5
20	1044856.5
40	1059819.9
63	1060336.4
8037	1060336.4
7	1060314
80	1060315
91	1063485.7
9213	1063751.4
20	1063752.4
40	1073000.3
61	1073447.5
8038	1073447.5
7	1073439
80	1073440
90	1063485.7
9214	1077181.8
20	1077182.8
40	1086830.7
63	1087597.2
8039	1087597.2
7	1087576
80	1087577
90	1063485.7
9215	1091195.4
20	1091196.4
40	1102977.2
61	1103810.3
8040	1103810.3
7	1103787
80	1103788
90	1063485.7
9216	1107441.9
20	1107442.9
40	1118457.1
62	1119055.8
8041	1119055.8
7	1119047
80	1119048
90	1063485.7
9217	1122372
20	1122373
40	1133320.6
62	1133770.5
8042	1133770.5
7	1133750
80	1133751
90	1137153.1
9218	1137485.3
20	1137486.3
40	1149383.8
63	1150067
8043	1150067
7	1150053
80	1150054
90	1137153.1
9219	1153515.2
20	1153516.2
40	1171845.5
61	1172295.4
8044	1172295.4
7	1172282
80	1172283
90	1137153.1
9220	1176060.3
20	1176061.3
40	1190091.6
63	1190639
8045	1190639
7	1190631
80	1190632
90	1137153.1
9221	1194056.4
