Number of frames: 1000
Frequency: 100
Units: mm

Frame,Marker_1 x,Marker_1 y,Marker_1 z,Marker_2 x,Marker_2 y,Marker_2 z,Marker_3 x,Marker_3 y,Marker_3 z,Marker_4 x,Marker_4 y,Marker_4 z
500,-190.058258057,-325.235504150,-2474.583740234,-195.084869385,-21.477079391,-2461.444580078,-318.904296875,-35.247852325,-2183.823242188,-223.383712769,-340.615905762,-2155.996337891,
501,-190.062469482,-325.233520508,-2474.591308594,-195.094299316,-21.477430344,-2461.436279297,-318.907562256,-35.249206543,-2183.815917969,-223.387451172,-340.616180420,-2155.991943359,
502,-190.071136475,-325.231658936,-2474.594970703,-195.099594116,-21.477180481,-2461.445068359,-318.911346436,-35.249500275,-2183.820068359,-223.389678955,-340.617340088,-2155.987548828,
503,-190.072692871,-325.230377197,-2474.611083984,-195.095031738,-21.475877762,-2461.445556641,-318.910766602,-35.251045227,-2183.807617188,-223.389755249,-340.617187500,-2155.977294922,
504,-190.065719604,-325.232788086,-2474.593505859,-195.095306396,-21.476320267,-2461.461425781,-318.906188965,-35.253246307,-2183.803222656,-223.383865356,-340.616241455,-2155.977050781,
505,-190.064361572,-325.231292725,-2474.593750000,-195.099456787,-21.475673676,-2461.451416016,-318.908843994,-35.254348755,-2183.802246094,-223.384872437,-340.615966797,-2155.969726563,
506,-190.072616577,-325.227722168,-2474.581298828,-195.102615356,-21.473674774,-2461.455810547,-318.908569336,-35.255851746,-2183.783691406,-223.390365601,-340.618530273,-2155.976074219,
507,-190.077011108,-325.230987549,-2474.588378906,-195.102279663,-21.476589203,-2461.458496094,-318.907440186,-35.257263184,-2183.777099609,-223.389282227,-340.618591309,-2155.967529297,
508,-190.071151733,-325.231994629,-2474.577148438,-195.101379395,-21.475225449,-2461.440429688,-318.906036377,-35.258678436,-2183.772460938,-223.387573242,-340.616668701,-2155.958984375,
509,-190.071258545,-325.231262207,-2474.573730469,-195.102584839,-21.476383209,-2461.455566406,-318.905853271,-35.259033203,-2183.770996094,-223.388473511,-340.615783691,-2155.960937500,
510,-190.078628540,-325.232025146,-2474.591552734,-195.107376099,-21.475883484,-2461.455810547,-318.913299561,-35.259220123,-2183.781494141,-223.393829346,-340.617309570,-2155.958984375,
511,-190.078887939,-325.232269287,-2474.590087891,-195.111129761,-21.475778580,-2461.465332031,-318.912475586,-35.257759094,-2183.784667969,-223.394500732,-340.618438721,-2155.962890625,
512,-190.075927734,-325.232849121,-2474.582275391,-195.109268188,-21.474565506,-2461.468017578,-318.911773682,-35.257801056,-2183.784912109,-223.394943237,-340.619171143,-2155.968017578,
513,-190.077117920,-325.233703613,-2474.600341797,-195.104919434,-21.475839615,-2461.459960938,-318.911041260,-35.257839203,-2183.787841797,-223.393890381,-340.617492676,-2155.975341797,
514,-190.076263428,-325.232177734,-2474.586669922,-195.103759766,-21.474546432,-2461.454345703,-318.909301758,-35.257339478,-2183.779296875,-223.395523071,-340.615966797,-2155.975097656,
515,-190.078140259,-325.232269287,-2474.593505859,-195.105865479,-21.476484299,-2461.452636719,-318.907440186,-35.258937836,-2183.768066406,-223.396133423,-340.616607666,-2155.976074219,
516,-190.076034546,-325.231445313,-2474.594726563,-195.106063843,-21.477731705,-2461.458251953,-318.906860352,-35.259559631,-2183.767822266,-223.394973755,-340.617767334,-2155.974853516,
517,-190.075866699,-325.231414795,-2474.607177734,-195.103103638,-21.473711014,-2461.457519531,-318.902832031,-35.261421204,-2183.759765625,-223.390991211,-340.616271973,-2155.978515625,
518,-190.071701050,-325.229705811,-2474.594482422,-195.095977783,-21.474828720,-2461.450683594,-318.897460938,-35.260841370,-2183.761718750,-223.387237549,-340.615539551,-2155.974853516,
519,-190.073471069,-325.231079102,-2474.599365234,-195.096679688,-21.474315643,-2461.459472656,-318.899780273,-35.260280609,-2183.759765625,-223.388519287,-340.617919922,-2155.966552734,
520,-190.065734863,-325.231170654,-2474.604736328,-195.093414307,-21.473873138,-2461.444580078,-318.897766113,-35.260250092,-2183.765625000,-223.385955811,-340.615417480,-2155.963867188,
521,-190.065536499,-325.231933594,-2474.595947266,-195.093460083,-21.474666595,-2461.460937500,-318.896118164,-35.260215759,-2183.761962891,-223.383880615,-340.615936279,-2155.961669922,
522,-190.061538696,-325.232421875,-2474.599853516,-195.085800171,-21.474800110,-2461.449707031,-318.892211914,-35.261180878,-2183.763183594,-223.381912231,-340.616973877,-2155.957763672,
523,-190.063415527,-325.231170654,-2474.589843750,-195.089248657,-21.473642349,-2461.448730469,-318.893157959,-35.261928558,-2183.759521484,-223.382308960,-340.617401123,-2155.961669922,
524,-190.067657471,-325.232391357,-2474.596191406,-195.095016479,-21.475471497,-2461.469238281,-318.896850586,-35.262138367,-2183.764892578,-223.383682251,-340.618652344,-2155.959228516,
525,-190.067703247,-325.231903076,-2474.593261719,-195.091400146,-21.474107742,-2461.461181641,-318.897064209,-35.260120392,-2183.766845703,-223.385513306,-340.617218018,-2155.959960938,
526,-190.066299438,-325.231414795,-2474.572265625,-195.094543457,-21.472459793,-2461.475830078,-318.897766113,-35.259922028,-2183.772216797,-223.385375977,-340.618377686,-2155.948974609,
527,-190.068679810,-325.229522705,-2474.582275391,-195.093704224,-21.471792221,-2461.476562500,-318.898651123,-35.258625031,-2183.781005859,-223.384307861,-340.618011475,-2155.949707031,
528,-190.065124512,-325.232269287,-2474.575927734,-195.097244263,-21.472162247,-2461.472167969,-318.899719238,-35.257659912,-2183.779052734,-223.386444092,-340.617706299,-2155.954101563,
529,-190.071456909,-325.231262207,-2474.574218750,-195.096420288,-21.473850250,-2461.472167969,-318.902435303,-35.255672455,-2183.785888672,-223.388046265,-340.619476318,-2155.948242188,
530,-190.074661255,-325.233612061,-2474.576171875,-195.102340698,-21.471517563,-2461.468261719,-318.903259277,-35.256927490,-2183.790283203,-223.390823364,-340.620574951,-2155.949218750,
531,-190.072128296,-325.232269287,-2474.575683594,-195.107116699,-21.474273682,-2461.476318359,-318.903259277,-35.255699158,-2183.787597656,-223.389892578,-340.616638184,-2155.945556641,
532,-190.079696655,-325.232360840,-2474.602050781,-195.104736328,-21.472877502,-2461.466552734,-318.907073975,-35.255970001,-2183.799072266,-223.394058228,-340.619476318,-2155.951171875,
533,-190.085449219,-325.231170654,-2474.606933594,-195.110137939,-21.472883224,-2461.472412109,-318.909820557,-35.254146576,-2183.802490234,-223.398559570,-340.619476318,-2155.950439453,
534,-190.079360962,-325.233184814,-2474.606933594,-195.111557007,-21.475225449,-2461.475341797,-318.909912109,-35.252960205,-2183.813476563,-223.395019531,-340.619171143,-2155.955322266,
535,-190.072921753,-325.233398438,-2474.583496094,-195.107681274,-21.474000931,-2461.467285156,-318.907714844,-35.252151489,-2183.811279297,-223.393722534,-340.617492676,-2155.951416016,
536,-190.077972412,-325.234527588,-2474.588623047,-195.103469849,-21.473783493,-2461.473632813,-318.905395508,-35.253040314,-2183.811279297,-223.394622803,-340.619201660,-2155.950439453,
537,-190.073715210,-325.233337402,-2474.566162109,-195.107604980,-21.474695206,-2461.476806641,-318.908508301,-35.251968384,-2183.816162109,-223.391830444,-340.621795654,-2155.952880859,
538,-190.072357178,-325.231658936,-2474.565429688,-195.107208252,-21.474658966,-2461.459228516,-318.906951904,-35.250854492,-2183.819091797,-223.390274048,-340.617858887,-2155.946533203,
539,-190.068191528,-325.233825684,-2474.563232422,-195.099731445,-21.474407196,-2461.461669922,-318.905273438,-35.250579834,-2183.821044922,-223.389678955,-340.618377686,-2155.948730469,
540,-190.071350098,-325.231658936,-2474.570068359,-195.100616455,-21.473861694,-2461.453613281,-318.905914307,-35.249839783,-2183.815185547,-223.390716553,-340.618957520,-2155.954101563,
541,-190.068695068,-325.234344482,-2474.572021484,-195.102798462,-21.474225998,-2461.461669922,-318.908416748,-35.249782562,-2183.815185547,-223.387161255,-340.616363525,-2155.947021484,
542,-190.064346313,-325.232818604,-2474.577636719,-195.098098755,-21.474180222,-2461.466064453,-318.903930664,-35.249824524,-2183.817871094,-223.383483887,-340.617309570,-2155.944824219,
543,-190.058654785,-325.232147217,-2474.587158203,-195.090225220,-21.476696014,-2461.466796875,-318.900054932,-35.248168945,-2183.821533203,-223.378326416,-340.618499756,-2155.945068359,
544,-190.057693481,-325.231689453,-2474.588867188,-195.091964722,-21.476640701,-2461.452392578,-318.900543213,-35.249141693,-2183.825439453,-223.375930786,-340.616729736,-2155.944091797,
545,-190.056274414,-325.230499268,-2474.578613281,-195.096405029,-21.473669052,-2461.453857422,-318.904907227,-35.246929169,-2183.822753906,-223.377044678,-340.615997314,-2155.948730469,
546,-190.059448242,-325.228759766,-2474.589599609,-195.090469360,-21.473987579,-2461.445068359,-318.905700684,-35.247684479,-2183.822753906,-223.378448486,-340.616027832,-2155.953125000,
547,-190.056152344,-325.227264404,-2474.562988281,-195.092834473,-21.476465225,-2461.444091797,-318.906433105,-35.246776581,-2183.826660156,-223.380050659,-340.617767334,-2155.957519531,
548,-190.057434082,-325.230163574,-2474.556640625,-195.097290039,-21.475229263,-2461.451171875,-318.908813477,-35.248218536,-2183.820068359,-223.382736206,-340.615966797,-2155.951904297,
549,-190.058242798,-325.232421875,-2474.531982422,-195.098037720,-21.475179672,-2461.453857422,-318.915008545,-35.247554779,-2183.823242188,-223.388214111,-340.616119385,-2155.956054688,
550,-190.059265137,-325.233093262,-2474.504394531,-195.097717285,-21.475450516,-2461.449707031,-318.917541504,-35.247333527,-2183.827880859,-223.392654419,-340.618011475,-2155.968505859,
551,-190.057937622,-325.235565186,-2474.489990234,-195.098281860,-21.476110458,-2461.447753906,-318.916320801,-35.248798370,-2183.826904297,-223.393218994,-340.615600586,-2155.968017578,
552,-190.058334351,-325.236022949,-2474.483398438,-195.100280762,-21.476772308,-2461.449218750,-318.919982910,-35.249637604,-2183.829589844,-223.397048950,-340.616546631,-2155.986083984,
553,-190.065795898,-325.240356445,-2474.471679688,-195.100753784,-21.478555679,-2461.455322266,-318.925048828,-35.247871399,-2183.832031250,-223.403305054,-340.617797852,-2156.000732422,
554,-190.070098877,-325.241088867,-2474.457275391,-195.105117798,-21.477830887,-2461.453369141,-318.931274414,-35.247394562,-2183.835449219,-223.407226563,-340.618072510,-2156.005371094,
555,-190.073577881,-325.240966797,-2474.466796875,-195.107818604,-21.476884842,-2461.449707031,-318.929687500,-35.246646881,-2183.846923828,-223.407928467,-340.614990234,-2156.009521484,
556,-190.075759888,-325.239013672,-2474.464599609,-195.109786987,-21.476907730,-2461.446289063,-318.933715820,-35.244407654,-2183.849853516,-223.411224365,-340.614990234,-2156.022949219,
557,-190.072601318,-325.238800049,-2474.473388672,-195.108505249,-21.481096268,-2461.442382813,-318.935791016,-35.243953705,-2183.859130859,-223.411453247,-340.615081787,-2156.028564453,
558,-190.069122314,-325.238403320,-2474.481933594,-195.109313965,-21.479457855,-2461.452636719,-318.935577393,-35.243324280,-2183.860595703,-223.408523560,-340.613739014,-2156.028320313,
559,-190.068283081,-325.236999512,-2474.485595703,-195.109664917,-21.477130890,-2461.448242188,-318.936645508,-35.241447449,-2183.869873047,-223.405776978,-340.615142822,-2156.027832031,
560,-190.069366455,-325.237884521,-2474.504638672,-195.105773926,-21.478212357,-2461.451416016,-318.936737061,-35.240261078,-2183.870117188,-223.403991699,-340.615386963,-2156.019042969,
561,-190.067352295,-325.234802246,-2474.506103516,-195.107437134,-21.476854324,-2461.455078125,-318.936187744,-35.241462708,-2183.862060547,-223.403152466,-340.617218018,-2156.011230469,
562,-190.061355591,-325.234893799,-2474.501708984,-195.103942871,-21.478216171,-2461.452148438,-318.934265137,-35.239830017,-2183.874267578,-223.399169922,-340.614593506,-2155.999267578,
563,-190.064605713,-325.237915039,-2474.511718750,-195.104949951,-21.476667404,-2461.455810547,-318.935455322,-35.240356445,-2183.875976563,-223.399063110,-340.616455078,-2155.992431641,
564,-190.062789917,-325.237762451,-2474.514160156,-195.103698730,-21.474817276,-2461.466064453,-318.932250977,-35.240291595,-2183.867187500,-223.395614624,-340.616058350,-2155.990234375,
565,-190.061935425,-325.233459473,-2474.503417969,-195.101821899,-21.477413177,-2461.457275391,-318.930175781,-35.240837097,-2183.866455078,-223.392959595,-340.616180420,-2155.989257813,
566,-190.059234619,-325.235626221,-2474.514648438,-195.097106934,-21.474534988,-2461.454589844,-318.925781250,-35.241455078,-2183.857666016,-223.390869141,-340.617889404,-2155.986572266,
567,-190.060760498,-325.235351563,-2474.516601563,-195.096008301,-21.473060608,-2461.449951172,-318.923553467,-35.241355896,-2183.858642578,-223.388107300,-340.615570068,-2155.983398438,
568,-190.061187744,-325.234802246,-2474.515136719,-195.099639893,-21.472185135,-2461.468505859,-318.923309326,-35.241294861,-2183.854248047,-223.385696411,-340.615997314,-2155.972167969,
569,-190.061233521,-325.231445313,-2474.531738281,-195.098693848,-21.473470688,-2461.473388672,-318.921630859,-35.239273071,-2183.854980469,-223.386596680,-340.617126465,-2155.974609375,
570,-190.063827515,-325.233520508,-2474.531005859,-195.100021362,-21.471982956,-2461.463134766,-318.918975830,-35.241012573,-2183.848388672,-223.385833740,-340.616516113,-2155.965576172,
571,-190.063034058,-325.232818604,-2474.537353516,-195.105819702,-21.471433640,-2461.462402344,-318.920928955,-35.241840363,-2183.853515625,-223.385177612,-340.615570068,-2155.956787109,
572,-190.067733765,-325.232025146,-2474.549072266,-195.109542847,-21.471273422,-2461.452148438,-318.922851563,-35.241813660,-2183.844726563,-223.387817383,-340.615234375,-2155.959228516,
573,-190.071166992,-325.234191895,-2474.561523438,-195.112243652,-21.473197937,-2461.470458984,-318.922027588,-35.242496490,-2183.847656250,-223.387435913,-340.616851807,-2155.964111328,
574,-190.067153931,-325.232360840,-2474.558105469,-195.111831665,-21.476039886,-2461.450439453,-318.919342041,-35.244297028,-2183.840820313,-223.386978149,-340.617034912,-2155.966552734,
575,-190.068634033,-325.234497070,-2474.572509766,-195.114913940,-21.476852417,-2461.440429688,-318.920135498,-35.243701935,-2183.843017578,-223.386825562,-340.615966797,-2155.962890625,
576,-190.073272705,-325.233886719,-2474.567626953,-195.123596191,-21.476058960,-2461.449707031,-318.924865723,-35.246257782,-2183.840820313,-223.392318726,-340.616241455,-2155.960693359,
577,-190.077392578,-325.233673096,-2474.564208984,-195.129241943,-21.475955963,-2461.434570313,-318.925384521,-35.247104645,-2183.832519531,-223.395553589,-340.617156982,-2155.970214844,
578,-190.075881958,-325.231964111,-2474.572021484,-195.133407593,-21.476646423,-2461.448242188,-318.927429199,-35.246162415,-2183.841064453,-223.396377563,-340.616363525,-2155.968994141,
579,-190.079681396,-325.235168457,-2474.573730469,-195.138061523,-21.477121353,-2461.442382813,-318.927032471,-35.247920990,-2183.830322266,-223.398513794,-340.618438721,-2155.969238281,
580,-190.081130981,-325.234741211,-2474.578369141,-195.140426636,-21.477203369,-2461.440185547,-318.928802490,-35.246253967,-2183.833496094,-223.397521973,-340.615722656,-2155.965332031,
581,-190.079391479,-325.234680176,-2474.579589844,-195.140182495,-21.478532791,-2461.454101563,-318.929718018,-35.247505188,-2183.842041016,-223.397933960,-340.617706299,-2155.973876953,
582,-190.073303223,-325.235656738,-2474.570068359,-195.136230469,-21.477636337,-2461.449707031,-318.922363281,-35.248538971,-2183.829589844,-223.396163940,-340.618438721,-2155.976318359,
583,-190.071121216,-325.230895996,-2474.554199219,-195.136077881,-21.478136063,-2461.454833984,-318.924285889,-35.249000549,-2183.830566406,-223.396697998,-340.617462158,-2155.976806641,
584,-190.075988770,-325.232971191,-2474.543212891,-195.137023926,-21.478649139,-2461.451904297,-318.925872803,-35.249053955,-2183.829589844,-223.398513794,-340.616516113,-2155.978271484,
585,-190.069290161,-325.233551025,-2474.533203125,-195.135665894,-21.474296570,-2461.462158203,-318.922698975,-35.250526428,-2183.814208984,-223.396545410,-340.615905762,-2155.976318359,
586,-190.069076538,-325.235504150,-2474.550537109,-195.125747681,-21.472532272,-2461.451904297,-318.918457031,-35.250335693,-2183.813476563,-223.395080566,-340.616058350,-2155.976074219,
587,-190.061965942,-325.235717773,-2474.525146484,-195.122406006,-21.472715378,-2461.458740234,-318.914825439,-35.249748230,-2183.812744141,-223.392395020,-340.616119385,-2155.981201172,
588,-190.059387207,-325.235687256,-2474.533447266,-195.117706299,-21.471885681,-2461.460693359,-318.915618896,-35.251106262,-2183.812500000,-223.390014648,-340.613861084,-2155.984375000,
589,-190.058166504,-325.236602783,-2474.536621094,-195.111557007,-21.472732544,-2461.464111328,-318.916351318,-35.249130249,-2183.825195313,-223.388870239,-340.615142822,-2155.987060547,
590,-190.055267334,-325.235229492,-2474.551513672,-195.112640381,-21.472185135,-2461.465087891,-318.917968750,-35.247917175,-2183.832519531,-223.386581421,-340.615447998,-2155.993896484,
591,-190.054504395,-325.233215332,-2474.546630859,-195.115600586,-21.474250793,-2461.474121094,-318.918609619,-35.245162964,-2183.844726563,-223.385940552,-340.614562988,-2155.995361328,
592,-190.054229736,-325.232604980,-2474.556396484,-195.112915039,-21.475301743,-2461.469726563,-318.922698975,-35.244369507,-2183.849853516,-223.388320923,-340.615234375,-2156.000732422,
593,-190.060134888,-325.232238770,-2474.569335938,-195.113876343,-21.473871231,-2461.467041016,-318.924499512,-35.243530273,-2183.847656250,-223.388412476,-340.616455078,-2156.004638672,
594,-190.056060791,-325.232177734,-2474.564697266,-195.115859985,-21.475910187,-2461.456787109,-318.922637939,-35.245166779,-2183.845458984,-223.389297485,-340.615203857,-2156.000000000,
595,-190.059921265,-325.230499268,-2474.550781250,-195.115844727,-21.473903656,-2461.452148438,-318.923217773,-35.246364594,-2183.836669922,-223.389144897,-340.614471436,-2155.990722656,
596,-190.062057495,-325.230224609,-2474.554931641,-195.116744995,-21.474948883,-2461.452148438,-318.924316406,-35.246307373,-2183.830810547,-223.392578125,-340.615112305,-2155.984130859,
597,-190.064575195,-325.237243652,-2474.559570313,-195.122161865,-21.474018097,-2461.453125000,-318.923767090,-35.248203278,-2183.819580078,-223.394790649,-340.613647461,-2155.980712891,
598,-190.067047119,-325.233367920,-2474.541015625,-195.124435425,-21.473266602,-2461.451171875,-318.927947998,-35.248081207,-2183.832763672,-223.395553589,-340.614715576,-2155.974609375,
599,-190.069290161,-325.235290527,-2474.554443359,-195.124206543,-21.474531174,-2461.456298828,-318.930145264,-35.247001648,-2183.832763672,-223.398666382,-340.614807129,-2155.971923828,
600,-190.077514648,-325.234497070,-2474.553710938,-195.128570557,-21.474498749,-2461.460205078,-318.933776855,-35.246044159,-2183.843017578,-223.400970459,-340.614990234,-2155.975097656,
601,-190.079986572,-325.233581543,-2474.568115234,-195.130203247,-21.474235535,-2461.464843750,-318.935577393,-35.245059967,-2183.845214844,-223.403381348,-340.615753174,-2155.977294922,
602,-190.080566406,-325.232757568,-2474.578369141,-195.131042480,-21.472990036,-2461.452880859,-318.936279297,-35.245330811,-2183.845214844,-223.402770996,-340.614715576,-2155.974609375,
603,-190.081222534,-325.233581543,-2474.591796875,-195.133483887,-21.473724365,-2461.473144531,-318.935943604,-35.244815826,-2183.845703125,-223.403045654,-340.616119385,-2155.970703125,
604,-190.080200195,-325.231719971,-2474.599121094,-195.132537842,-21.472358704,-2461.473876953,-318.936950684,-35.244106293,-2183.860839844,-223.402023315,-340.615692139,-2155.972656250,
605,-190.082397461,-325.233184814,-2474.602539063,-195.129531860,-21.474206924,-2461.477050781,-318.937652588,-35.245197296,-2183.859619141,-223.403472900,-340.616058350,-2155.973388672,
606,-190.080184937,-325.229522705,-2474.589355469,-195.125305176,-21.474502563,-2461.464599609,-318.932006836,-35.242736816,-2183.852294922,-223.399444580,-340.615478516,-2155.968505859,
607,-190.080535889,-325.232299805,-2474.611816406,-195.123870850,-21.473737717,-2461.468017578,-318.931396484,-35.242210388,-2183.851806641,-223.399383545,-340.616241455,-2155.969482422,
608,-190.073608398,-325.227813721,-2474.586181641,-195.119506836,-21.472974777,-2461.453857422,-318.928588867,-35.241127014,-2183.857421875,-223.398086548,-340.616149902,-2155.976562500,
609,-190.070343018,-325.228912354,-2474.578857422,-195.118988037,-21.473346710,-2461.454101563,-318.927856445,-35.241462708,-2183.864013672,-223.396606445,-340.614288330,-2155.978027344,
610,-190.066879272,-325.229064941,-2474.583984375,-195.116806030,-21.472438812,-2461.457519531,-318.926483154,-35.240852356,-2183.860839844,-223.395217896,-340.614593506,-2155.989746094,
611,-190.068145752,-325.229522705,-2474.595703125,-195.113693237,-21.473686218,-2461.454589844,-318.922882080,-35.239398956,-2183.860839844,-223.391784668,-340.611907959,-2155.990234375,
612,-190.064712524,-325.228454590,-2474.574707031,-195.112335205,-21.473178864,-2461.452148438,-318.923614502,-35.238681793,-2183.864746094,-223.392211914,-340.613006592,-2155.993408203,
613,-190.062896729,-325.229003906,-2474.584228516,-195.113296509,-21.471519470,-2461.456298828,-318.924682617,-35.238616943,-2183.867431641,-223.391891479,-340.614227295,-2156.001220703,
614,-190.062423706,-325.229309082,-2474.576904297,-195.113922119,-21.473115921,-2461.449462891,-318.924743652,-35.239349365,-2183.864501953,-223.389205933,-340.611816406,-2156.008300781,
615,-190.061401367,-325.231842041,-2474.571533203,-195.112335205,-21.472330093,-2461.453369141,-318.925506592,-35.238113403,-2183.868652344,-223.390731812,-340.610748291,-2156.009277344,
616,-190.064559937,-325.229614258,-2474.558105469,-195.116912842,-21.473258972,-2461.455322266,-318.927886963,-35.239192963,-2183.865966797,-223.395431519,-340.613922119,-2156.020263672,
617,-190.063201904,-325.233337402,-2474.578125000,-195.121429443,-21.472215652,-2461.466796875,-318.928894043,-35.238739014,-2183.867675781,-223.394134521,-340.613769531,-2156.027343750,
618,-190.062866211,-325.229492188,-2474.568115234,-195.120330811,-21.473102570,-2461.467773438,-318.927581787,-35.237987518,-2183.872802734,-223.393615723,-340.611999512,-2156.031982422,
619,-190.069290161,-325.232604980,-2474.583984375,-195.117294312,-21.473632813,-2461.471679688,-318.931976318,-35.238731384,-2183.881835938,-223.398925781,-340.613739014,-2156.039062500,
620,-190.068038940,-325.231445313,-2474.573486328,-195.124084473,-21.472377777,-2461.478759766,-318.935058594,-35.237621307,-2183.883789063,-223.401733398,-340.614959717,-2156.041992188,
621,-190.072387695,-325.232879639,-2474.564453125,-195.130569458,-21.472219467,-2461.477539063,-318.937438965,-35.238208771,-2183.885009766,-223.401184082,-340.610717773,-2156.042724609,
622,-190.077972412,-325.231750488,-2474.565917969,-195.125640869,-21.473363876,-2461.476806641,-318.936218262,-35.239459991,-2183.872802734,-223.406341553,-340.612426758,-2156.042724609,
623,-190.085891724,-325.233032227,-2474.577636719,-195.128967285,-21.472833633,-2461.473144531,-318.944519043,-35.240451813,-2183.877685547,-223.410461426,-340.615417480,-2156.040771484,
624,-190.081848145,-325.234191895,-2474.568603516,-195.138092041,-21.473581314,-2461.461914063,-318.943206787,-35.239814758,-2183.872558594,-223.410202026,-340.614929199,-2156.032714844,
625,-190.083221436,-325.233734131,-2474.584472656,-195.135299683,-21.473594666,-2461.467773438,-318.942779541,-35.240062714,-2183.878662109,-223.408691406,-340.614013672,-2156.027587891,
626,-190.082000732,-325.232696533,-2474.569580078,-195.125305176,-21.474617004,-2461.464355469,-318.941009521,-35.239276886,-2183.882812500,-223.408050537,-340.617156982,-2156.026367188,
627,-190.078506470,-325.231231689,-2474.552734375,-195.127487183,-21.475301743,-2461.462402344,-318.938232422,-35.240570068,-2183.877197266,-223.406524658,-340.617095947,-2156.025390625,
628,-190.076354980,-325.233612061,-2474.546630859,-195.131805420,-21.475147247,-2461.462402344,-318.937500000,-35.241085052,-2183.870849609,-223.402191162,-340.614593506,-2156.015625000,
629,-190.074188232,-325.233001709,-2474.559326172,-195.123184204,-21.477176666,-2461.457031250,-318.934844971,-35.242424011,-2183.856201172,-223.400543213,-340.614440918,-2156.011962891,
630,-190.073196411,-325.230712891,-2474.539306641,-195.120132446,-21.474706650,-2461.440185547,-318.933227539,-35.244037628,-2183.846191406,-223.401031494,-340.615478516,-2156.008056641,
631,-190.071228027,-325.232635498,-2474.558837891,-195.127883911,-21.474847794,-2461.447998047,-318.931640625,-35.245464325,-2183.842285156,-223.397583008,-340.614501953,-2155.996337891,
632,-190.067321777,-325.230712891,-2474.558105469,-195.123352051,-21.476148605,-2461.443359375,-318.927917480,-35.244853973,-2183.833740234,-223.393447876,-340.615570068,-2155.994140625,
633,-190.070083618,-325.230407715,-2474.577880859,-195.112304688,-21.476869583,-2461.437011719,-318.921203613,-35.245761871,-2183.833007813,-223.392318726,-340.616851807,-2155.981201172,
634,-190.061065674,-325.229095459,-2474.560302734,-195.112976074,-21.477275848,-2461.438720703,-318.921752930,-35.245513916,-2183.840576172,-223.389678955,-340.616790771,-2155.974365234,
635,-190.061386108,-325.229492188,-2474.575195313,-195.117477417,-21.475219727,-2461.435302734,-318.921325684,-35.242359161,-2183.842285156,-223.385513306,-340.614196777,-2155.964355469,
636,-190.058822632,-325.229522705,-2474.573974609,-195.110305786,-21.475179672,-2461.437988281,-318.916290283,-35.242252350,-2183.841796875,-223.384185791,-340.614379883,-2155.965576172,
637,-190.059356689,-325.230224609,-2474.581054688,-195.106109619,-21.475049973,-2461.434082031,-318.913879395,-35.241233826,-2183.847412109,-223.386001587,-340.616607666,-2155.978271484,
638,-190.065231323,-325.227325439,-2474.580322266,-195.111679077,-21.474800110,-2461.442871094,-318.916107178,-35.241447449,-2183.847167969,-223.388015747,-340.612884521,-2155.977294922,
639,-190.069351196,-325.231018066,-2474.588378906,-195.115554810,-21.474205017,-2461.439453125,-318.919708252,-35.242355347,-2183.842285156,-223.392532349,-340.612731934,-2155.987060547,
640,-190.069396973,-325.230987549,-2474.585449219,-195.111007690,-21.472869873,-2461.438720703,-318.918151855,-35.241317749,-2183.843261719,-223.391143799,-340.614807129,-2155.990478516,
641,-190.068603516,-325.231597900,-2474.599121094,-195.107101440,-21.476152420,-2461.454345703,-318.917114258,-35.242725372,-2183.851806641,-223.389984131,-340.614471436,-2155.994873047,
642,-190.070007324,-325.230102539,-2474.571777344,-195.120071411,-21.473743439,-2461.470214844,-318.922485352,-35.242828369,-2183.854980469,-223.394744873,-340.612945557,-2155.997802734,
643,-190.080123901,-325.229675293,-2474.576660156,-195.121902466,-21.472534180,-2461.462646484,-318.928924561,-35.240348816,-2183.856933594,-223.401535034,-340.613800049,-2156.013916016,
644,-190.079360962,-325.230895996,-2474.577148438,-195.115798950,-21.471857071,-2461.457275391,-318.927947998,-35.240139008,-2183.860107422,-223.402786255,-340.615447998,-2156.017333984,
645,-190.079818726,-325.230682373,-2474.567626953,-195.114227295,-21.473630905,-2461.465820313,-318.927581787,-35.238822937,-2183.872802734,-223.400924683,-340.613769531,-2156.021484375,
646,-190.082290649,-325.232177734,-2474.572265625,-195.120880127,-21.473272324,-2461.468994141,-318.929473877,-35.237171173,-2183.873535156,-223.405609131,-340.614624023,-2156.027099609,
647,-190.083450317,-325.236572266,-2474.574951172,-195.123580933,-21.473194122,-2461.470214844,-318.934753418,-35.236560822,-2183.876708984,-223.408966064,-340.615478516,-2156.033935547,
648,-190.081954956,-325.231689453,-2474.580078125,-195.118041992,-21.473382950,-2461.471923828,-318.934204102,-35.235431671,-2183.891845703,-223.407714844,-340.613403320,-2156.028320313,
649,-190.083465576,-325.231872559,-2474.578125000,-195.114486694,-21.473281860,-2461.474853516,-318.932159424,-35.234951019,-2183.881835938,-223.408020020,-340.615600586,-2156.035644531,
650,-190.076919556,-325.231323242,-2474.577636719,-195.116180420,-21.472976685,-2461.467773438,-318.931823730,-35.235549927,-2183.884521484,-223.406265259,-340.613037109,-2156.034667969,
651,-190.081146240,-325.233673096,-2474.579833984,-195.117050171,-21.472240448,-2461.477539063,-318.932312012,-35.237316132,-2183.878906250,-223.407211304,-340.612701416,-2156.040771484,
