
000	0
141126	0.6
094911	0.6
145	0.6
501	1
207	2
10000	3
16000	4
11	33.2
12	34.2
94	34.2
9101	4389448.2
20	4389449.2
40	4400696.7
63	4408045
8001	4408045
8	4408030
80	4408031
90	4413060.6
9102	4413976
20	4413977
40	4426840.8
63	4427773.9
8002	4427773.9
8	4427763
80	4427764
90	4413060.6
9103	4432788.5
20	4432789.5
40	4441620.8
63	4442637.3
8003	4442637.3
8	4442626
80	4442627
90	4413060.6
9104	4447151.9
20	4447152.9
40	4454751.2
61	4455751
8004	4455751
8	4455737
80	4455738
90	4413060.6
9105	4460765.5
20	4460766.5
40	4469364.6
62	4470247.7
8005	4470247.7
8	4470222
80	4470223
90	4413060.6
9106	4475262.3
20	4475263.3
40	4484527.9
62	4485127.7
8006	4485127.7
8	4485116
80	4485117
90	4413060.6
9107	4489809
20	4489810
40	4499324.6
63	4500041.1
8007	4500041.1
8	4500025
80	4500026
90	4413060.6
9108	4504322.5
20	4504323.5
40	4512771.6
63	4513519
8008	4513519
8	4513512
80	4513513
90	4413060.6
9109	4517786.1
20	4517787.1
40	4524568.9
62	4525218.8
8009	4525218.8
8	4525200
80	4525201
90	4413060.6
9110	4528867
20	4528868
40	4540048.8
63	4540781.9
8010	4540781.9
8	4540767
80	4540768
90	4413060.6
9111	4545529.9
20	4545530.9
40	4551812.8
62	4552512.7
8011	4552512.7
8	4552494
80	4552495
90	4413060.6
9112	4556594
20	4556595
40	4563393.6
62	4564126.7
8012	4564126.7
8	4564111
80	4564112
90	4413060.6
9113	4568818.8
20	4568819.8
40	4576973.9
62	4577671.5
8013	4577671.5
8	4577664
80	4577665
90	4413060.6
9114	4581516.1
20	4581517.1
40	4588937.8
61	4589535.4
8014	4589535.4
8	4589527
80	4589528
90	4413060.6
9115	4593985.7
20	4593986.7
40	4602001.6
62	4602618.1
8015	4602618.1
8	4602599
80	4602600
90	4413060.6
9116	4606516.2
20	4606517.2
40	4640726.2
63	4641459.4
8016	4641459.4
8	4641434
80	4641435
90	4413060.6
9117	4645557.4
20	4645558.4
40	4653090.1
61	4653740
8017	4653740
8	4653723
80	4653724
90	4413060.6
9118	4658088
20	4658089
40	4665787.3
63	4666337.2
8018	4666337.2
8	4666319
80	4666320
90	4413060.6
9119	4670130.4
20	4670131.4
40	4678017.8
61	4678698.8
8019	4678698.8
8	4678690
80	4678691
90	4413060.6
9120	4682832.5
20	4682833.5
40	4691731.5
62	4692331.3
8020	4692331.3
8	4692310
80	4692311
90	4413060.6
9121	4695996.2
20	4695997.2
40	4703578.8
61	4704245.3
8021	4704245.3
8	4704220
80	4704221
90	4413060.6
9122	4707926.9
20	4707927.9
40	4719541.9
61	4720191.8
8022	4720191.8
8	4720173
80	4720174
90	4413060.6
9123	4724706.4
20	4724707.4
40	4732522.3
61	4733188.8
8023	4733188.8
8	4733169
80	4733170
190	4733188.8
94	34.2
9124	4737753.5
20	4737754.5
40	4746285.9
61	4747119.1
8024	4747119.1
8	4747104
80	4747105
400	4751483.8
100	4751484.8
11	4754500.8
13	4754501.8
94	4754501.8
9201	4805904.9
20	4805905.9
40	4810055
63	4810904.8
8025	4810904.8
8	4810881
80	4810882
90	4413060.6
9202	4814269.7
20	4814270.7
40	4819419.6
61	4820352.7
8026	4820352.7
8	4820327
80	4820328
90	4823452
9203	4823900.9
20	4823901.9
40	4828867.4
62	4829450.6
8027	4829450.6
8	4829427
80	4829428
90	4823452
9204	4832615.6
20	4832616.6
40	4836998.9
62	4837565.5
8028	4837565.5
8	4837547
80	4837548
90	4823452
9205	4840730.5
20	4840731.5
40	4847180
61	4847813.2
8029	4847813.2
8	4847800
80	4847801
90	4823452
9206	4850944.8
20	4850945.8
40	4857561
63	4858144.2
8030	4858144.2
8	4858130
80	4858131
90	4861226.9
9207	4861409.2
20	4861410.2
40	4866609
63	4867125.5
8031	4867125.5
8	4867114
80	4867115
90	4861226.9
9208	4870490.5
20	4870491.5
40	4875257.1
62	4875973.6
8032	4875973.6
8	4875958
80	4875959
90	4861226.9
9209	4879555.1
20	4879556.1
40	4885121.5
63	4885738
8033	4885738
8	4885716
80	4885717
90	4861226.9
9210	4888786.4
20	4888787.4
40	4893852.9
61	4894633.8
8034	4894633.8
8	4894625
80	4894626
90	4861226.9
9211	4897901
20	4897902
40	4903117.5
62	4903684
8035	4903684
8	4903662
80	4903663
90	4861226.9
9212	4906982.3
20	4906983.3
40	4911282.3
62	4911665.6
8036	4911665.6
8	4911652
80	4911653
90	4861226.9
9213	4915213.8
20	4915214.8
40	4919580.4
63	4920180.3
8037	4920180.3
8	4920156
80	4920157
90	4861226.9
9214	4923312
20	4923313
40	4928078.6
63	4928778.4
8038	4928778.4
8	4928760
80	4928761
90	4861226.9
9215	4931960
20	4931961
40	4936326.7
61	4937026.6
8039	4937026.6
8	4937015
80	4937016
90	4861226.9
9216	4939941.6
20	4939942.6
40	4944708.2
62	4945341.4
8040	4945341.4
8	4945316
80	4945317
90	4948374
9217	4948573
20	4948574
40	4953039.6
61	4953556.2
8041	4953556.2
8	4953530
80	4953531
90	4948374
9218	4956987.7
20	4956988.7
40	4961787.6
61	4962320.9
8042	4962320.9
8	4962309
80	4962310
90	4948374
9219	4965202.6
20	4965203.6
40	4971618.8
62	4972102
8043	4972102
8	4972078
80	4972079
90	4948374
9220	4975133.7
20	4975134.7
40	4979767
63	4980300.2
8044	4980300.2
8	4980284
80	4980285
90	4948374
9221	4983265.2
20	4983266.2
40	4988048.5
61	4988698.3
8045	4988698.3
8	4988673
80	4988674
90	4948374
9222	4991846.6
20	4991847.6
40	4996929.8
63	4997429.7
8046	4997429.7
8	4997417
80	4997418
90	4948374
9223	5000228.1
20	5000229.1
