
000	0
130909	0.5
125857	0.5
734	0.5
500	1
202	2
10000	3
15000	4
10	33.2
13	34.2
9101	133818.7
20	133819.7
40	138452
62	139118.5
8001	139118.5
5	139099
80	139100
9102	143016.6
20	143017.6
40	147749.9
63	148416.4
8002	148416.4
5	148393
80	148394
9103	152481.2
20	152482.2
40	158814.1
62	159696
8003	159696
5	159687
80	159688
9104	162678.9
20	162679.9
30	163063
9104	179575
20	179576
30	179626
9104	180441.5
20	180442.5
30	180692
9104	195788
20	195789
30	196189
9104	201020.2
20	201021.2
30	202054
9104	202136.6
20	202137.6
40	208536.2
62	209386
8004	209386
5	209376
80	209377
9105	213067.5
20	213068.5
40	219817
61	220516.8
8005	220516.8
5	220494
80	220495
9106	224048.3
20	224049.3
40	229631.4
61	230231.3
8006	230231.3
5	230215
80	230216
9107	233462.9
20	233463.9
40	239095.9
63	239679.1
8007	239679.1
5	239665
80	239666
9108	242577.5
20	242578.5
40	250226.8
61	250810
8008	250810
5	250796
80	250797
9109	254441.5
20	254442.5
40	260091.1
61	260674.4
8009	260674.4
5	260663
80	260664
9110	263806
20	263807
40	268522.6
62	268972.5
8010	268972.5
5	268951
80	268952
9111	271854.2
20	271855.2
40	277287.3
61	277820.5
8011	277820.5
5	277808
80	277809
9112	280902.1
20	280903.1
40	286335.3
61	286851.8
8012	286851.8
5	286835
80	286836
