"translation","V1","V2","TimeSec","TimeAbsolute"
"0","0",0,0,0
"0","141111",0.6,6e-04,0
"0","104345",0.6,6e-04,0
"0","468",0.6,6e-04,0
"0","501",1,0.001,0
"0","207",2,0.002,0
"0","10000",3,0.003,0
"0","16000",4,0.004,0
"RH Block Start","11",33.3,0.0333,0
"Visible Block Start","12",34.3,0.0343,0
"0","94",34.3,0.0343,0
"0","9101",714237.8,714.2378,0
"0","20",714238.8,714.2388,0
"0","40",729803.5,729.8035,0
"move epoch: 1cm cube","61",731101.5,731.1015,0
"0","8001",731101.5,731.1015,0
"0","8",731093,731.093,0
"trial finished okay","80",731094,731.094,0
"ERROR: lifted during loading/checking","30",737751,737.751,0
"auto denial","93",736118.7,736.1187,0
"0","94",34.3,0.0343,0
"0","9102",737917.3,737.9173,0
"0","20",737918.3,737.9183,0
"0","40",748765.9,748.7659,0
"move epoch: 1cm cube","61",749597.1,749.5971,0
"0","8002",749597.1,749.5971,0
"0","8",749590,749.59,0
"trial finished okay","80",749591,749.591,0
"ERROR: lifted during loading/checking","30",798838,798.838,0
"auto denial","93",754248,754.248,0
"0","94",34.3,0.0343,0
"0","9103",799770.2,799.7702,0
"0","20",799771.2,799.7712,0
"ERROR: lifted during loading/checking","30",799937,799.937,0
"0","94",34.3,0.0343,0
"0","9103",800185.2,800.1852,0
"0","20",800186.2,800.1862,0
"0","40",809135.8,809.1358,0
"move epoch: 2cm cube","62",810334,810.334,0
"0","8003",810334,810.334,0
"0","8",810325,810.325,0
"trial finished okay","80",810326,810.326,0
"experimenter confirmed","90",814817.8,814.8178,0
"0","9104",815166.7,815.1667,0
"0","20",815167.7,815.1677,0
"0","40",821649.6,821.6496,0
"move epoch: 2cm cube","62",822732.7,822.7327,0
"0","8004",822732.7,822.7327,0
"0","8",822719,822.719,0
"trial finished okay","80",822720,822.72,0
"experimenter confirmed","90",814817.8,814.8178,0
"0","9105",826747.5,826.7475,0
"0","20",826748.5,826.7485,0
"0","40",835046.6,835.0466,0
"move epoch: 3cm cube","63",835879.8,835.8798,0
"0","8005",835879.8,835.8798,0
"0","8",835858,835.858,0
"trial finished okay","80",835859,835.859,0
"experimenter confirmed","90",840295.5,840.2955,0
"0","9106",840411.1,840.4111,0
"0","20",840412.1,840.4121,0
"ERROR: lifted during loading/checking","30",852126,852.126,0
"0","94",34.3,0.0343,0
"0","9106",857755.7,857.7557,0
"0","20",857756.7,857.7567,0
"ERROR: lifted during loading/checking","30",862973,862.973,0
"0","94",34.3,0.0343,0
"0","9106",865588.8,865.5888,0
"0","20",865589.8,865.5898,0
"ERROR: lifted during loading/checking","30",865595,865.595,0
"0","94",34.3,0.0343,0
"0","9106",865922.1,865.9221,0
"0","20",865923.1,865.9231,0
"ERROR: lifted during loading/checking","30",868605,868.605,0
"0","94",34.3,0.0343,0
"0","9106",868688.1,868.6881,0
"0","20",868689.1,868.6891,0
"ERROR: lifted during loading/checking","30",868755,868.755,0
"0","94",34.3,0.0343,0
"0","9106",868921.3,868.9213,0
"0","20",868922.3,868.9223,0
"ERROR: lifted during loading/checking","30",873221,873.221,0
"0","94",34.3,0.0343,0
"0","9106",873620.3,873.6203,0
"0","20",873621.3,873.6213,0
"ERROR: lifted during loading/checking","30",875437,875.437,0
"0","94",34.3,0.0343,0
"0","9106",881951.8,881.9518,0
"0","20",881952.8,881.9528,0
"ERROR: lifted during loading/checking","30",885152,885.152,0
"0","94",34.3,0.0343,0
"0","9106",885384.4,885.3844,0
"0","20",885385.4,885.3854,0
"ERROR: lifted during loading/checking","30",886285,886.285,0
"0","94",34.3,0.0343,0
"0","9106",886584.1,886.5841,0
"0","20",886585.1,886.5851,0
"0","40",915112.1,915.1121,0
"move epoch: 3cm cube","63",916361.7,916.3617,0
"0","8006",916361.7,916.3617,0
"0","8",916341,916.341,0
"trial finished okay","80",916342,916.342,0
"experimenter confirmed","90",840295.5,840.2955,0
"0","9107",920687.9,920.6879,0
"0","20",920688.9,920.6889,0
"0","40",946655,946.655,0
"move epoch: 3cm cube","63",947438.2,947.4382,0
"0","8007",947438.2,947.4382,0
"0","8",947419,947.419,0
"trial finished okay","80",947420,947.42,0
"experimenter confirmed","90",840295.5,840.2955,0
"0","9108",951852.8,951.8528,0
"0","20",951853.8,951.8538,0
"ERROR: lifted during loading/checking","30",955869,955.869,0
"0","94",34.3,0.0343,0
"0","9108",956201.9,956.2019,0
"0","20",956202.9,956.2029,0
"ERROR: lifted during loading/checking","30",956636,956.636,0
"0","94",34.3,0.0343,0
"0","9108",957018.4,957.0184,0
"0","20",957019.4,957.0194,0
"0","40",959285.5,959.2855,0
"move epoch: 1cm cube","61",959868.7,959.8687,0
"0","8008",959868.7,959.8687,0
"0","8",959856,959.856,0
"trial finished okay","80",959857,959.857,0
"experimenter confirmed","90",840295.5,840.2955,0
"0","9109",964883.3,964.8833,0
"0","20",964884.3,964.8843,0
"0","40",971416.1,971.4161,0
"move epoch: 3cm cube","63",972149.3,972.1493,0
"0","8009",972149.3,972.1493,0
"0","8",972127,972.127,0
"trial finished okay","80",972128,972.128,0
"experimenter confirmed","90",840295.5,840.2955,0
"0","9110",976159.1,976.1591,0
"0","20",976160.1,976.1601,0
"0","40",996727.1,996.7271,0
"move epoch: 1cm cube","61",997510.3,997.5103,0
"0","8010",997510.3,997.5103,0
"0","8",997486,997.486,0
"trial finished okay","80",997487,997.487,0
"experimenter confirmed","90",840295.5,840.2955,0
"0","9111",1002291.6,1002.2916,0
"0","20",1002292.6,1002.2926,0
"0","40",1009207.7,1009.2077,0
"move epoch: 3cm cube","63",1010574.1,1010.5741,0
"0","8011",1010574.1,1010.5741,0
"0","8",1010561,1010.561,0
"trial finished okay","80",1010562,1010.562,0
"experimenter confirmed","90",1015136.4,1015.1364,0
"0","9112",1015921.9,1015.9219,0
"0","20",1015922.9,1015.9229,0
"0","40",1022271.4,1022.2714,0
"move epoch: 1cm cube","61",1023186.5,1023.1865,0
"0","8012",1023186.5,1023.1865,0
"0","8",1023178,1023.178,0
"trial finished okay","80",1023179,1023.179,0
"experimenter confirmed","90",1015136.4,1015.1364,0
"0","9113",1027869.2,1027.8692,0
"0","20",1027870.2,1027.8702,0
"0","40",1036368.3,1036.3683,0
"ERROR: lifted during loading/checking","30",1036934,1036.934,0
"0","94",34.3,0.0343,0
"0","9113",1061861.6,1061.8616,0
"0","20",1061862.6,1061.8626,0
"ERROR: lifted during loading/checking","30",1062395,1062.395,0
"0","94",34.3,0.0343,0
"0","9113",1062778,1062.778,0
"0","20",1062779,1062.779,0
"ERROR: lifted during loading/checking","30",1086090,1086.09,0
"0","94",34.3,0.0343,0
"0","9113",1086421,1086.421,0
"0","20",1086422,1086.422,0
"0","40",1092622.4,1092.6224,0
"move epoch: 2cm cube","62",1093238.9,1093.2389,0
"0","8013",1093238.9,1093.2389,0
"0","8",1093227,1093.227,0
"trial finished okay","80",1093228,1093.228,0
"experimenter confirmed","90",1015136.4,1015.1364,0
"0","9114",1096937.1,1096.9371,0
"0","20",1096938.1,1096.9381,0
"0","40",1106669.2,1106.6692,0
"move epoch: 2cm cube","62",1107385.7,1107.3857,0
"0","8014",1107385.7,1107.3857,0
"0","8",1107373,1107.373,0
"trial finished okay","80",1107374,1107.374,0
"experimenter confirmed","90",1015136.4,1015.1364,0
"0","9115",1111117.2,1111.1172,0
"0","20",1111118.2,1111.1182,0
"0","40",1133796.5,1133.7965,0
"move epoch: 1cm cube","61",1134663,1134.663,0
"0","8015",1134663,1134.663,0
"0","8",1134641,1134.641,0
"trial finished okay","80",1134642,1134.642,0
"experimenter confirmed","90",1015136.4,1015.1364,0
"0","9116",1138824.6,1138.8246,0
"0","20",1138825.6,1138.8256,0
"0","40",1156058.2,1156.0582,0
"move epoch: 3cm cube","63",1156741.4,1156.7414,0
"0","8016",1156741.4,1156.7414,0
"0","8",1156719,1156.719,0
"trial finished okay","80",1156720,1156.72,0
"experimenter confirmed","90",1015136.4,1015.1364,0
"0","9117",1160906.1,1160.9061,0
"0","20",1160907.1,1160.9071,0
"0","40",1176836.9,1176.8369,0
"move epoch: 2cm cube","62",1177720,1177.72,0
"0","8017",1177720,1177.72,0
"0","8",1177700,1177.7,0
"trial finished okay","80",1177701,1177.701,0
"experimenter confirmed","90",1015136.4,1015.1364,0
