Number of frames: 1000
Frequency: 100
Units: mm

Frame,Marker_1 x,Marker_1 y,Marker_1 z,Marker_2 x,Marker_2 y,Marker_2 z,Marker_3 x,Marker_3 y,Marker_3 z,Marker_4 x,Marker_4 y,Marker_4 z
80,-185.946334839,-374.804748535,-2489.581298828,-187.565414429,-70.980079651,-2485.795166016,-310.878356934,-75.095901489,-2207.521972656,-218.514968872,-380.449462891,-2171.061035156,
81,-185.945190430,-374.802490234,-2489.579589844,-187.567214966,-70.979019165,-2485.790039063,-310.881103516,-75.096778870,-2207.519042969,-218.521041870,-380.451690674,-2171.076416016,
82,-185.948272705,-374.801940918,-2489.591552734,-187.564941406,-70.977539063,-2485.783935547,-310.880981445,-75.097389221,-2207.528320313,-218.520614624,-380.449127197,-2171.059082031,
83,-185.947280884,-374.800109863,-2489.592041016,-187.565414429,-70.978393555,-2485.791748047,-310.878509521,-75.096664429,-2207.523681641,-218.517272949,-380.450500488,-2171.076904297,
84,-185.950424194,-374.798858643,-2489.578613281,-187.563674927,-70.977745056,-2485.797607422,-310.880096436,-75.095565796,-2207.523193359,-218.519058228,-380.449951172,-2171.071289063,
85,-185.953521729,-374.800323486,-2489.605712891,-187.562286377,-70.978385925,-2485.793457031,-310.881378174,-75.095809937,-2207.529296875,-218.520889282,-380.451385498,-2171.065673828,
86,-185.946060181,-374.799224854,-2489.576904297,-187.562683105,-70.977577209,-2485.785644531,-310.879669189,-75.095512390,-2207.532958984,-218.518325806,-380.450592041,-2171.072753906,
87,-185.945983887,-374.800292969,-2489.580810547,-187.562850952,-70.979667664,-2485.787597656,-310.879211426,-75.097846985,-2207.527832031,-218.519210815,-380.453186035,-2171.073974609,
88,-185.950805664,-374.799682617,-2489.588867188,-187.562011719,-70.978759766,-2485.786376953,-310.879577637,-75.097114563,-2207.525878906,-218.521835327,-380.454681396,-2171.078125000,
89,-185.950149536,-374.802001953,-2489.600830078,-187.566177368,-70.977767944,-2485.794433594,-310.881805420,-75.098884583,-2207.520996094,-218.520767212,-380.454559326,-2171.078857422,
90,-185.944061279,-374.803588867,-2489.595458984,-187.560577393,-70.978401184,-2485.795166016,-310.876708984,-75.097434998,-2207.520019531,-218.517700195,-380.456207275,-2171.080322266,
91,-185.942810059,-374.802337646,-2489.586181641,-187.556518555,-70.978904724,-2485.787109375,-310.876800537,-75.097839355,-2207.527099609,-218.519515991,-380.457641602,-2171.083007813,
92,-185.943634033,-374.805725098,-2489.596923828,-187.556121826,-70.979698181,-2485.796142578,-310.876373291,-75.096664429,-2207.515380859,-218.517593384,-380.457397461,-2171.074218750,
93,-185.940597534,-374.805755615,-2489.592041016,-187.560119629,-70.979629517,-2485.793701172,-310.877105713,-75.095741272,-2207.513427734,-218.516860962,-380.455596924,-2171.076904297,
94,-185.943084717,-374.807373047,-2489.601806641,-187.560073853,-70.981208801,-2485.790771484,-310.876068115,-75.099334717,-2207.517333984,-218.516494751,-380.456970215,-2171.081298828,
95,-185.941024780,-374.807189941,-2489.598876953,-187.555694580,-70.982147217,-2485.797851563,-310.872192383,-75.097824097,-2207.523193359,-218.518493652,-380.458068848,-2171.094726563,
96,-185.944122314,-374.809020996,-2489.596679688,-187.563125610,-70.980735779,-2485.797363281,-310.875885010,-75.099411011,-2207.520507813,-218.518371582,-380.456481934,-2171.077392578,
97,-185.948806763,-374.806701660,-2489.599609375,-187.560501099,-70.981719971,-2485.797607422,-310.876770020,-75.098892212,-2207.515869141,-218.517715454,-380.456451416,-2171.080322266,
98,-185.944427490,-374.808441162,-2489.592285156,-187.561004639,-70.982170105,-2485.800781250,-310.877227783,-75.099807739,-2207.523681641,-218.517395020,-380.456970215,-2171.081054688,
99,-185.946319580,-374.808990479,-2489.611816406,-187.561248779,-70.980224609,-2485.790527344,-310.874908447,-75.100418091,-2207.524169922,-218.517700195,-380.456909180,-2171.078613281,
100,-185.947067261,-374.809997559,-2489.597900391,-187.563217163,-70.979171753,-2485.793701172,-310.877136230,-75.100082397,-2207.518310547,-218.519012451,-380.456817627,-2171.079589844,
101,-185.949951172,-374.809051514,-2489.608642578,-187.564605713,-70.981803894,-2485.804931641,-310.877563477,-75.100486755,-2207.528808594,-218.522125244,-380.456939697,-2171.089843750,
102,-185.947158813,-374.808624268,-2489.612060547,-187.561203003,-70.981811523,-2485.791015625,-310.874481201,-75.101432800,-2207.522705078,-218.517700195,-380.455108643,-2171.084472656,
103,-185.945068359,-374.809631348,-2489.603515625,-187.561614990,-70.980957031,-2485.794189453,-310.875885010,-75.100540161,-2207.518798828,-218.517089844,-380.456756592,-2171.087158203,
104,-185.946441650,-374.808715820,-2489.605957031,-187.563613892,-70.980323792,-2485.785888672,-310.877349854,-75.101211548,-2207.526855469,-218.518173218,-380.455596924,-2171.090332031,
105,-185.954544067,-374.807098389,-2489.611083984,-187.565795898,-70.980171204,-2485.783203125,-310.879730225,-75.101692200,-2207.521484375,-218.521102905,-380.456146240,-2171.082763672,
106,-185.951232910,-374.804870605,-2489.595214844,-187.563735962,-70.978096008,-2485.794677734,-310.878875732,-75.100578308,-2207.525878906,-218.520034790,-380.454742432,-2171.086181641,
107,-185.947280884,-374.805023193,-2489.591552734,-187.564285278,-70.977943420,-2485.786132813,-310.877105713,-75.099472046,-2207.526855469,-218.517288208,-380.453308105,-2171.076416016,
108,-185.950256348,-374.803649902,-2489.598388672,-187.563507080,-70.977478027,-2485.784423828,-310.875762939,-75.099792480,-2207.527832031,-218.518081665,-380.455352783,-2171.084472656,
109,-185.950164795,-374.805847168,-2489.619384766,-187.565002441,-70.978759766,-2485.806640625,-310.877014160,-75.098274231,-2207.520507813,-218.518325806,-380.453338623,-2171.084716797,
110,-185.948181152,-374.805755615,-2489.602294922,-187.561447144,-70.976837158,-2485.794433594,-310.877624512,-75.099235535,-2207.529296875,-218.520629883,-380.452484131,-2171.085205078,
111,-185.945480347,-374.807708740,-2489.609130859,-187.560699463,-70.975296021,-2485.783447266,-310.876312256,-75.097320557,-2207.528320313,-218.517868042,-380.453063965,-2171.083496094,
112,-185.945022583,-374.802612305,-2489.594970703,-187.564208984,-70.976127625,-2485.786621094,-310.875793457,-75.096771240,-2207.521240234,-218.519210815,-380.453704834,-2171.077148438,
113,-185.943984985,-374.802307129,-2489.603515625,-187.562103271,-70.976341248,-2485.785156250,-310.876068115,-75.095550537,-2207.528564453,-218.520278931,-380.454071045,-2171.087158203,
114,-185.944900513,-374.800933838,-2489.596191406,-187.561187744,-70.975227356,-2485.782714844,-310.871734619,-75.095031738,-2207.520996094,-218.518707275,-380.452270508,-2171.086425781,
115,-185.939544678,-374.801055908,-2489.588134766,-187.562515259,-70.975303650,-2485.784667969,-310.869720459,-75.095428467,-2207.518554688,-218.515548706,-380.452484131,-2171.083007813,
116,-185.940856934,-374.800079346,-2489.587402344,-187.560287476,-70.976974487,-2485.793457031,-310.868682861,-75.095321655,-2207.519287109,-218.515975952,-380.452270508,-2171.084716797,
117,-185.942459106,-374.800628662,-2489.585205078,-187.562515259,-70.977882385,-2485.800292969,-310.871063232,-75.095550537,-2207.520751953,-218.516830444,-380.451202393,-2171.083984375,
118,-185.942245483,-374.803192139,-2489.595947266,-187.560577393,-70.978057861,-2485.793701172,-310.871398926,-75.096275330,-2207.523925781,-218.515655518,-380.451995850,-2171.077636719,
119,-185.944763184,-374.805999756,-2489.599853516,-187.560317993,-70.976409912,-2485.801269531,-310.873535156,-75.095664978,-2207.522216797,-218.518188477,-380.452911377,-2171.076660156,
120,-185.945388794,-374.803741455,-2489.604736328,-187.564529419,-70.979080200,-2485.799072266,-310.875885010,-75.097206116,-2207.525146484,-218.518264771,-380.453216553,-2171.080078125,
121,-185.946975708,-374.804534912,-2489.611083984,-187.564956665,-70.979309082,-2485.810791016,-310.875213623,-75.098068237,-2207.528320313,-218.519989014,-380.453155518,-2171.084228516,
122,-185.948211670,-374.805694580,-2489.596679688,-187.561141968,-70.981155396,-2485.801269531,-310.873352051,-75.096473694,-2207.516845703,-218.518188477,-380.452880859,-2171.064453125,
123,-185.947235107,-374.807647705,-2489.600585938,-187.561676025,-70.981086731,-2485.808349609,-310.877563477,-75.098388672,-2207.518554688,-218.518005371,-380.453002930,-2171.072509766,
124,-185.948440552,-374.803558350,-2489.606201172,-187.561309814,-70.979148865,-2485.802246094,-310.876159668,-75.097679138,-2207.525390625,-218.515670776,-380.452117920,-2171.076171875,
125,-185.946655273,-374.806152344,-2489.604248047,-187.561935425,-70.980773926,-2485.790039063,-310.877044678,-75.099555969,-2207.529541016,-218.517456055,-380.455169678,-2171.073974609,
126,-185.946304321,-374.807067871,-2489.590576172,-187.560745239,-70.980216980,-2485.787597656,-310.878295898,-75.099197388,-2207.523681641,-218.521179199,-380.456024170,-2171.077880859,
127,-185.950057983,-374.809082031,-2489.604980469,-187.563354492,-70.979644775,-2485.793212891,-310.879302979,-75.098838806,-2207.512695313,-218.520462036,-380.456604004,-2171.081298828,
128,-185.948898315,-374.807678223,-2489.594238281,-187.561370850,-70.981735229,-2485.794677734,-310.879028320,-75.099815369,-2207.520751953,-218.518676758,-380.455871582,-2171.078857422,
129,-185.947967529,-374.810150146,-2489.602539063,-187.560974121,-70.981147766,-2485.796630859,-310.883331299,-75.101081848,-2207.534912109,-218.519760132,-380.458404541,-2171.086181641,
130,-185.949539185,-374.808593750,-2489.603027344,-187.563583374,-70.983718872,-2485.798583984,-310.881835938,-75.102294922,-2207.530029297,-218.518890381,-380.458068848,-2171.078125000,
131,-185.948364258,-374.809875488,-2489.613037109,-187.562683105,-70.983787537,-2485.805908203,-310.884063721,-75.101684570,-2207.533203125,-218.520156860,-380.458007813,-2171.082031250,
132,-185.949264526,-374.807342529,-2489.606933594,-187.562072754,-70.984664917,-2485.796630859,-310.880645752,-75.102111816,-2207.527587891,-218.519226074,-380.458587646,-2171.081542969,
133,-185.942779541,-374.807983398,-2489.597656250,-187.559112549,-70.982353210,-2485.793457031,-310.878173828,-75.101745605,-2207.525634766,-218.517089844,-380.455322266,-2171.073486328,
134,-185.944366455,-374.808197021,-2489.599121094,-187.559661865,-70.982307434,-2485.803466797,-310.882415771,-75.102989197,-2207.530517578,-218.518814087,-380.457153320,-2171.074218750,
135,-185.946624756,-374.806518555,-2489.601318359,-187.561859131,-70.982292175,-2485.799804688,-310.882690430,-75.102996826,-2207.531494141,-218.521682739,-380.455627441,-2171.075683594,
136,-185.948516846,-374.809387207,-2489.595214844,-187.563354492,-70.983711243,-2485.800292969,-310.882385254,-75.101226807,-2207.531494141,-218.523513794,-380.456909180,-2171.087402344,
137,-185.946502686,-374.806488037,-2489.602050781,-187.560440063,-70.982872009,-2485.801513672,-310.880187988,-75.101005554,-2207.529541016,-218.522964478,-380.454101563,-2171.083007813,
138,-185.948959351,-374.806610107,-2489.601806641,-187.560134888,-70.982078552,-2485.810791016,-310.879333496,-75.100830078,-2207.525146484,-218.524856567,-380.455047607,-2171.079833984,
139,-185.949264526,-374.807586670,-2489.605712891,-187.561782837,-70.983383179,-2485.808349609,-310.880889893,-75.099426270,-2207.521484375,-218.524948120,-380.456115723,-2171.085693359,
140,-185.943008423,-374.804901123,-2489.604980469,-187.558181763,-70.983207703,-2485.795898438,-310.877380371,-75.100463867,-2207.532470703,-218.522598267,-380.454650879,-2171.083496094,
141,-185.944427490,-374.804351807,-2489.589111328,-187.557586670,-70.982498169,-2485.790283203,-310.877227783,-75.100723267,-2207.529052734,-218.522186279,-380.455596924,-2171.081542969,
142,-185.946365356,-374.805297852,-2489.596679688,-187.556396484,-70.979965210,-2485.801025391,-310.878540039,-75.099700928,-2207.524902344,-218.524841309,-380.454772949,-2171.087158203,
143,-185.950820923,-374.802581787,-2489.589843750,-187.563537598,-70.981643677,-2485.805419922,-310.881866455,-75.099792480,-2207.523681641,-218.527694702,-380.455261230,-2171.085693359,
144,-185.943801880,-374.802703857,-2489.599609375,-187.562957764,-70.980514526,-2485.802490234,-310.880554199,-75.098945618,-2207.527587891,-218.525222778,-380.454162598,-2171.082275391,
145,-185.946685791,-374.807647705,-2489.616943359,-187.559555054,-70.983268738,-2485.800781250,-310.878875732,-75.099678040,-2207.526123047,-218.525863647,-380.454833984,-2171.086181641,
146,-185.948440552,-374.803131104,-2489.597412109,-187.557235718,-70.982971191,-2485.808593750,-310.880767822,-75.099090576,-2207.530273438,-218.528198242,-380.455871582,-2171.089111328,
147,-185.948928833,-374.804656982,-2489.600341797,-187.562667847,-70.980369568,-2485.802246094,-310.880004883,-75.098426819,-2207.520019531,-218.528015137,-380.455474854,-2171.086425781,
148,-185.945236206,-374.802124023,-2489.596679688,-187.562271118,-70.981887817,-2485.814941406,-310.876312256,-75.096305847,-2207.525390625,-218.527832031,-380.455291748,-2171.097900391,
149,-185.945327759,-374.803985596,-2489.602783203,-187.558486938,-70.980773926,-2485.820312500,-310.878784180,-75.096588135,-2207.529541016,-218.528579712,-380.455139160,-2171.093994141,
