Number of frames: 1000
Frequency: 100
Units: mm

Frame,Marker_1 x,Marker_1 y,Marker_1 z,Marker_2 x,Marker_2 y,Marker_2 z,Marker_3 x,Marker_3 y,Marker_3 z,Marker_4 x,Marker_4 y,Marker_4 z
250,-185.948059082,-374.801361084,-2489.587646484,-187.555694580,-70.979736328,-2485.789550781,-310.870483398,-75.098381042,-2207.536621094,-218.515350342,-380.452423096,-2171.069335938,
251,-185.946899414,-374.799377441,-2489.575683594,-187.557586670,-70.978500366,-2485.786621094,-310.870819092,-75.098014832,-2207.534179688,-218.515197754,-380.450531006,-2171.071289063,
252,-185.948013306,-374.800598145,-2489.590820313,-187.562942505,-70.980293274,-2485.793701172,-310.871551514,-75.099464417,-2207.536132813,-218.515960693,-380.449768066,-2171.072753906,
253,-185.946456909,-374.798919678,-2489.567138672,-187.557739258,-70.980384827,-2485.793701172,-310.871032715,-75.099830627,-2207.537109375,-218.513092041,-380.450317383,-2171.069824219,
254,-185.946350098,-374.804382324,-2489.591308594,-187.555053711,-70.979476929,-2485.785888672,-310.870330811,-75.098640442,-2207.535400391,-218.513870239,-380.448883057,-2171.074707031,
255,-185.948623657,-374.802886963,-2489.593750000,-187.555969238,-70.981216431,-2485.794189453,-310.872619629,-75.100105286,-2207.531738281,-218.513336182,-380.448486328,-2171.070068359,
256,-185.952514648,-374.801452637,-2489.580322266,-187.564712524,-70.979995728,-2485.803955078,-310.876098633,-75.098724365,-2207.531005859,-218.515853882,-380.448211670,-2171.072021484,
257,-185.952606201,-374.802551270,-2489.582763672,-187.561401367,-70.979690552,-2485.798828125,-310.876495361,-75.099441528,-2207.537109375,-218.514541626,-380.448455811,-2171.062500000,
258,-185.949584961,-374.801849365,-2489.575683594,-187.560760498,-70.983261108,-2485.794921875,-310.876220703,-75.098693848,-2207.544677734,-218.513229370,-380.449920654,-2171.069580078,
259,-185.950439453,-374.804931641,-2489.590576172,-187.566390991,-70.981140137,-2485.797363281,-310.876800537,-75.101173401,-2207.535888672,-218.512588501,-380.451538086,-2171.071044922,
260,-185.949096680,-374.802520752,-2489.577636719,-187.572387695,-70.980926514,-2485.791015625,-310.882629395,-75.101837158,-2207.537841797,-218.512741089,-380.451110840,-2171.074218750,
261,-185.946319580,-374.801116943,-2489.577636719,-187.571685791,-70.981567383,-2485.802246094,-310.881408691,-75.100082397,-2207.535888672,-218.514221191,-380.449584961,-2171.077392578,
262,-185.947967529,-374.803100586,-2489.587402344,-187.570800781,-70.980331421,-2485.795410156,-310.878387451,-75.100410461,-2207.529541016,-218.512771606,-380.450439453,-2171.070556641,
263,-185.950576782,-374.804260254,-2489.586181641,-187.571273804,-70.983062744,-2485.803955078,-310.880432129,-75.100379944,-2207.531250000,-218.516967773,-380.451629639,-2171.076904297,
264,-185.948806763,-374.800537109,-2489.573974609,-187.569564819,-70.983497620,-2485.799316406,-310.880920410,-75.100463867,-2207.536621094,-218.518341064,-380.452026367,-2171.084228516,
265,-185.948333740,-374.800689697,-2489.580078125,-187.567794800,-70.983497620,-2485.797607422,-310.877105713,-75.099395752,-2207.530029297,-218.516128540,-380.450561523,-2171.064453125,
266,-185.945114136,-374.801605225,-2489.576171875,-187.561019897,-70.982810974,-2485.802001953,-310.874633789,-75.098915100,-2207.536865234,-218.515533447,-380.451629639,-2171.069824219,
267,-185.943862915,-374.799682617,-2489.584472656,-187.559707642,-70.982696533,-2485.807373047,-310.876159668,-75.099365234,-2207.531738281,-218.515457153,-380.451782227,-2171.068115234,
268,-185.946395874,-374.799285889,-2489.575195313,-187.561340332,-70.982498169,-2485.805175781,-310.877319336,-75.099891663,-2207.535888672,-218.519226074,-380.452911377,-2171.079833984,
269,-185.943450928,-374.796112061,-2489.558105469,-187.559371948,-70.981063843,-2485.797119141,-310.877136230,-75.099693298,-2207.540527344,-218.518508911,-380.454864502,-2171.082275391,
270,-185.947250366,-374.796813965,-2489.571044922,-187.557174683,-70.980964661,-2485.807861328,-310.877563477,-75.098594666,-2207.538330078,-218.516845703,-380.454376221,-2171.084228516,
271,-185.944686890,-374.798034668,-2489.568359375,-187.557067871,-70.981842041,-2485.807617188,-310.874267578,-75.098670959,-2207.536621094,-218.514602661,-380.451080322,-2171.080078125,
272,-185.944183350,-374.800079346,-2489.570068359,-187.558609009,-70.980346680,-2485.810058594,-310.875305176,-75.098365784,-2207.532226563,-218.513870239,-380.451446533,-2171.087402344,
273,-185.941177368,-374.800079346,-2489.574218750,-187.556884766,-70.980834961,-2485.803955078,-310.872314453,-75.097160339,-2207.538574219,-218.511276245,-380.454345703,-2171.087890625,
274,-185.943069458,-374.800537109,-2489.577148438,-187.553085327,-70.980575562,-2485.797119141,-310.870086670,-75.096343994,-2207.532226563,-218.511001587,-380.454345703,-2171.083251953,
275,-185.940887451,-374.801025391,-2489.583984375,-187.555358887,-70.978904724,-2485.804443359,-310.868072510,-75.096687317,-2207.527832031,-218.511520386,-380.453277588,-2171.090332031,
276,-185.939849854,-374.799987793,-2489.571289063,-187.555145264,-70.979057312,-2485.808593750,-310.873107910,-75.096527100,-2207.534912109,-218.515380859,-380.453613281,-2171.081054688,
277,-185.942077637,-374.798522949,-2489.585449219,-187.550674438,-70.980079651,-2485.809814453,-310.873809814,-75.097572327,-2207.535156250,-218.517807007,-380.453063965,-2171.079589844,
278,-185.943695068,-374.803375244,-2489.588134766,-187.552001953,-70.979606628,-2485.810546875,-310.874420166,-75.097740173,-2207.534179688,-218.521926880,-380.453063965,-2171.084960938,
279,-185.941741943,-374.801940918,-2489.584228516,-187.552993774,-70.979431152,-2485.811523438,-310.878051758,-75.097984314,-2207.539550781,-218.522521973,-380.454864502,-2171.077636719,
280,-185.941390991,-374.801879883,-2489.585693359,-187.555236816,-70.979225159,-2485.812500000,-310.876495361,-75.097137451,-2207.538330078,-218.519393921,-380.451782227,-2171.075927734,
281,-185.939086914,-374.800781250,-2489.574462891,-187.553344727,-70.979225159,-2485.805175781,-310.877258301,-75.099365234,-2207.538085938,-218.522598267,-380.453948975,-2171.086914063,
282,-185.939895630,-374.801025391,-2489.591796875,-187.553909302,-70.980941772,-2485.802001953,-310.875457764,-75.098670959,-2207.541992188,-218.520660400,-380.454376221,-2171.083496094,
283,-185.941497803,-374.800964355,-2489.578369141,-187.560317993,-70.979850769,-2485.806152344,-310.876403809,-75.098297119,-2207.540527344,-218.518951416,-380.452453613,-2171.078857422,
284,-185.941864014,-374.803924561,-2489.590576172,-187.558731079,-70.977973938,-2485.807861328,-310.876312256,-75.098510742,-2207.544189453,-218.518554688,-380.452209473,-2171.074951172,
285,-185.943237305,-374.800659180,-2489.577148438,-187.556930542,-70.980278015,-2485.794921875,-310.878967285,-75.099311829,-2207.543701172,-218.520065308,-380.452941895,-2171.076904297,
286,-185.946060181,-374.803985596,-2489.578857422,-187.562179565,-70.980331421,-2485.805419922,-310.881774902,-75.100395203,-2207.548339844,-218.523742676,-380.454589844,-2171.081054688,
287,-185.948532104,-374.806060791,-2489.588378906,-187.563934326,-70.978057861,-2485.798583984,-310.880767822,-75.099105835,-2207.537841797,-218.521911621,-380.455627441,-2171.080322266,
288,-185.950119019,-374.807006836,-2489.593505859,-187.561813354,-70.980895996,-2485.799316406,-310.882476807,-75.101165771,-2207.544433594,-218.520690918,-380.456634521,-2171.078613281,
289,-185.947280884,-374.806579590,-2489.600097656,-187.557449341,-70.980888367,-2485.795898438,-310.875793457,-75.101501465,-2207.536376953,-218.518844604,-380.456237793,-2171.084472656,
290,-185.945877075,-374.805328369,-2489.593750000,-187.556076050,-70.981010437,-2485.797851563,-310.877227783,-75.101150513,-2207.533447266,-218.516326904,-380.455078125,-2171.082275391,
291,-185.943328857,-374.803741455,-2489.582763672,-187.559448242,-70.981178284,-2485.796875000,-310.877868652,-75.099533081,-2207.532958984,-218.518417358,-380.458801270,-2171.089843750,
292,-185.941421509,-374.807189941,-2489.593017578,-187.558166504,-70.979774475,-2485.808837891,-310.877807617,-75.098411560,-2207.530761719,-218.518142700,-380.456909180,-2171.089599609,
293,-185.934539795,-374.802398682,-2489.571289063,-187.556320190,-70.981239319,-2485.797607422,-310.873809814,-75.099052429,-2207.520996094,-218.515594482,-380.457397461,-2171.085937500,
294,-185.936965942,-374.806549072,-2489.586181641,-187.551376343,-70.980201721,-2485.790039063,-310.873260498,-75.098609924,-2207.521972656,-218.518432617,-380.459075928,-2171.091308594,
295,-185.933410645,-374.806549072,-2489.590576172,-187.558883667,-70.979644775,-2485.795410156,-310.873687744,-75.096641541,-2207.520751953,-218.517517090,-380.458984375,-2171.083007813,
296,-185.934478760,-374.806976318,-2489.586181641,-187.557540894,-70.980705261,-2485.804199219,-310.872650146,-75.096023560,-2207.525146484,-218.515930176,-380.457275391,-2171.078613281,
297,-185.933776855,-374.805358887,-2489.585449219,-187.552993774,-70.981132507,-2485.806640625,-310.871704102,-75.096504211,-2207.522949219,-218.514221191,-380.458404541,-2171.086669922,
298,-185.932800293,-374.801544189,-2489.573974609,-187.554519653,-70.980529785,-2485.800537109,-310.871246338,-75.097839355,-2207.531005859,-218.515350342,-380.458465576,-2171.089843750,
299,-185.939041138,-374.803955078,-2489.593505859,-187.561676025,-70.982276917,-2485.804687500,-310.873107910,-75.097602844,-2207.531494141,-218.516983032,-380.457641602,-2171.090820313,
300,-185.937332153,-374.803558350,-2489.570312500,-187.564468384,-70.978988647,-2485.812744141,-310.876495361,-75.099372864,-2207.524169922,-218.517715454,-380.457550049,-2171.091796875,
301,-185.939331055,-374.803375244,-2489.576171875,-187.562835693,-70.981674194,-2485.809326172,-310.875305176,-75.098892212,-2207.525878906,-218.518325806,-380.457519531,-2171.094726563,
302,-185.941482544,-374.801849365,-2489.573242188,-187.564056396,-70.982986450,-2485.819335938,-310.876953125,-75.099266052,-2207.533935547,-218.521545410,-380.459777832,-2171.101806641,
303,-185.941467285,-374.806457520,-2489.582275391,-187.565185547,-70.982742310,-2485.818603516,-310.878143311,-75.101692200,-2207.543212891,-218.519638062,-380.458190918,-2171.103027344,
304,-185.938949585,-374.804016113,-2489.581054688,-187.564529419,-70.982795715,-2485.809814453,-310.874664307,-75.099899292,-2207.529541016,-218.519302368,-380.459686279,-2171.105224609,
305,-185.942138672,-374.803833008,-2489.587890625,-187.561447144,-70.980705261,-2485.808837891,-310.876159668,-75.099357605,-2207.532958984,-218.519058228,-380.457702637,-2171.093994141,
306,-185.944625854,-374.804382324,-2489.580566406,-187.568801880,-70.982688904,-2485.820800781,-310.880096436,-75.099273682,-2207.539306641,-218.521682739,-380.458038330,-2171.099121094,
307,-185.950363159,-374.806427002,-2489.594482422,-187.570892334,-70.980567932,-2485.809814453,-310.880981445,-75.098693848,-2207.535156250,-218.523712158,-380.457397461,-2171.108398438,
308,-185.946243286,-374.805725098,-2489.589843750,-187.568557739,-70.980133057,-2485.818603516,-310.880828857,-75.097267151,-2207.537109375,-218.522537231,-380.457305908,-2171.091552734,
309,-185.948013306,-374.805541992,-2489.590087891,-187.568161011,-70.981040955,-2485.808593750,-310.879577637,-75.098876953,-2207.531738281,-218.525070190,-380.457489014,-2171.099853516,
310,-185.946762085,-374.806457520,-2489.597900391,-187.568725586,-70.980522156,-2485.813720703,-310.879974365,-75.098342896,-2207.531494141,-218.523818970,-380.456420898,-2171.096435547,
311,-185.942199707,-374.802734375,-2489.590332031,-187.566116333,-70.979621887,-2485.816406250,-310.877410889,-75.097267151,-2207.529296875,-218.524002075,-380.456359863,-2171.098388672,
312,-185.942276001,-374.804321289,-2489.578613281,-187.559524536,-70.979980469,-2485.807617188,-310.874023438,-75.096961975,-2207.526611328,-218.521881104,-380.456726074,-2171.100585938,
313,-185.935928345,-374.806365967,-2489.585937500,-187.557357788,-70.979385376,-2485.802978516,-310.873046875,-75.097343445,-2207.529785156,-218.519256592,-380.456146240,-2171.097900391,
314,-185.940353394,-374.804290771,-2489.587402344,-187.559707642,-70.979171753,-2485.797851563,-310.874572754,-75.095336914,-2207.527099609,-218.522827148,-380.457763672,-2171.109375000,
315,-185.942230225,-374.804718018,-2489.594238281,-187.561004639,-70.979194641,-2485.803222656,-310.875396729,-75.096763611,-2207.528320313,-218.522872925,-380.458984375,-2171.097900391,
316,-185.941543579,-374.808166504,-2489.591796875,-187.559967041,-70.977630615,-2485.788085938,-310.873474121,-75.096038818,-2207.523437500,-218.521392822,-380.458953857,-2171.096191406,
317,-185.941085815,-374.806182861,-2489.593505859,-187.558609009,-70.980857849,-2485.799072266,-310.872680664,-75.096771240,-2207.522460938,-218.518966675,-380.457885742,-2171.095458984,
318,-185.943481445,-374.806213379,-2489.601074219,-187.557495117,-70.979507446,-2485.793945313,-310.871368408,-75.096305847,-2207.514404297,-218.519165039,-380.458770752,-2171.098144531,
319,-185.944427490,-374.809051514,-2489.606201172,-187.560012817,-70.980728149,-2485.812988281,-310.874725342,-75.097770691,-2207.525878906,-218.519607544,-380.457336426,-2171.087158203,
320,-185.942367554,-374.803649902,-2489.577392578,-187.556472778,-70.979820251,-2485.797363281,-310.873474121,-75.097480774,-2207.529296875,-218.518524170,-380.457733154,-2171.091064453,
321,-185.943359375,-374.804504395,-2489.579345703,-187.556640625,-70.982902527,-2485.807861328,-310.876861572,-75.097908020,-2207.531005859,-218.520889282,-380.457946777,-2171.083740234,
322,-185.944869995,-374.808197021,-2489.585693359,-187.556793213,-70.979850769,-2485.781005859,-310.876403809,-75.098037720,-2207.522705078,-218.521286011,-380.457946777,-2171.091064453,
323,-185.947143555,-374.809906006,-2489.595214844,-187.558792114,-70.980117798,-2485.796630859,-310.879638672,-75.097984314,-2207.522216797,-218.524490356,-380.458923340,-2171.095458984,
324,-185.945449829,-374.811187744,-2489.589599609,-187.559478760,-70.981864929,-2485.800781250,-310.880767822,-75.097770691,-2207.532714844,-218.526611328,-380.457122803,-2171.093505859,
325,-185.946228027,-374.808807373,-2489.590332031,-187.564804077,-70.981483459,-2485.809814453,-310.882843018,-75.098556519,-2207.530273438,-218.529357910,-380.459960938,-2171.102050781,
326,-185.946853638,-374.809143066,-2489.591308594,-187.567047119,-70.983688354,-2485.810791016,-310.885711670,-75.099449158,-2207.533691406,-218.527694702,-380.458831787,-2171.085937500,
327,-185.943588257,-374.809448242,-2489.586914063,-187.564331055,-70.983177185,-2485.811035156,-310.883728027,-75.099746704,-2207.532470703,-218.528335571,-380.459869385,-2171.094726563,
328,-185.948654175,-374.809906006,-2489.588134766,-187.561248779,-70.982887268,-2485.807373047,-310.883941650,-75.101448059,-2207.531494141,-218.528991699,-380.461120605,-2171.098144531,
329,-185.949325562,-374.812591553,-2489.605712891,-187.564239502,-70.983032227,-2485.803466797,-310.883361816,-75.100326538,-2207.525878906,-218.528411865,-380.459838867,-2171.093994141,
330,-185.952270508,-374.811614990,-2489.600830078,-187.567855835,-70.983139038,-2485.815429688,-310.885681152,-75.100646973,-2207.527099609,-218.529464722,-380.459747314,-2171.083251953,
331,-185.949478149,-374.813812256,-2489.588867188,-187.566040039,-70.983131409,-2485.811767578,-310.882263184,-75.099433899,-2207.520263672,-218.527664185,-380.460693359,-2171.098632813,
332,-185.946044922,-374.816009521,-2489.595703125,-187.565643311,-70.983604431,-2485.803955078,-310.882537842,-75.100929260,-2207.522705078,-218.527435303,-380.458953857,-2171.093994141,
333,-185.945388794,-374.812866211,-2489.590820313,-187.567031860,-70.983062744,-2485.815429688,-310.885467529,-75.100334167,-2207.530761719,-218.525863647,-380.459442139,-2171.092773438,
334,-185.945739746,-374.814270020,-2489.593017578,-187.564422607,-70.981315613,-2485.809814453,-310.885253906,-75.100204468,-2207.522216797,-218.524215698,-380.459320068,-2171.093261719,
335,-185.944671631,-374.815765381,-2489.607177734,-187.558990479,-70.981079102,-2485.799316406,-310.882568359,-75.100158691,-2207.524902344,-218.519699097,-380.457580566,-2171.087402344,
336,-185.943328857,-374.812347412,-2489.600585938,-187.556442261,-70.978553772,-2485.804199219,-310.880615234,-75.097862244,-2207.524414063,-218.518157959,-380.457183838,-2171.090576172,
337,-185.942199707,-374.812164307,-2489.602783203,-187.559677124,-70.979293823,-2485.807128906,-310.884643555,-75.097541809,-2207.524902344,-218.519515991,-380.455810547,-2171.091552734,
338,-185.942382813,-374.813018799,-2489.591308594,-187.562240601,-70.977775574,-2485.809814453,-310.885498047,-75.096672058,-2207.521240234,-218.518844604,-380.455413818,-2171.093750000,
339,-185.944213867,-374.814910889,-2489.613525391,-187.560058594,-70.977584839,-2485.802734375,-310.885986328,-75.096794128,-2207.518798828,-218.518569946,-380.454559326,-2171.086181641,
340,-185.940017700,-374.808807373,-2489.598632813,-187.559310913,-70.977912903,-2485.807128906,-310.884490967,-75.098007202,-2207.521484375,-218.516799927,-380.454406738,-2171.092041016,
341,-185.941360474,-374.812316895,-2489.606445313,-187.559188843,-70.977531433,-2485.800781250,-310.884094238,-75.097053528,-2207.526367188,-218.517822266,-380.455261230,-2171.084228516,
342,-185.937088013,-374.812347412,-2489.609619141,-187.559448242,-70.980140686,-2485.810058594,-310.882354736,-75.095405579,-2207.528808594,-218.516448975,-380.455535889,-2171.081054688,
343,-185.934967041,-374.809814453,-2489.604980469,-187.558715820,-70.979583740,-2485.814941406,-310.878173828,-75.096481323,-2207.527587891,-218.515106201,-380.454437256,-2171.088867188,
344,-185.935165405,-374.810089111,-2489.600097656,-187.558242798,-70.980339050,-2485.824462891,-310.876892090,-75.096961975,-2207.519775391,-218.517288208,-380.453460693,-2171.081542969,
345,-185.940261841,-374.807495117,-2489.592041016,-187.564544678,-70.979019165,-2485.814941406,-310.880432129,-75.096748352,-2207.522705078,-218.522354126,-380.454467773,-2171.083496094,
346,-185.944458008,-374.809234619,-2489.601562500,-187.568725586,-70.980171204,-2485.810058594,-310.880950928,-75.096153259,-2207.518554688,-218.523574829,-380.455169678,-2171.086669922,
347,-185.946487427,-374.811462402,-2489.613769531,-187.566589355,-70.978096008,-2485.814453125,-310.881530762,-75.097541809,-2207.524902344,-218.523376465,-380.453430176,-2171.086669922,
348,-185.945098877,-374.811859131,-2489.609619141,-187.564590454,-70.979492188,-2485.806152344,-310.877777100,-75.095649719,-2207.526611328,-218.522674561,-380.454040527,-2171.090820313,
349,-185.945037842,-374.809509277,-2489.601806641,-187.564605713,-70.980300903,-2485.803955078,-310.881774902,-75.096817017,-2207.526855469,-218.521820068,-380.454589844,-2171.083007813,
350,-185.943374634,-374.807983398,-2489.589111328,-187.567810059,-70.979454041,-2485.805175781,-310.880279541,-75.097328186,-2207.524414063,-218.521087646,-380.454772949,-2171.081298828,
351,-185.943649292,-374.808227539,-2489.593017578,-187.567703247,-70.979835510,-2485.818115234,-310.877197266,-75.098052979,-2207.528808594,-218.521179199,-380.455474854,-2171.084472656,
352,-185.943542480,-374.808715820,-2489.600341797,-187.568862915,-70.979499817,-2485.809570313,-310.877624512,-75.096313477,-2207.522460938,-218.523910522,-380.456329346,-2171.089843750,
353,-185.949935913,-374.806091309,-2489.577392578,-187.573776245,-70.979995728,-2485.807128906,-310.879547119,-75.096839905,-2207.525634766,-218.524017334,-380.457550049,-2171.082519531,
354,-185.949951172,-374.804260254,-2489.587890625,-187.580718994,-70.980529785,-2485.809814453,-310.881835938,-75.097999573,-2207.526611328,-218.525802612,-380.457031250,-2171.086914063,
355,-185.948471069,-374.806091309,-2489.589843750,-187.579208374,-70.981575012,-2485.808837891,-310.879455566,-75.098320007,-2207.528076172,-218.524124146,-380.456573486,-2171.083740234,
356,-185.949523926,-374.807312012,-2489.586669922,-187.575851440,-70.979309082,-2485.805664063,-310.878570557,-75.098510742,-2207.520263672,-218.523590088,-380.458160400,-2171.083251953,
357,-185.951385498,-374.805450439,-2489.588378906,-187.576126099,-70.983024597,-2485.812744141,-310.880798340,-75.098831177,-2207.521728516,-218.522720337,-380.458068848,-2171.079101563,
358,-185.945739746,-374.806945801,-2489.582763672,-187.574310303,-70.981796265,-2485.804443359,-310.878234863,-75.098030090,-2207.516845703,-218.520706177,-380.457275391,-2171.085205078,
359,-185.945739746,-374.808135986,-2489.593750000,-187.569549561,-70.981750488,-2485.811279297,-310.875610352,-75.097076416,-2207.518798828,-218.517852783,-380.458740234,-2171.083007813,
360,-185.942810059,-374.806518555,-2489.586669922,-187.561355591,-70.983474731,-2485.811279297,-310.869293213,-75.095863342,-2207.518310547,-218.515609741,-380.458312988,-2171.082763672,
361,-185.944793701,-374.810424805,-2489.590576172,-187.568908691,-70.983238220,-2485.811279297,-310.871643066,-75.097343445,-2207.518798828,-218.518203735,-380.456573486,-2171.078857422,
362,-185.946487427,-374.806091309,-2489.586669922,-187.569168091,-70.979927063,-2485.809814453,-310.873016357,-75.096977234,-2207.513916016,-218.518218994,-380.455993652,-2171.077392578,
363,-185.946105957,-374.805297852,-2489.578125000,-187.567901611,-70.983078003,-2485.808593750,-310.872528076,-75.098129272,-2207.518554688,-218.520431519,-380.456268311,-2171.079345703,
364,-185.943420410,-374.808105469,-2489.591308594,-187.564224243,-70.981193542,-2485.805908203,-310.870208740,-75.097976685,-2207.521728516,-218.517837524,-380.456787109,-2171.092285156,
365,-185.943664551,-374.804962158,-2489.575927734,-187.565307617,-70.981208801,-2485.808105469,-310.871246338,-75.096954346,-2207.516845703,-218.516983032,-380.454589844,-2171.073974609,
366,-185.942474365,-374.808715820,-2489.597167969,-187.563613892,-70.980499268,-2485.799072266,-310.870910645,-75.096702576,-2207.520507813,-218.517395020,-380.457641602,-2171.073730469,
367,-185.942199707,-374.803741455,-2489.590332031,-187.557113647,-70.981018066,-2485.804443359,-310.867401123,-75.097244263,-2207.518798828,-218.518692017,-380.457336426,-2171.086914063,
368,-185.940612793,-374.807678223,-2489.584472656,-187.556518555,-70.983512878,-2485.801513672,-310.872528076,-75.097648621,-2207.530273438,-218.516357422,-380.455749512,-2171.083251953,
369,-185.941375732,-374.808135986,-2489.597167969,-187.556518555,-70.981277466,-2485.807617188,-310.872650146,-75.098220825,-2207.531738281,-218.517883301,-380.457000732,-2171.078125000,
370,-185.945968628,-374.807586670,-2489.585937500,-187.563415527,-70.980491638,-2485.816894531,-310.876434326,-75.099327087,-2207.529785156,-218.521392822,-380.456787109,-2171.079101563,
371,-185.945953369,-374.809478760,-2489.594238281,-187.565643311,-70.983207703,-2485.810302734,-310.875854492,-75.099517822,-2207.521972656,-218.521331787,-380.455169678,-2171.075439453,
372,-185.944625854,-374.807678223,-2489.587646484,-187.560256958,-70.979980469,-2485.799316406,-310.876434326,-75.098342896,-2207.528564453,-218.521362305,-380.454010010,-2171.076660156,
373,-185.941635132,-374.805419922,-2489.585937500,-187.561599731,-70.981437683,-2485.801269531,-310.871337891,-75.098655701,-2207.525146484,-218.517974854,-380.454986572,-2171.076660156,
374,-185.944885254,-374.803894043,-2489.586425781,-187.561309814,-70.981254578,-2485.813232422,-310.873260498,-75.096641541,-2207.522949219,-218.516921997,-380.453704834,-2171.076904297,
375,-185.944686890,-374.808319092,-2489.593261719,-187.562438965,-70.981285095,-2485.808837891,-310.876861572,-75.098014832,-2207.528808594,-218.518020630,-380.453277588,-2171.077392578,
376,-185.949783325,-374.805969238,-2489.591552734,-187.561584473,-70.979888916,-2485.801025391,-310.877258301,-75.095779419,-2207.520996094,-218.521026611,-380.454406738,-2171.078125000,
377,-185.948379517,-374.806945801,-2489.592285156,-187.564987183,-70.980735779,-2485.808837891,-310.881134033,-75.096282959,-2207.529296875,-218.519958496,-380.453765869,-2171.084716797,
378,-185.946258545,-374.804077148,-2489.571289063,-187.561080933,-70.978874207,-2485.798095703,-310.879394531,-75.096534729,-2207.524169922,-218.518478394,-380.454681396,-2171.078613281,
379,-185.951339722,-374.804809570,-2489.591552734,-187.558654785,-70.980934143,-2485.794921875,-310.882965088,-75.096641541,-2207.525390625,-218.521697998,-380.454040527,-2171.081787109,
380,-185.943954468,-374.806152344,-2489.594970703,-187.557525635,-70.979698181,-2485.800537109,-310.880950928,-75.096061707,-2207.522705078,-218.518478394,-380.454620361,-2171.084472656,
381,-185.942413330,-374.806762695,-2489.592529297,-187.558029175,-70.978965759,-2485.797363281,-310.878875732,-75.096473694,-2207.518554688,-218.513153076,-380.454315186,-2171.073974609,
382,-185.938659668,-374.808013916,-2489.602783203,-187.553405762,-70.980873108,-2485.801269531,-310.873657227,-75.095336914,-2207.516113281,-218.513168335,-380.455993652,-2171.080322266,
383,-185.939147949,-374.807250977,-2489.593261719,-187.553375244,-70.981018066,-2485.799560547,-310.875793457,-75.093879700,-2207.524658203,-218.514190674,-380.456756592,-2171.081787109,
384,-185.941268921,-374.806732178,-2489.593505859,-187.558731079,-70.982177734,-2485.806640625,-310.873474121,-75.094467163,-2207.515869141,-218.515335083,-380.457275391,-2171.087402344,
385,-185.939971924,-374.805572510,-2489.597167969,-187.556884766,-70.980552673,-2485.803955078,-310.871551514,-75.094085693,-2207.513916016,-218.514221191,-380.455963135,-2171.077148438,
386,-185.944107056,-374.806243896,-2489.579345703,-187.554244995,-70.981460571,-2485.803955078,-310.871215820,-75.095977783,-2207.516845703,-218.518341064,-380.457427979,-2171.081787109,
387,-185.943313599,-374.804595947,-2489.576171875,-187.556747437,-70.982208252,-2485.808105469,-310.872406006,-75.094009399,-2207.517089844,-218.515777588,-380.456176758,-2171.073974609,
388,-185.943252563,-374.807952881,-2489.590087891,-187.557662964,-70.982093811,-2485.811767578,-310.871520996,-75.094917297,-2207.517822266,-218.517547607,-380.456787109,-2171.079589844,
389,-185.940353394,-374.804565430,-2489.578613281,-187.549301147,-70.982185364,-2485.796386719,-310.868347168,-75.094665527,-2207.512207031,-218.515304565,-380.457031250,-2171.087158203,
390,-185.938751221,-374.806549072,-2489.593017578,-187.549926758,-70.982101440,-2485.797363281,-310.867492676,-75.095230103,-2207.517822266,-218.515548706,-380.459136963,-2171.088623047,
391,-185.946075439,-374.808624268,-2489.598632813,-187.561203003,-70.982872009,-2485.806884766,-310.872894287,-75.094245911,-2207.523437500,-218.518432617,-380.457061768,-2171.087646484,
392,-185.947265625,-374.809326172,-2489.585693359,-187.565185547,-70.981369019,-2485.801757813,-310.877288818,-75.096794128,-2207.522460938,-218.519592285,-380.456695557,-2171.083007813,
393,-185.946166992,-374.807464600,-2489.589843750,-187.561813354,-70.979049683,-2485.792236328,-310.875457764,-75.097343445,-2207.519287109,-218.519668579,-380.456848145,-2171.085449219,
394,-185.947937012,-374.808074951,-2489.593750000,-187.565399170,-70.981697083,-2485.797119141,-310.876220703,-75.097274780,-2207.519531250,-218.519226074,-380.458190918,-2171.089843750,
395,-185.949295044,-374.808929443,-2489.598388672,-187.567230225,-70.982025146,-2485.798828125,-310.881805420,-75.097923279,-2207.523925781,-218.522888184,-380.457733154,-2171.085937500,
396,-185.950607300,-374.809906006,-2489.585937500,-187.569503784,-70.981323242,-2485.791259766,-310.883636475,-75.097618103,-2207.524902344,-218.521514893,-380.457946777,-2171.077636719,
397,-185.943222046,-374.811309814,-2489.588134766,-187.563888550,-70.979751587,-2485.799072266,-310.876525879,-75.099021912,-2207.522216797,-218.517181396,-380.457275391,-2171.077392578,
398,-185.941101074,-374.808441162,-2489.590820313,-187.559219360,-70.980255127,-2485.797363281,-310.873596191,-75.097946167,-2207.530517578,-218.514984131,-380.456756592,-2171.079833984,
399,-185.944335938,-374.812194824,-2489.605712891,-187.565322876,-70.980636597,-2485.790283203,-310.876525879,-75.097564697,-2207.525146484,-218.518966675,-380.457885742,-2171.087158203,
400,-185.944839478,-374.808441162,-2489.584228516,-187.568267822,-70.980949402,-2485.796630859,-310.882232666,-75.099777222,-2207.528320313,-218.522247314,-380.457550049,-2171.084228516,
401,-185.946365356,-374.810943604,-2489.610839844,-187.562713623,-70.977775574,-2485.794433594,-310.879425049,-75.098289490,-2207.524902344,-218.520996094,-380.457336426,-2171.087402344,
