1
2	 636.2	 506.1	 -35.8	 405.1	20967.3	BB.B	BB.B	BB.B	BB.B	BB.B	 653.8	 480.6	 -48.2	 476.4	23879.0	 661.2	 486.3	 -44.7	 478.0	23931.5	 697.6	 620.9	 -53.7	 161.3	9411.3	 688.7	 616.4	 -52.4	 151.8	9363.4	 523.3	 243.3	  -6.2	   0.6	  29.5	 532.2	 249.7	  -6.8	   0.6	  25.8	 703.2	 352.8	 -64.1	   0.6	  20.9	 693.4	 346.7	 -62.9	   0.6	  22.8	BB.B	BB.B	
3	 634.5	 505.2	 -39.5	 419.3	1815.7	BB.B	BB.B	BB.B	BB.B	BB.B	 651.7	 479.7	 -52.4	 477.6	 477.3	 659.1	 485.4	 -48.9	 478.6	 550.5	 696.6	 620.4	 -55.1	 188.2	3021.3	 687.7	 616.0	 -53.7	 187.3	3713.0	 523.3	 243.3	  -6.2	   0.6	  -6.0	 532.2	 249.7	  -6.8	   0.5	  -4.0	 703.2	 352.8	 -64.1	   0.4	  -6.4	 693.4	 346.7	 -62.9	   0.5	  -7.8	BB.B	BB.B	
4	 632.5	 504.2	 -43.1	 441.4	2957.8	BB.B	BB.B	BB.B	BB.B	BB.B	 649.4	 478.6	 -56.4	 485.9	1616.4	 656.8	 484.3	 -52.9	 489.0	1646.4	 695.5	 619.7	 -56.6	 221.7	4293.8	 686.7	 615.4	 -55.4	 226.1	4060.6	 523.3	 243.3	  -6.2	   0.5	 -12.9	 532.2	 249.7	  -6.8	   0.5	  -8.9	 703.2	 352.8	 -64.1	   0.5	   2.2	 693.4	 346.7	 -62.9	   0.4	  -6.9	BB.B	BB.B	
5	 630.3	 502.7	 -46.9	 478.5	3778.1	BB.B	BB.B	BB.B	BB.B	BB.B	 646.8	 477.3	 -60.4	 509.9	2753.0	 654.1	 482.9	 -56.9	 511.6	2503.3	 694.1	 618.6	 -58.3	 274.1	5335.3	 685.4	 614.4	 -57.2	 268.5	4818.2	 523.3	 243.3	  -6.2	   0.3	 -19.3	 532.2	 249.7	  -6.8	   0.3	 -16.6	 703.2	 352.8	 -64.1	   0.5	  -4.5	 693.4	 346.7	 -62.9	   0.3	  -8.0	BB.B	BB.B	
6	 627.6	 500.9	 -50.7	 517.0	3651.2	BB.B	BB.B	BB.B	BB.B	BB.B	 643.7	 475.4	 -64.3	 541.0	3602.7	 651.1	 481.0	 -60.8	 539.1	3420.6	 692.4	 617.0	 -60.3	 328.4	4481.8	 683.6	 612.9	 -59.1	 322.5	4759.6	 523.3	 243.3	  -6.2	   0.1	  -6.9	 532.2	 249.7	  -6.8	   0.2	  -6.3	 703.2	 352.8	 -64.1	   0.4	  -8.9	 693.4	 346.7	 -62.9	   0.3	  -5.0	BB.B	BB.B	
7	 624.6	 498.7	 -54.6	 551.5	3327.5	BB.B	BB.B	BB.B	BB.B	BB.B	 640.3	 473.2	 -68.1	 582.0	4878.6	 647.7	 478.8	 -64.5	 580.0	5090.4	 690.4	 615.1	 -62.5	 363.7	3537.6	 681.7	 611.1	 -61.3	 363.7	3732.1	 523.3	 243.3	  -6.2	   0.2	  10.5	 532.2	 249.7	  -6.8	   0.2	   1.3	 703.2	 352.8	 -64.1	   0.3	   9.0	 693.4	 346.7	 -62.9	   0.2	   0.4	BB.B	BB.B	
8	 621.3	 496.2	 -58.5	 583.5	3297.5	BB.B	BB.B	BB.B	BB.B	BB.B	 636.5	 470.5	 -71.9	 638.6	5541.4	 643.8	 476.0	 -68.3	 640.9	5868.5	 688.1	 613.1	 -64.6	 399.2	3496.7	 679.5	 609.0	 -63.6	 397.1	3641.5	 523.3	 243.3	  -6.2	   0.3	   6.6	 532.2	 249.7	  -6.8	   0.2	   4.7	 703.2	 352.8	 -64.1	   0.6	  -0.8	 693.4	 346.7	 -62.9	   0.3	   3.5	BB.B	BB.B	
9	 617.8	 493.4	 -62.4	 617.5	4466.7	BB.B	BB.B	BB.B	BB.B	BB.B	 632.1	 467.3	 -75.8	 692.8	4702.3	 639.4	 472.7	 -72.2	 697.3	4903.4	 685.7	 610.5	 -67.0	 433.7	1784.9	 677.1	 606.6	 -66.0	 436.5	3424.4	 523.3	 243.3	  -6.2	   0.3	  -9.4	 532.2	 249.7	  -6.8	   0.3	  -2.4	 703.2	 352.8	 -64.1	   0.3	 -14.5	 693.4	 346.7	 -62.9	   0.3	  -3.0	BB.B	BB.B	
10	 614.0	 490.2	 -66.3	 672.9	6264.3	BB.B	BB.B	BB.B	BB.B	BB.B	 627.3	 463.6	 -79.7	 732.6	3779.7	 634.7	 468.9	 -76.1	 739.0	3796.7	 683.1	 607.8	 -69.3	 434.9	1706.8	 674.5	 603.9	 -68.6	 465.6	2717.7	 523.3	 243.3	  -6.2	   0.1	   4.4	 532.2	 249.7	  -6.8	   0.2	  -3.3	 703.2	 352.8	 -64.1	   0.3	  13.6	 693.4	 346.7	 -62.9	   0.2	  -2.5	BB.B	BB.B	
11	 609.9	 486.2	 -70.6	 742.8	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	 622.3	 459.5	 -83.5	 768.4	3463.0	 629.7	 464.7	 -79.9	 773.3	3430.5	 680.4	 605.2	 -71.3	 467.8	4316.1	 671.9	 600.9	 -71.3	 490.9	2407.3	 523.3	 243.3	  -6.2	   0.4	  16.0	 532.2	 249.7	  -6.8	   0.2	  17.6	 703.2	 352.8	 -64.1	   0.5	   3.9	 693.4	 346.7	 -62.9	   0.2	  14.4	BB.B	BB.B	
12	 605.5	 481.5	 -75.0	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	 617.1	 454.9	 -87.2	 801.9	2865.0	 624.4	 460.0	 -83.5	 807.6	3083.9	 677.7	 601.8	 -74.0	 521.2	2931.9	 669.3	 597.6	 -74.0	 513.7	2075.7	 523.3	 243.3	  -6.2	   0.5	   4.4	 532.2	 249.7	  -6.8	   0.5	  13.8	 703.2	 352.8	 -64.1	   0.3	  -8.3	 693.4	 346.7	 -62.9	   0.5	  16.3	BB.B	BB.B	
2
125	 678.7	 386.9	 -42.6	 133.5	BB.B	 671.6	 382.3	 -38.7	 142.0	2664.3	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	 693.4	 476.3	-114.6	  82.7	2251.2	 684.1	 469.0	-114.8	  85.9	2320.6	 523.1	 243.0	  -6.3	   0.2	  17.3	 531.9	 249.5	  -6.8	   0.2	   5.3	 703.5	 351.6	 -64.2	   0.3	  -5.4	 693.6	 345.4	 -62.9	   0.3	   6.7	   9.3	   2.5	
126	 677.6	 386.9	 -43.6	 165.7	3344.5	 670.5	 382.3	 -39.8	 168.5	3028.7	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	 693.0	 477.1	-115.0	 106.9	2535.4	 683.8	 469.9	-115.2	 110.5	2538.8	 523.1	 243.0	  -6.3	   0.5	  12.0	 531.9	 249.5	  -6.8	   0.4	  11.5	 703.5	 351.6	 -64.2	   0.3	  11.1	 693.6	 345.4	 -62.9	   0.3	   3.6	   9.3	   0.3	
127	 676.4	 387.0	 -45.0	 200.4	3555.6	 669.2	 382.4	 -41.2	 202.5	3566.1	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	 692.7	 478.1	-115.5	 133.4	2660.4	 683.5	 471.0	-115.7	 136.7	2642.5	 523.1	 243.0	  -6.3	   0.4	 -13.3	 531.9	 249.5	  -6.8	   0.5	  -3.0	 703.5	 351.6	 -64.2	   0.5	   8.6	 693.6	 345.4	 -62.9	   0.4	   1.9	   9.3	  -0.3	
128	 675.0	 387.1	 -46.6	 236.8	3701.3	 667.9	 382.5	 -42.9	 239.9	3639.3	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	 692.4	 479.3	-116.2	 160.1	2677.6	 683.2	 472.2	-116.4	 163.4	2707.7	 523.1	 243.0	  -6.3	   0.3	  -6.6	 531.9	 249.5	  -6.8	   0.3	  -8.2	 703.5	 351.6	 -64.2	   0.5	  -7.4	 693.6	 345.4	 -62.9	   0.3	  -1.9	   9.3	   0.8	
129	 673.5	 387.3	 -48.7	 274.4	4016.0	 666.3	 382.7	 -44.9	 275.3	3910.5	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	 692.0	 480.8	-117.1	 186.9	2754.4	 682.8	 473.8	-117.2	 190.8	2749.0	 523.1	 243.0	  -6.3	   0.3	  -0.4	 531.9	 249.5	  -6.8	   0.3	  -5.3	 703.5	 351.6	 -64.2	   0.4	  -4.8	 693.6	 345.4	 -62.9	   0.3	  -0.5	   9.3	   0.0	
130	 671.8	 387.6	 -51.1	 317.2	4881.5	 664.6	 383.0	 -47.3	 318.1	4873.3	BB.B	BB.B	BB.B	BB.B	BB.B	 703.6	 381.7	 -52.2	BB.B	BB.B	 691.7	 482.5	-118.1	 215.2	2903.3	 682.5	 475.6	-118.2	 218.4	2863.3	 523.1	 243.0	  -6.3	   0.3	  -0.6	 531.9	 249.5	  -6.8	   0.2	  -2.2	 703.5	 351.6	 -64.2	   0.4	  -0.4	 693.6	 345.4	 -62.9	   0.3	  -6.7	   9.3	   0.4	
131	 670.0	 387.9	 -54.0	 372.0	5739.1	 662.8	 383.3	 -50.3	 372.8	5626.3	BB.B	BB.B	BB.B	BB.B	BB.B	 702.6	 382.0	 -55.9	 392.7	BB.B	 691.4	 484.6	-119.1	 245.0	2892.9	 682.2	 477.6	-119.2	 248.1	3032.6	 523.1	 243.0	  -6.3	   0.3	  -4.1	 531.9	 249.5	  -6.8	   0.3	  -0.6	 703.5	 351.6	 -64.2	   0.3	  -9.9	 693.6	 345.4	 -62.9	   0.2	  -9.4	   9.3	   4.2	
132	 668.2	 388.4	 -57.5	 431.9	5846.3	 660.9	 383.8	 -53.7	 430.6	5768.1	 692.2	 381.4	 -52.3	BB.B	BB.B	 701.3	 382.6	 -59.7	 414.5	2356.0	 691.1	 487.0	-120.1	 273.0	2849.2	 681.9	 480.0	-120.2	 279.0	3007.5	 523.1	 243.0	  -6.3	   0.2	   2.2	 531.9	 249.5	  -6.8	   0.2	   0.7	 703.5	 351.6	 -64.2	   0.2	  -7.3	 693.6	 345.4	 -62.9	   0.2	   2.8	   9.4	   5.7	
133	 666.1	 389.1	 -61.6	 489.0	4645.8	 658.8	 384.4	 -57.8	 488.2	4870.3	 690.5	 382.1	 -56.6	 493.1	BB.B	 699.5	 383.6	 -63.4	 439.8	3358.3	 690.8	 489.7	-121.0	 302.0	2998.9	 681.6	 482.8	-121.2	 308.2	2760.1	 523.1	 243.0	  -6.3	   0.3	   4.1	 531.9	 249.5	  -6.8	   0.3	   3.2	 703.5	 351.6	 -64.2	   0.2	   4.7	 693.6	 345.4	 -62.9	   0.3	   1.8	   9.4	   7.7	
134	 663.8	 390.0	 -66.1	 524.9	2339.9	 656.5	 385.1	 -62.3	 528.0	2417.2	 688.4	 382.8	 -61.3	 531.3	2635.9	 697.2	 384.8	 -67.2	 481.6	2906.4	 690.5	 492.7	-121.7	 333.0	3497.8	 681.3	 485.9	-122.0	 334.2	2317.7	 523.1	 243.0	  -6.3	   0.3	  -4.6	 531.9	 249.5	  -6.8	   0.3	  -5.1	 703.5	 351.6	 -64.2	   0.3	   0.8	 693.6	 345.4	 -62.9	   0.2	  -6.9	   9.5	  11.1	
135	 661.4	 391.3	 -70.8	 535.8	 189.7	 654.1	 386.2	 -67.0	 536.5	-120.2	 685.7	 383.5	 -66.0	 545.8	-202.3	 694.5	 385.7	 -71.4	 498.0	 597.4	 690.1	 496.2	-122.1	 371.9	2250.2	 680.9	 489.3	-122.7	 354.6	2121.3	 523.1	 243.0	  -6.3	   0.3	   1.2	 531.9	 249.5	  -6.8	   0.2	   3.3	 703.5	 351.6	 -64.2	   0.2	  -3.2	 693.6	 345.4	 -62.9	   0.1	  -3.4	   9.7	   9.7	
136	 659.1	 393.0	 -75.3	 528.7	-1268.3	 651.7	 387.8	 -71.5	 525.6	-1449.9	 682.5	 384.3	 -70.4	 527.3	-2299.3	 691.1	 387.2	 -74.7	 493.6	-402.6	 689.5	 500.1	-122.2	 378.0	BB.B	 680.5	 492.9	-123.1	 376.6	2129.0	 523.1	 243.0	  -6.3	   0.3	   5.7	 531.9	 249.5	  -6.8	   0.4	   0.6	 703.5	 351.6	 -64.2	   0.2	   3.3	 693.6	 345.4	 -62.9	   0.1	   3.9	   9.7	   8.4	
137	 656.6	 395.1	 -79.3	 510.4	-1817.5	 649.2	 389.8	 -75.6	 507.5	-1834.0	 678.9	 385.7	 -73.7	 499.8	-1913.8	 687.4	 388.9	 -77.4	 489.9	-496.8	 689.0	 503.6	-122.6	BB.B	BB.B	 679.9	 496.7	-123.4	 397.2	2048.1	 523.1	 243.0	  -6.3	   0.4	  -2.2	 531.9	 249.5	  -6.8	   0.2	  -4.9	 703.5	 351.6	 -64.2	   0.3	   1.6	 693.6	 345.4	 -62.9	   0.2	  11.3	   9.8	   9.0	
138	 654.0	 397.6	 -82.8	 492.3	-1499.4	 646.5	 392.2	 -79.1	 488.9	-1465.3	 675.0	 387.6	 -76.1	 489.0	-210.7	 683.4	 391.4	 -79.0	 483.7	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	 679.2	 500.7	-123.4	 417.6	2220.4	 523.1	 243.0	  -6.3	   0.2	  -6.8	 531.9	 249.5	  -6.8	   0.3	   1.5	 703.5	 351.6	 -64.2	   0.2	  -0.9	 693.6	 345.4	 -62.9	   0.3	   6.3	   9.9	   7.1	
139	 651.1	 400.4	 -85.6	 480.4	-795.2	 643.7	 394.9	 -81.9	 478.2	-674.9	 670.9	 389.9	 -77.5	 495.6	 995.6	 679.5	 393.4	 -80.9	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	 678.4	 504.9	-123.1	 441.6	2391.6	 523.1	 243.0	  -6.3	   0.2	   1.1	 531.9	 249.5	  -6.8	   0.2	  -4.1	 703.5	 351.6	 -64.2	   0.3	   4.7	 693.6	 345.4	 -62.9	   0.3	  -2.1	  10.0	   7.4	
140	 648.1	 403.4	 -87.8	 476.4	-266.8	 640.6	 397.8	 -84.1	 475.4	-102.9	 666.7	 392.6	 -78.2	 508.9	1134.7	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	 677.7	 509.4	-122.6	 465.4	2436.0	 523.1	 243.0	  -6.3	   0.3	  10.1	 531.9	 249.5	  -6.8	   0.2	   5.3	 703.5	 351.6	 -64.2	   0.3	   1.9	 693.6	 345.4	 -62.9	   0.3	  -6.2	  10.1	   4.8	
141	 644.9	 406.6	 -89.3	 475.1	-167.6	 637.4	 401.0	 -85.6	 476.1	  66.4	 662.3	 395.3	 -78.5	 518.3	 260.5	BB.B	BB.B	BB.B	BB.B	BB.B	 685.7	 520.6	-120.8	BB.B	BB.B	 677.1	 514.0	-121.8	 490.3	2582.1	 523.1	 243.0	  -6.3	   0.4	  -0.9	 531.9	 249.5	  -6.8	   0.3	   4.3	 703.5	 351.6	 -64.2	   0.3	  -6.9	 693.6	 345.4	 -62.9	   0.2	  -5.2	  10.1	   1.5	
142	 641.7	 410.0	 -90.2	 473.1	-314.9	 634.2	 404.4	 -86.6	 476.7	  39.1	 658.0	 398.2	 -78.3	 514.1	-1652.1	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	 676.7	 518.9	-120.6	 517.1	2106.2	 523.1	 243.0	  -6.3	   0.3	 -20.2	 531.9	 249.5	  -6.8	   0.3	  -4.5	 703.5	 351.6	 -64.2	   0.2	 406.1	 693.6	 345.4	 -62.9	   0.2	 399.5	  10.1	  -1.7	
143	 638.8	 413.7	 -90.6	 468.8	-209.4	 631.2	 408.1	 -87.0	 476.9	BB.B	 653.9	 401.2	 -78.0	 485.3	-3769.3	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	 676.5	 524.0	-119.3	 532.4	1234.5	 523.1	 243.0	  -6.3	   0.0	   3.3	 531.9	 249.5	  -6.8	   0.2	  -4.4	 703.5	 351.6	 -64.2	   8.4	 902.1	 693.6	 345.4	 -62.9	   8.2	 868.3	  10.0	  -3.5	
144	 636.1	 417.5	 -90.6	 468.9	 406.2	 628.5	 412.0	 -87.0	BB.B	BB.B	 650.4	 404.2	 -77.7	 438.8	-4411.7	 657.9	 411.7	 -75.8	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	 676.4	 529.1	-117.6	 541.8	 427.3	 523.1	 243.0	  -6.3	   0.3	  17.3	 531.9	 249.5	  -6.8	   0.2	  -0.6	 703.5	 351.7	 -64.3	  18.2	 -61.1	 693.6	 345.5	 -63.1	  17.6	 -64.5	  10.0	BB.B	
145	 633.7	 421.5	 -90.1	 476.9	1038.2	BB.B	BB.B	BB.B	BB.B	BB.B	 647.6	 407.3	 -77.3	 397.0	-3070.5	 655.1	 414.6	 -75.4	 386.4	BB.B	BB.B	BB.B	BB.B	BB.B	BB.B	 676.5	 534.2	-115.6	 541.0	-274.7	 523.1	 243.0	  -6.3	   0.4	   6.4	 531.9	 249.5	  -6.8	   0.2	   2.1	 703.5	 351.8	 -64.5	   7.2	 -81.5	 693.6	 345.6	 -63.2	   6.9	-108.9	BB.B	BB.B	
146	 631.4	 425.6	 -88.8	 489.6	1406.5	BB.B	BB.B	BB.B	BB.B	BB.B	 645.3	 410.2	 -76.4	 377.3	-841.8	 652.8	 417.4	 -74.6	 366.8	-760.9	BB.B	BB.B	BB.B	BB.B	BB.B	 676.6	 539.2	-113.6	 536.3	-694.7	 523.1	 243.0	  -6.3	   0.4	   0.3	 531.9	 249.5	  -6.8	   0.2	   9.5	 703.5	 351.7	 -64.4	  16.6	 448.6	 693.6	 345.6	 -63.2	  15.4	 442.3	BB.B	BB.B	
147	 629.3	 429.6	 -86.6	 505.0	1564.1	BB.B	BB.B	BB.B	BB.B	BB.B	 643.2	 413.0	 -75.0	 380.2	 232.6	 650.9	 420.1	 -73.1	 371.2	 458.9	BB.B	BB.B	BB.B	BB.B	BB.B	 676.8	 544.1	-111.3	 527.1	-1165.8	 523.1	 243.0	  -6.3	   0.4	  -1.5	 531.9	 249.5	  -6.8	   0.4	   3.4	 703.5	 351.6	 -64.2	  16.2	-681.5	 693.6	 345.5	 -63.0	  15.8	-597.5	BB.B	BB.B	
