"translation","V1","V2","TimeSec","TimeAbsolute"
"1cm",61,25627.5,25.6275,0
"1cm",61,39357.8,39.3578,0
"1cm",61,65268.7,65.2687,0
"2cm",62,79199,79.199,0
"2cm",62,87297.2,87.2972,0
"4cm",63,96428.5,96.4285,0
"2cm",62,104476.7,104.4767,0
"1cm",61,112408.2,112.4082,0
"1cm",61,121871.2,121.8712,0
"4cm",63,129521.1,129.5211,0
"4cm",63,137500.7,137.5007,0
"2cm",62,144734.4,144.7344,0
"4cm",63,152499.3,152.4993,0
"1cm",61,159731,159.731,0
"2cm",62,167612.6,167.6126,0
"4cm",63,174661.1,174.6611,0
"1cm",61,183159.2,183.1592,0
"1cm",61,191074.1,191.0741,0
"2cm",62,200187.1,200.1871,0
"4cm",63,207187.2,207.1872,0
"1cm",61,214052.3,214.0523,0
"4cm",63,221117.4,221.1174,0
"2cm",62,227532.6,227.5326,0
"2cm",62,234097.8,234.0978,0
"4cm",63,240913,240.913,0
"2cm",62,341473.9,341.4739,0
"4cm",63,359353.3,359.3533,0
"1cm",61,372966.9,372.9669,0
"2cm",62,407375.9,407.3759,0
"1cm",61,435219.7,435.2197,0
"4cm",63,452165.9,452.1659,0
"4cm",63,465129.7,465.1297,0
"1cm",61,478793.3,478.7933,0
"1cm",61,504887.5,504.8875,0
"4cm",63,517284.7,517.2847,0
"2cm",62,527215.9,527.2159,0
"1cm",61,538596.7,538.5967,0
"4cm",63,550877.3,550.8773,0
"2cm",62,560541.7,560.5417,0
"2cm",62,571656,571.656,0
"1cm",61,582786.8,582.7868,0
"1cm",61,594567.5,594.5675,0
"4cm",63,606698.2,606.6982,0
"4cm",63,617160.9,617.1609,0
"2cm",62,628543.3,628.5433,0
"2cm",62,640371.3,640.3713,0
"4cm",63,650604,650.604,0
"2cm",62,660252.9,660.2529,0
"1cm",61,670550.6,670.5506,0
"1cm",61,682931.2,682.9312,0
"4cm",63,1532525.1,1532.5251,0
"4cm",63,1546688.6,1546.6886,0
"4cm",63,1564234.7,1564.2347,0
"4cm",63,1579031.4,1579.0314,0
"2cm",62,1590912.1,1590.9121,0
"1cm",61,1605058.9,1605.0589,0
"4cm",63,1647916,1647.916,0
"1cm",61,1718716.9,1718.7169,0
"1cm",61,1782416.9,1782.4169,0
"1cm",61,1815345.4,1815.3454,0
"1cm",61,1900426.4,1900.4264,0
"2cm",62,1916572.8,1916.5728,0
"2cm",62,1930003.2,1930.0032,0
"1cm",61,1946216.2,1946.2162,0
"2cm",62,1961729.4,1961.7294,0
"1cm",61,1974526.6,1974.5266,0
"1cm",61,1992489.2,1992.4892,0
"2cm",62,2015484.1,2015.4841,0
"4cm",63,2028947.8,2028.9478,0
"2cm",62,2047575.5,2047.5755,0
"4cm",63,2061655.2,2061.6552,0
"4cm",63,2074087.7,2074.0877,0
"2cm",62,2117461.4,2117.4614,0
"2cm",62,2129058.8,2129.0588,0
"1cm",61,2142272.5,2142.2725,0
"1cm",61,2156618,2156.618,0
"1cm",61,2170466.3,2170.4663,0
"2cm",62,2182097,2182.097,0
"1cm",61,2196677.1,2196.6771,0
"2cm",62,2209474.2,2209.4742,0
"2cm",62,2220305.1,2220.3051,0
"2cm",62,2259963,2259.963,0
"1cm",61,2273410,2273.41,0
"1cm",61,2286240.5,2286.2405,0
"2cm",62,2300752.6,2300.7526,0
"4cm",63,2341811.4,2341.8114,0
"4cm",63,2354725.2,2354.7252,0
"1cm",61,2365536.8,2365.5368,0
"1cm",61,2376886.9,2376.8869,0
"2cm",62,2390383.9,2390.3839,0
"4cm",63,2399465.2,2399.4652,0
"1cm",61,2408030,2408.03,0
"2cm",62,2417244.6,2417.2446,0
"2cm",62,2425576.1,2425.5761,0
"4cm",63,2435757.1,2435.7571,0
"4cm",63,2445288.3,2445.2883,0
"1cm",61,2455102.8,2455.1028,0
"4cm",63,2464484,2464.484,0
"2cm",62,2473232.1,2473.2321,0
"2cm",62,2482063.5,2482.0635,0
"2cm",62,2491028.1,2491.0281,0
"4cm",63,2498893.1,2498.8931,0
"1cm",61,2506805.3,2506.8053,0
"1cm",61,2518605.3,2518.6053,0
"1cm",61,2528386.5,2528.3865,0
"1cm",61,2539250.7,2539.2507,0
"4cm",63,2549147.3,2549.1473,0
"2cm",62,2556880.1,2556.8801,0
"2cm",62,2564659.1,2564.6591,0
"4cm",63,2572090.9,2572.0909,0
"2cm",62,2580658.2,2580.6582,0
