"translation","V1","V2","TimeSec","TimeAbsolute"
"experimenter confirmed","90",274215.7,274.2157,0
"0","9120",409072.9,409.0729,0
"0","20",409073.9,409.0739,0
"0","40",414556,414.556,0
"move epoch: 1cm cube","61",415305.8,415.3058,0
"0","8020",415305.8,415.3058,0
"0","8",415287,415.287,0
"trial finished okay","80",415288,415.288,0
"experimenter confirmed","90",274215.7,274.2157,0
"0","9121",418037.6,418.0376,0
"0","20",418038.6,418.0386,0
"0","40",423154.1,423.1541,0
"move epoch: 3cm cube","63",423670.6,423.6706,0
"0","8021",423670.6,423.6706,0
"0","8",423650,423.65,0
"trial finished okay","80",423651,423.651,0
"experimenter confirmed","90",426520,426.52,0
"0","9122",427185.5,427.1855,0
"0","20",427186.5,427.1865,0
"0","40",432002.1,432.0021,0
"move epoch: 3cm cube","63",432418.6,432.4186,0
"0","8022",432418.6,432.4186,0
"0","8",432403,432.403,0
"trial finished okay","80",432404,432.404,0
"experimenter confirmed","90",426520,426.52,0
"0","9123",435233.7,435.2337,0
"0","20",435234.7,435.2347,0
"0","40",440783.4,440.7834,0
"move epoch: 1cm cube","61",441283.3,441.2833,0
"0","8023",441283.3,441.2833,0
"0","8",441268,441.268,0
"trial finished okay","80",441269,441.269,0
"experimenter confirmed","90",426520,426.52,0
"0","9124",444115,444.115,0
"0","20",444116,444.116,0
"0","40",449464.8,449.4648,0
"move epoch: 1cm cube","61",449981.3,449.9813,0
"0","8024",449981.3,449.9813,0
"0","8",449966,449.966,0
"trial finished okay","80",449967,449.967,0
"0","190",449981.3,449.9813,0
"0","94",34.2,0.0342,0
"0","9125",452713,452.713,0
"0","20",452714,452.714,0
"0","40",458529.3,458.5293,0
"move epoch: 2cm cube","62",458929.3,458.9293,0
"0","8025",458929.3,458.9293,0
"0","301",458929.3,458.9293,0
"0","8",458916,458.916,0
"trial finished okay","80",458917,458.917,0
"0","401",461877.6,461.8776,0
"end of block","100",461878.6,461.8786,0
"RH Block Start","11",464894.6,464.8946,0
"Visible Block Start","12",464895.6,464.8956,0
"0","94",464895.6,464.8956,0
"0","9201",509931.6,509.9316,0
"0","20",509932.6,509.9326,0
"0","40",518782.4,518.7824,0
"move epoch: 2cm cube","62",520515.3,520.5153,0
"0","8026",520515.3,520.5153,0
"0","8",520496,520.496,0
"trial finished okay","80",520497,520.497,0
"experimenter confirmed","90",426520,426.52,0
"0","9202",523830.2,523.8302,0
"0","20",523831.2,523.8312,0
"0","40",636489,636.489,0
"move epoch: 1cm cube","61",637155.6,637.1556,0
"0","8027",637155.6,637.1556,0
"0","8",637137,637.137,0
"trial finished okay","80",637138,637.138,0
"experimenter confirmed","90",426520,426.52,0
"0","9203",640120.5,640.1205,0
"0","20",640121.5,640.1215,0
"0","40",648902.9,648.9029,0
"move epoch: 2cm cube","62",649402.8,649.4028,0
"0","8028",649402.8,649.4028,0
"0","8",649386,649.386,0
"trial finished okay","80",649387,649.387,0
"experimenter confirmed","90",426520,426.52,0
"0","9204",652584.4,652.5844,0
"0","20",652585.4,652.5854,0
"0","40",660300.3,660.3003,0
"move epoch: 3cm cube","63",661766.6,661.7666,0
"0","8029",661766.6,661.7666,0
"0","8",661755,661.755,0
"trial finished okay","80",661756,661.756,0
"experimenter confirmed","90",426520,426.52,0
"0","9205",664681.6,664.6816,0
"0","20",664682.6,664.6826,0
"0","40",674547.1,674.5471,0
"move epoch: 1cm cube","61",675177.6,675.1776,0
"0","8030",675177.6,675.1776,0
"0","8",675169,675.169,0
"trial finished okay","80",675170,675.17,0
"experimenter confirmed","90",426520,426.52,0
"0","9206",678928.4,678.9284,0
"0","20",678929.4,678.9294,0
"0","40",687427.5,687.4275,0
"move epoch: 3cm cube","63",688427.3,688.4273,0
"0","8031",688427.3,688.4273,0
"0","8",688402,688.402,0
"trial finished okay","80",688403,688.403,0
"experimenter confirmed","90",426520,426.52,0
"0","9207",691358.9,691.3589,0
"0","20",691359.9,691.3599,0
"0","40",702307.5,702.3075,0
"move epoch: 2cm cube","62",702957.3,702.9573,0
"0","8032",702957.3,702.9573,0
"0","8",702932,702.932,0
"trial finished okay","80",702933,702.933,0
"experimenter confirmed","90",426520,426.52,0
"0","9208",705955.6,705.9556,0
"0","20",705956.6,705.9566,0
"0","40",713038.3,713.0383,0
"move epoch: 3cm cube","63",713753.6,713.7536,0
"0","8033",713753.6,713.7536,0
"0","8",713745,713.745,0
"trial finished okay","80",713746,713.746,0
"experimenter confirmed","90",426520,426.52,0
"0","9209",716453.2,716.4532,0
"0","20",716454.2,716.4542,0
"0","40",724102.5,724.1025,0
"move epoch: 3cm cube","63",724685.7,724.6857,0
"0","8034",724685.7,724.6857,0
"0","8",724667,724.667,0
"trial finished okay","80",724668,724.668,0
"experimenter confirmed","90",426520,426.52,0
"0","9210",727434.1,727.4341,0
"0","20",727435.1,727.4351,0
"0","40",734583.5,734.5835,0
"move epoch: 3cm cube","63",735215.1,735.2151,0
"0","8035",735215.1,735.2151,0
"0","8",735208,735.208,0
"trial finished okay","80",735209,735.209,0
"experimenter confirmed","90",426520,426.52,0
"0","9211",738298.3,738.2983,0
"0","20",738299.3,738.2993,0
"0","40",746314.1,746.3141,0
"move epoch: 2cm cube","62",746847.4,746.8474,0
"0","8036",746847.4,746.8474,0
"0","8",746827,746.827,0
"trial finished okay","80",746828,746.828,0
"experimenter confirmed","90",426520,426.52,0
"0","9212",749745.7,749.7457,0
"0","20",749746.7,749.7467,0
"0","40",756611.8,756.6118,0
"move epoch: 1cm cube","61",757245,757.245,0
"0","8037",757245,757.245,0
"0","8",757233,757.233,0
"trial finished okay","80",757234,757.234,0
"experimenter confirmed","90",426520,426.52,0
"0","9213",760210,760.21,0
"0","20",760211,760.211,0
"0","40",767309.4,767.3094,0
"move epoch: 1cm cube","61",767875.9,767.8759,0
"0","8038",767875.9,767.8759,0
"0","8",767859,767.859,0
"trial finished okay","80",767860,767.86,0
"experimenter confirmed","90",426520,426.52,0
"0","9214",770441,770.441,0
"0","20",770442,770.442,0
"0","40",777423.8,777.4238,0
"move epoch: 1cm cube","61",777973.6,777.9736,0
"0","8039",777973.6,777.9736,0
"0","8",777959,777.959,0
"trial finished okay","80",777960,777.96,0
"experimenter confirmed","90",426520,426.52,0
"0","9215",780838.6,780.8386,0
"0","20",780839.6,780.8396,0
"0","40",788821.2,788.8212,0
"move epoch: 2cm cube","62",789404.3,789.4043,0
"0","8040",789404.3,789.4043,0
"0","8",789392,789.392,0
"trial finished okay","80",789393,789.393,0
"experimenter denied","91",792153.8,792.1538,0
"0","9216",792202.7,792.2027,0
"0","20",792203.7,792.2037,0
"0","40",799902,799.902,0
"move epoch: 1cm cube","61",800435.2,800.4352,0
"0","8041",800435.2,800.4352,0
"0","8",800423,800.423,0
"trial finished okay","80",800424,800.424,0
"experimenter denied","91",792153.8,792.1538,0
"0","9217",804666.6,804.6666,0
"0","20",804667.6,804.6676,0
"0","40",812065.9,812.0659,0
"move epoch: 3cm cube","63",813099,813.099,0
"0","8042",813099,813.099,0
"0","8",813085,813.085,0
"trial finished okay","80",813086,813.086,0
"experimenter confirmed","90",792153.8,792.1538,0
"0","9218",816097.3,816.0973,0
"0","20",816098.3,816.0983,0
"0","40",823080.1,823.0801,0
"move epoch: 2cm cube","62",823646.6,823.6466,0
"0","8043",823646.6,823.6466,0
"0","8",823623,823.623,0
"trial finished okay","80",823624,823.624,0
"experimenter confirmed","90",792153.8,792.1538,0
"0","9219",826661.6,826.6616,0
"0","20",826662.6,826.6626,0
"0","40",835144,835.144,0
"move epoch: 3cm cube","63",835677.2,835.6772,0
"0","8044",835677.2,835.6772,0
"0","8",835660,835.66,0
"trial finished okay","80",835661,835.661,0
"experimenter confirmed","90",792153.8,792.1538,0
"0","9220",839025.5,839.0255,0
"0","20",839026.5,839.0265,0
"0","40",845891.6,845.8916,0
"move epoch: 2cm cube","62",846458.1,846.4581,0
"0","8045",846458.1,846.4581,0
"0","8",846433,846.433,0
"trial finished okay","80",846434,846.434,0
"experimenter confirmed","90",792153.8,792.1538,0
"0","9221",849756.4,849.7564,0
"0","20",849757.4,849.7574,0
"0","40",856572.5,856.5725,0
"move epoch: 2cm cube","62",857005.7,857.0057,0
"0","8046",857005.7,857.0057,0
"0","8",856992,856.992,0
"trial finished okay","80",856993,856.993,0
"experimenter confirmed","90",792153.8,792.1538,0
"0","9222",860187.3,860.1873,0
"0","20",860188.3,860.1883,0
"0","40",868269.8,868.2698,0
"move epoch: 1cm cube","61",868719.7,868.7197,0
"0","8047",868719.7,868.7197,0
"0","8",868696,868.696,0
"trial finished okay","80",868697,868.697,0
"experimenter confirmed","90",792153.8,792.1538,0
"0","9223",871651.4,871.6514,0
"0","20",871652.4,871.6524,0
"0","40",881000.3,881.0003,0
"move epoch: 3cm cube","63",881483.5,881.4835,0
"0","8048",881483.5,881.4835,0
"0","8",881465,881.465,0
"trial finished okay","80",881466,881.466,0
"experimenter confirmed","90",792153.8,792.1538,0
"0","9224",884348.5,884.3485,0
"0","20",884349.5,884.3495,0
"0","40",891964.5,891.9645,0
"move epoch: 1cm cube","61",892514.3,892.5143,0
"0","8049",892514.3,892.5143,0
"0","8",892499,892.499,0
"trial finished okay","80",892500,892.5,0
"experimenter confirmed","90",792153.8,792.1538,0
"0","9225",895329.4,895.3294,0
"0","20",895330.4,895.3304,0
"0","40",903511.8,903.5118,0
"move epoch: 1cm cube","61",903961.7,903.9617,0
"0","8050",903961.7,903.9617,0
"0","302",903961.7,903.9617,0
"0","8",903948,903.948,0
"trial finished okay","80",903949,903.949,0
"experimenter confirmed","90",906994.4,906.9944,0
"0","94",464895.6,464.8956,0
"0","9226",907060,907.06,0
"0","20",907061,907.061,0
"0","40",915509.1,915.5091,0
"move epoch: 3cm cube","63",916256.4,916.2564,0
"0","8051",916256.4,916.2564,0
"0","302",916256.4,916.2564,0
"0","8",916248,916.248,0
"trial finished okay","80",916249,916.249,0
"0","402",919074,919.074,0
"end of block","100",919075,919.075,0
"LH Block Start","10",922091,922.091,0
"Visible Block Start","12",922092,922.092,0
"0","94",922092,922.092,0
"0","9301",1335046.4,1335.0464,0
"0","20",1335047.4,1335.0474,0
"0","40",1356225.9,1356.2259,0
"move epoch: 1cm cube","61",1356875.8,1356.8758,0
"0","8052",1356875.8,1356.8758,0
"0","7",1356862,1356.862,0
"trial finished okay","80",1356863,1356.863,0
"experimenter confirmed","90",792153.8,792.1538,0
"0","9302",1360707.2,1360.7072,0
"0","20",1360708.2,1360.7082,0
"0","40",1368389.8,1368.3898,0
"move epoch: 3cm cube","63",1368989.7,1368.9897,0
"0","8053",1368989.7,1368.9897,0
"0","7",1368978,1368.978,0
"trial finished okay","80",1368979,1368.979,0
"experimenter confirmed","90",792153.8,792.1538,0
"0","9303",1372404.6,1372.4046,0
"0","20",1372405.6,1372.4056,0
"0","40",1379404,1379.404,0
"move epoch: 1cm cube","61",1379870.6,1379.8706,0
"0","8054",1379870.6,1379.8706,0
"0","7",1379852,1379.852,0
"trial finished okay","80",1379853,1379.853,0
"experimenter confirmed","90",792153.8,792.1538,0
"0","9304",1383135.5,1383.1355,0
"0","20",1383136.5,1383.1365,0
"0","40",1390018.3,1390.0183,0
"move epoch: 1cm cube","61",1390601.5,1390.6015,0
"0","8055",1390601.5,1390.6015,0
"0","7",1390581,1390.581,0
"trial finished okay","80",1390582,1390.582,0
"experimenter confirmed","90",792153.8,792.1538,0
"0","9305",1393766.4,1393.7664,0
"0","20",1393767.4,1393.7674,0
"0","40",1400865.8,1400.8658,0
"move epoch: 3cm cube","63",1401532.3,1401.5323,0
"0","8056",1401532.3,1401.5323,0
"0","7",1401514,1401.514,0
"trial finished okay","80",1401515,1401.515,0
"experimenter confirmed","90",792153.8,792.1538,0
"0","9306",1404763.9,1404.7639,0
"0","20",1404764.9,1404.7649,0
"0","40",1412146.6,1412.1466,0
"move epoch: 2cm cube","62",1412613.1,1412.6131,0
"0","8057",1412613.1,1412.6131,0
"0","7",1412600,1412.6,0
"trial finished okay","80",1412601,1412.601,0
"experimenter confirmed","90",792153.8,792.1538,0
"0","9307",1415794.7,1415.7947,0
"0","20",1415795.7,1415.7957,0
"0","40",1422460.9,1422.4609,0
"move epoch: 3cm cube","63",1423044.1,1423.0441,0
"0","8058",1423044.1,1423.0441,0
"0","7",1423023,1423.023,0
"trial finished okay","80",1423024,1423.024,0
"experimenter confirmed","90",792153.8,792.1538,0
"0","9308",1426325.7,1426.3257,0
"0","20",1426326.7,1426.3267,0
"0","40",1433758.3,1433.7583,0
"move epoch: 3cm cube","63",1434258.2,1434.2582,0
"0","8059",1434258.2,1434.2582,0
"0","7",1434238,1434.238,0
"trial finished okay","80",1434239,1434.239,0
"experimenter denied","91",792153.8,792.1538,0
"0","9309",1437339.9,1437.3399,0
"0","20",1437340.9,1437.3409,0
"0","40",1444222.6,1444.2226,0
"move epoch: 2cm cube","62",1444789.2,1444.7892,0
"0","8060",1444789.2,1444.7892,0
"0","7",1444775,1444.775,0
"trial finished okay","80",1444776,1444.776,0
"experimenter confirmed","90",792153.8,792.1538,0
"0","9310",1448004.1,1448.0041,0
"0","20",1448005.1,1448.0051,0
"0","40",1453937.1,1453.9371,0
"move epoch: 1cm cube","61",1454537,1454.537,0
"0","8061",1454537,1454.537,0
"0","7",1454522,1454.522,0
"trial finished okay","80",1454523,1454.523,0
"experimenter confirmed","90",792153.8,792.1538,0
"0","9311",1457935.2,1457.9352,0
"0","20",1457936.2,1457.9362,0
"0","40",1464284.8,1464.2848,0
"move epoch: 2cm cube","62",1464851.3,1464.8513,0
"0","8062",1464851.3,1464.8513,0
"0","7",1464830,1464.83,0
"trial finished okay","80",1464831,1464.831,0
"experimenter confirmed","90",792153.8,792.1538,0
"0","9312",1468132.9,1468.1329,0
"0","20",1468133.9,1468.1339,0
"0","40",1473915.8,1473.9158,0
"move epoch: 3cm cube","63",1474532.4,1474.5324,0
"0","8063",1474532.4,1474.5324,0
"0","7",1474520,1474.52,0
"trial finished okay","80",1474521,1474.521,0
"experimenter confirmed","90",792153.8,792.1538,0
"0","9313",1478413.9,1478.4139,0
"0","20",1478414.9,1478.4149,0
"0","40",1484130.3,1484.1303,0
"move epoch: 3cm cube","63",1484630.1,1484.6301,0
"0","8064",1484630.1,1484.6301,0
"0","7",1484614,1484.614,0
"trial finished okay","80",1484615,1484.615,0
"experimenter confirmed","90",792153.8,792.1538,0
"0","9314",1487811.8,1487.8118,0
"0","20",1487812.8,1487.8128,0
"0","40",1494327.9,1494.3279,0
"move epoch: 2cm cube","62",1494911.1,1494.9111,0
"0","8065",1494911.1,1494.9111,0
"0","7",1494889,1494.889,0
"trial finished okay","80",1494890,1494.89,0
"experimenter confirmed","90",792153.8,792.1538,0
"0","9315",1498192.7,1498.1927,0
"0","20",1498193.7,1498.1937,0
"0","40",1504192.4,1504.1924,0
"move epoch: 1cm cube","61",1504858.9,1504.8589,0
"0","8066",1504858.9,1504.8589,0
"0","7",1504837,1504.837,0
"trial finished okay","80",1504838,1504.838,0
"experimenter confirmed","90",1508341.4,1508.3414,0
"0","9316",1508440.4,1508.4404,0
"0","20",1508441.4,1508.4414,0
"0","40",1514556.7,1514.5567,0
"move epoch: 1cm cube","61",1515156.6,1515.1566,0
"0","8067",1515156.6,1515.1566,0
"0","7",1515137,1515.137,0
"trial finished okay","80",1515138,1515.138,0
"experimenter confirmed","90",1508341.4,1508.3414,0
"0","9317",1518088.2,1518.0882,0
"0","20",1518089.2,1518.0892,0
"0","40",1524221.2,1524.2212,0
"move epoch: 3cm cube","63",1524704.4,1524.7044,0
"0","8068",1524704.4,1524.7044,0
"0","7",1524679,1524.679,0
"trial finished okay","80",1524680,1524.68,0
"experimenter confirmed","90",1508341.4,1508.3414,0
"0","9318",1528036,1528.036,0
"0","20",1528037,1528.037,0
"0","40",1533969,1533.969,0
"move epoch: 1cm cube","61",1534652.1,1534.6521,0
"0","8069",1534652.1,1534.6521,0
"0","7",1534629,1534.629,0
"trial finished okay","80",1534630,1534.63,0
"experimenter confirmed","90",1508341.4,1508.3414,0
"0","9319",1537733.8,1537.7338,0
"0","20",1537734.8,1537.7348,0
"0","40",1544516.6,1544.5166,0
"move epoch: 3cm cube","63",1544983.1,1544.9831,0
"0","8070",1544983.1,1544.9831,0
"0","7",1544972,1544.972,0
"trial finished okay","80",1544973,1544.973,0
"experimenter confirmed","90",1508341.4,1508.3414,0
"0","9320",1548131.4,1548.1314,0
"0","20",1548132.4,1548.1324,0
"0","40",1554447.7,1554.4477,0
"move epoch: 1cm cube","61",1554980.9,1554.9809,0
"0","8071",1554980.9,1554.9809,0
"0","7",1554958,1554.958,0
"trial finished okay","80",1554959,1554.959,0
"experimenter confirmed","90",1508341.4,1508.3414,0
"0","9321",1558029.2,1558.0292,0
"0","20",1558030.2,1558.0302,0
"0","40",1563412.3,1563.4123,0
"move epoch: 2cm cube","62",1564178.8,1564.1788,0
"0","8072",1564178.8,1564.1788,0
"0","7",1564166,1564.166,0
"trial finished okay","80",1564167,1564.167,0
"experimenter denied","91",1567194.8,1567.1948,0
"0","9322",1567810.3,1567.8103,0
"0","20",1567811.3,1567.8113,0
"0","40",1573076.7,1573.0767,0
"move epoch: 2cm cube","62",1573560,1573.56,0
"0","8073",1573560,1573.56,0
"0","7",1573546,1573.546,0
"trial finished okay","80",1573547,1573.547,0
"experimenter confirmed","90",1567194.8,1567.1948,0
"0","9323",1576874.9,1576.8749,0
"0","20",1576875.9,1576.8759,0
"0","40",1583107.8,1583.1078,0
"move epoch: 2cm cube","62",1583641,1583.641,0
"0","8074",1583641,1583.641,0
"0","7",1583623,1583.623,0
"trial finished okay","80",1583624,1583.624,0
"experimenter confirmed","90",1567194.8,1567.1948,0
"0","9324",1586872.6,1586.8726,0
"0","20",1586873.6,1586.8736,0
"0","40",1593355.5,1593.3555,0
"move epoch: 2cm cube","62",1593855.4,1593.8554,0
"0","8075",1593855.4,1593.8554,0
"0","7",1593839,1593.839,0
"trial finished okay","80",1593840,1593.84,0
"experimenter confirmed","90",1567194.8,1567.1948,0
"0","9325",1597020.3,1597.0203,0
"0","20",1597021.3,1597.0213,0
"0","40",1602936.7,1602.9367,0
"move epoch: 2cm cube","62",1603467,1603.467,0
"0","8076",1603467,1603.467,0
"0","302",1603467,1603.467,0
"0","7",1603460,1603.46,0
"trial finished okay","80",1603461,1603.461,0
"0","190",1603467,1603.467,0
"0","94",922092,922.092,0
"0","9326",1606934.8,1606.9348,0
"0","20",1606935.8,1606.9358,0
"0","40",1612917.7,1612.9177,0
"move epoch: 2cm cube","62",1613400.9,1613.4009,0
"0","8077",1613400.9,1613.4009,0
"0","302",1613400.9,1613.4009,0
"0","7",1613387,1613.387,0
"trial finished okay","80",1613388,1613.388,0
"0","402",1616749.2,1616.7492,0
"end of block","100",1616750.2,1616.7502,0
"LH Block Start","10",1619766.2,1619.7662,0
"Hidden Block Start","13",1619767.2,1619.7672,0
"0","94",1619767.2,1619.7672,0
"0","9401",1666587.9,1666.5879,0
"0","20",1666588.9,1666.5889,0
"0","40",1670304.7,1670.3047,0
"move epoch: 1cm cube","61",1670904.6,1670.9046,0
"0","8078",1670904.6,1670.9046,0
"0","7",1670889,1670.889,0
"trial finished okay","80",1670890,1670.89,0
"experimenter confirmed","90",1567194.8,1567.1948,0
"0","9402",1673569.6,1673.5696,0
"0","20",1673570.6,1673.5706,0
"0","40",1678519.5,1678.5195,0
"move epoch: 2cm cube","62",1679019.4,1679.0194,0
"0","8079",1679019.4,1679.0194,0
"0","7",1679000,1679,0
"trial finished okay","80",1679001,1679.001,0
"experimenter confirmed","90",1567194.8,1567.1948,0
"0","9403",1681367.9,1681.3679,0
"0","20",1681368.9,1681.3689,0
"0","40",1700981,1700.981,0
"move epoch: 3cm cube","63",1701397.7,1701.3977,0
"0","8080",1701397.7,1701.3977,0
"0","7",1701382,1701.382,0
"trial finished okay","80",1701383,1701.383,0
"experimenter confirmed","90",1567194.8,1567.1948,0
"0","9404",1703996.1,1703.9961,0
"0","20",1703997.1,1703.9971,0
"0","40",1709795.8,1709.7958,0
"move epoch: 3cm cube","63",1710179,1710.179,0
"0","8081",1710179,1710.179,0
"0","7",1710159,1710.159,0
"trial finished okay","80",1710160,1710.16,0
"experimenter confirmed","90",1712795.1,1712.7951,0
"0","9405",1713560.6,1713.5606,0
"0","20",1713561.6,1713.5616,0
"0","40",1717177.4,1717.1774,0
"move epoch: 2cm cube","62",1717827.3,1717.8273,0
"0","8082",1717827.3,1717.8273,0
"0","7",1717802,1717.802,0
"trial finished okay","80",1717803,1717.803,0
"experimenter confirmed","90",1712795.1,1712.7951,0
"0","9406",1720292.4,1720.2924,0
"0","20",1720293.4,1720.2934,0
"0","40",1725925.5,1725.9255,0
"move epoch: 3cm cube","63",1726258.7,1726.2587,0
"0","8083",1726258.7,1726.2587,0
"0","7",1726241,1726.241,0
"trial finished okay","80",1726242,1726.242,0
"experimenter confirmed","90",1712795.1,1712.7951,0
"0","9407",1728823.8,1728.8238,0
"0","20",1728824.8,1728.8248,0
"0","40",1733573.7,1733.5737,0
"move epoch: 1cm cube","61",1734073.6,1734.0736,0
"0","8084",1734073.6,1734.0736,0
"0","7",1734053,1734.053,0
"trial finished okay","80",1734054,1734.054,0
"experimenter denied","91",1712795.1,1712.7951,0
"0","9408",1738437.2,1738.4372,0
"0","20",1738438.2,1738.4382,0
"0","40",1742771.7,1742.7717,0
"move epoch: 1cm cube","61",1743371.5,1743.3715,0
"0","8085",1743371.5,1743.3715,0
"0","7",1743355,1743.355,0
"trial finished okay","80",1743356,1743.356,0
